inventario_id,film_id,negozio_id
225,50,2
2677,587,1
3752,820,2
2314,502,2
3176,697,2
4053,882,1
1056,235,1
3411,748,1
2839,623,1
1169,259,1
1450,317,2
2896,637,1
4510,985,1
2175,469,2
3042,667,2
2396,524,1
4556,994,1
1756,381,2
3834,840,1
2920,641,2
721,158,2
698,153,1
2925,643,2
39,8,2
2513,552,2
619,135,1
2089,453,1
2917,641,1
2486,545,1
934,207,1
3253,716,1
3487,764,1
3247,715,1
2610,572,2
3078,677,1
2235,483,2
1729,377,1
3497,766,1
546,119,1
3902,852,1
4091,891,2
1361,300,2
2171,468,2
511,113,2
4148,901,1
3114,683,2
3208,705,1
262,58,2
4552,993,2
3763,823,2
3017,662,2
509,113,2
2043,444,2
682,149,2
4472,977,2
226,50,2
891,199,1
1190,265,1
3658,799,1
4496,982,1
1693,369,1
3735,816,2
419,92,1
2403,525,1
2784,611,1
1988,433,2
1906,415,1
1522,333,1
2360,514,1
4241,922,1
2605,572,1
3757,822,2
1681,367,1
3807,833,2
726,159,1
900,200,1
2986,655,1
691,151,1
3666,803,1
803,175,1
2009,437,2
2614,573,1
2035,443,2
3080,677,2
3090,679,2
4285,933,1
2960,649,2
4160,903,2
3088,679,1
589,129,1
4217,917,1
300,68,1
3304,727,2
1200,267,1
4551,993,2
2247,486,1
1488,326,2
1995,434,2
1537,336,2
3359,737,2
595,130,1
2445,534,1
1004,225,1
3827,838,2
1610,352,2
1502,329,1
2644,579,2
2843,624,1
4299,937,1
2405,525,1
1991,434,1
4003,871,2
519,115,1
112,22,2
540,118,1
4286,933,1
2343,510,1
4387,958,2
1797,391,1
3607,788,2
4268,929,1
1853,403,2
3035,666,1
2149,464,2
4440,970,2
2457,536,2
800,174,2
1174,260,2
1806,392,1
2311,502,1
2770,608,2
496,110,1
779,170,2
3311,729,2
3952,862,1
592,129,2
1898,413,1
3736,816,2
238,54,1
213,48,1
3573,782,1
3152,692,2
271,60,1
4459,974,1
276,61,2
3652,797,2
964,215,1
3747,820,1
267,59,2
1210,269,2
3637,794,1
666,145,2
652,141,2
2887,634,2
2718,596,2
3673,804,1
1435,314,1
3475,762,2
96,19,1
498,111,2
4328,944,1
4563,996,1
1034,231,2
1663,363,1
4280,931,2
3477,762,2
500,111,2
842,184,2
3167,696,1
1659,362,1
4465,975,2
1037,232,1
3226,708,2
3036,666,1
1296,286,1
1702,370,2
320,72,1
2233,483,1
3457,758,2
3305,727,2
4013,873,2
359,79,1
4306,938,1
1534,336,1
588,129,1
2904,638,1
3971,865,1
785,172,1
3775,827,1
648,140,2
3395,745,1
1108,245,2
3553,777,1
3668,803,1
545,119,1
569,123,2
3854,843,2
639,139,1
1725,376,1
3028,665,1
1588,348,2
590,129,1
927,206,1
2260,489,1
1704,371,1
4426,967,2
207,46,2
2999,657,2
2345,510,1
3293,725,1
3026,664,2
4231,920,1
25,5,2
1563,343,1
2788,611,2
675,147,2
3244,714,2
45,9,2
441,97,2
217,49,1
1076,239,2
3813,835,1
2972,651,2
2048,445,1
458,101,1
2289,496,2
1331,294,1
3894,850,2
481,106,1
3273,721,1
711,155,2
3108,683,1
2724,597,2
946,210,2
2267,489,2
4553,993,2
2592,569,1
3103,681,2
134,26,2
2140,463,1
3031,665,1
4024,877,1
2830,621,1
2563,562,1
2885,633,2
4546,992,2
2066,448,2
2085,452,2
4483,979,2
3334,733,2
2464,538,2
2871,629,2
3027,664,2
4122,896,1
4141,900,1
625,135,2
2558,560,2
1196,266,2
1747,380,1
655,142,1
611,132,2
3412,748,1
905,201,1
2905,638,2
3529,772,2
2541,557,2
1649,360,1
4382,957,2
4157,902,2
1431,313,1
919,204,1
2138,462,2
3258,717,1
3467,760,1
468,103,1
1269,281,2
3610,789,1
1495,327,2
357,78,2
4366,952,1
3725,814,2
2748,603,1
2196,475,2
699,153,1
3329,732,1
4530,989,1
3964,864,1
1669,364,1
664,143,2
837,183,2
3173,697,1
4064,886,1
4218,917,1
3608,789,1
1636,357,2
879,193,2
2872,629,2
4236,921,1
4524,987,2
1080,241,1
3235,710,1
995,222,2
1694,369,2
4581,1000,2
2683,589,2
201,45,1
3397,745,2
3545,775,1
3788,829,2
3443,755,1
451,100,1
1712,373,2
1429,313,1
4076,888,1
3798,832,1
4309,938,2
345,77,1
428,95,1
1258,279,1
4173,907,1
1973,430,2
1583,347,1
2741,601,2
4192,912,2
3847,842,2
2551,559,2
1764,382,2
2095,454,1
1347,297,2
3691,807,1
1728,376,2
3727,815,1
2060,447,1
3059,672,2
3392,744,2
743,162,2
6,1,2
2281,494,1
1163,257,2
3551,776,2
1291,285,2
1314,290,1
2842,623,2
1494,327,1
1635,357,2
3164,694,2
2665,585,2
4341,946,2
3993,870,1
1554,341,1
1721,375,1
2953,648,1
1594,349,2
1543,338,2
2504,550,1
4558,995,1
4486,980,1
861,189,2
914,203,2
1225,271,2
3693,807,2
1472,322,1
888,197,1
3429,752,2
295,67,1
1777,385,2
3427,751,2
2297,500,1
637,138,2
1531,334,2
1419,311,1
1215,270,1
1373,302,1
3025,664,2
1189,265,1
2895,636,1
2669,586,1
2458,536,2
4167,906,1
1657,361,2
4331,944,2
3184,698,2
3770,825,1
4021,875,2
878,193,2
1216,270,1
1706,372,1
1912,416,1
2101,456,1
223,50,1
4575,1000,1
235,53,1
1836,398,2
2712,595,2
91,18,2
231,51,2
2435,531,2
1343,296,1
3976,866,2
2201,476,2
813,176,2
977,218,1
3717,813,2
2963,649,2
3831,839,2
3908,852,2
2520,554,1
1420,311,1
23,5,2
3486,764,1
4527,988,1
1633,356,2
3636,794,1
150,31,2
3967,864,2
283,63,2
1148,254,1
1083,241,1
544,119,1
2657,583,1
2870,629,2
241,54,2
3643,795,1
885,196,1
3470,760,2
2026,440,2
4468,976,2
1416,310,1
2820,619,2
4411,964,1
1769,383,2
3385,743,2
913,203,2
960,214,2
3849,843,1
3866,846,1
1489,326,2
3437,753,2
2655,582,2
3697,809,2
2441,532,2
2145,464,1
886,196,1
4085,890,2
89,18,1
684,150,1
3987,869,1
2481,544,1
2978,652,1
653,141,2
1625,355,2
1204,267,2
3142,690,1
4127,897,1
1820,395,2
808,176,1
1112,247,1
1294,285,2
3601,787,1
2530,555,2
502,112,1
3628,791,2
758,166,1
269,60,1
175,39,1
2164,467,2
4568,998,2
109,22,1
3030,665,1
2590,568,2
1124,249,2
3986,869,1
50,10,2
3501,767,1
329,73,1
1960,428,1
3759,823,1
2166,468,1
2507,551,1
1990,434,1
472,103,2
2214,479,1
807,175,2
4545,992,2
2862,627,2
3950,861,2
192,43,2
3116,684,2
4372,953,1
3621,790,2
681,149,2
169,37,1
638,139,1
302,68,2
3739,818,1
2428,530,1
3012,661,1
1093,243,2
612,133,1
2031,442,1
1392,305,1
1662,363,1
1463,320,2
2649,580,2
686,150,2
2422,528,1
2395,523,1
2648,580,1
2419,527,2
3684,806,1
636,138,2
1096,244,1
2840,623,2
2786,611,1
2470,541,2
2952,648,1
318,71,2
1759,382,1
1276,282,2
3853,843,2
4019,875,2
167,37,1
1532,335,1
3182,698,1
1609,351,2
4380,957,1
1344,296,1
443,98,1
2971,651,1
4531,989,1
3162,694,1
4018,875,2
3593,785,2
237,54,1
3299,726,2
199,44,2
3616,790,1
2039,444,1
3618,790,1
3670,803,2
4082,890,1
2369,516,2
288,65,2
1899,414,1
4434,970,1
43,9,1
4460,974,1
179,39,2
1312,290,1
3927,856,2
423,93,2
4062,885,1
3060,672,2
940,208,1
2926,643,2
1850,403,1
159,34,2
1914,416,2
1479,323,2
117,23,1
476,105,1
2092,453,2
4059,884,2
2992,656,2
864,190,2
2315,502,2
2954,648,1
2333,506,2
2515,553,2
4259,926,2
1401,307,1
2754,604,2
876,193,1
750,164,2
2148,464,2
2002,436,1
586,127,2
3445,755,2
3274,721,1
3877,847,2
1558,341,2
1817,395,1
1308,288,2
3260,717,2
2543,557,2
435,96,1
921,204,2
539,118,1
522,115,2
3565,779,2
3458,758,2
1300,287,1
3379,741,1
1719,374,2
1418,311,1
1376,302,2
2900,637,2
67,13,2
309,69,2
4398,961,2
2732,599,2
1573,345,2
834,183,1
1252,276,1
1098,244,1
2803,615,2
3132,688,2
1631,356,2
4287,933,1
185,42,2
2392,522,2
389,86,1
3217,707,1
3929,857,1
3096,680,2
3838,841,1
2500,549,2
3188,699,1
4519,986,2
76,15,2
4178,908,2
1000,223,2
880,193,2
81,17,1
2544,558,2
3780,827,2
2691,590,2
2536,556,2
3957,863,1
504,112,1
4303,937,2
2487,545,1
3460,759,1
2916,641,1
229,51,2
2601,571,2
3099,681,1
2046,444,2
1547,339,2
1895,412,2
1328,293,2
1266,281,1
1739,378,2
1786,388,1
2879,631,2
2328,505,2
2044,444,2
687,150,2
2076,450,2
4145,901,1
2350,511,2
3935,858,2
3143,690,1
2773,609,1
2857,626,2
3888,849,2
4435,970,1
2522,554,2
2865,628,1
3402,746,1
3022,663,2
1785,388,1
882,194,1
3732,816,1
2509,551,2
3298,726,2
1969,429,2
2275,491,2
2686,590,1
3421,749,2
4360,951,1
987,220,1
1825,396,2
1516,331,1
2608,572,2
452,100,1
694,152,1
3524,771,2
642,139,2
2569,563,1
465,103,1
2768,608,2
911,202,1
4228,919,1
3522,771,2
1832,397,2
4043,880,1
2169,468,2
3424,750,1
1930,418,2
4012,873,2
2432,531,1
1758,382,1
2935,645,1
2560,561,1
696,152,1
3360,738,1
4060,884,2
4371,953,1
4375,956,1
3528,772,1
155,32,2
1175,261,1
2833,621,2
4028,877,2
1796,390,1
3941,859,1
4186,911,2
2707,595,1
986,220,1
616,134,2
2856,625,2
2269,490,1
311,69,2
1569,344,2
4291,935,2
4325,942,1
2103,456,2
790,173,1
2755,604,2
2725,598,1
818,178,1
1188,265,1
248,56,1
2106,457,1
2431,531,1
1228,272,1
3496,766,1
2305,501,1
2869,629,2
1592,349,1
4347,948,1
3945,861,1
1575,346,1
335,74,1
3904,852,1
4264,927,1
3613,789,2
4234,920,2
3510,768,2
2320,504,1
279,62,2
1071,239,1
2466,539,1
2467,540,1
3985,869,1
3155,693,1
220,49,2
3918,855,2
161,35,1
2831,621,1
1177,262,2
1559,342,1
3635,793,1
632,137,2
4006,872,2
1371,301,2
1637,357,2
197,44,1
587,127,2
190,43,1
4364,951,2
532,117,1
1090,243,1
4571,999,2
2316,503,1
825,181,1
1616,353,2
3789,829,2
3742,818,2
64,12,2
2472,542,1
1928,418,2
3710,812,1
4050,881,2
2859,626,2
3816,835,2
2565,562,1
847,186,1
3915,854,2
3389,744,1
557,121,2
2228,482,1
1302,287,2
2153,465,2
3337,734,1
3249,715,1
2278,493,2
3472,761,2
3285,723,2
1327,293,2
618,134,2
4493,981,2
3997,870,2
1882,410,1
2537,556,2
826,181,1
3288,724,2
1760,382,1
2880,631,2
1016,228,1
2729,599,1
1944,423,2
1831,397,2
3037,666,1
1770,384,2
4340,945,2
3892,850,2
3837,841,1
1341,295,2
4334,945,1
2241,484,2
2497,548,1
4393,960,2
3960,863,2
4477,978,1
3695,808,2
2111,457,2
364,80,1
2998,657,2
1965,428,2
3089,679,1
2630,577,1
478,105,2
3975,866,2
2844,624,1
2832,621,2
1986,433,1
480,105,2
4448,972,2
1161,256,2
3576,782,2
2387,521,1
181,40,2
3158,693,2
2338,508,2
3917,855,1
3527,772,1
3835,840,1
1206,268,2
3830,838,2
1289,285,1
795,174,1
4106,893,2
4037,879,2
3801,833,1
1023,229,1
3454,757,2
513,114,1
2224,481,1
634,138,1
396,88,2
4171,907,1
1247,275,2
1041,232,2
898,200,1
915,203,2
3418,748,2
2552,559,2
2572,563,1
1245,275,1
1146,253,2
3398,745,2
3137,689,1
3263,718,2
1077,240,2
316,71,2
759,166,1
982,219,1
4206,914,2
4428,968,1
1640,358,1
2040,444,1
365,80,1
1754,381,2
2258,488,2
376,83,1
1843,402,1
4580,1000,2
2132,461,2
3009,660,2
122,24,1
296,67,2
15,3,2
85,17,2
2535,556,2
4444,971,1
2016,438,2
2079,450,2
3672,804,1
707,154,2
4290,934,2
2595,570,2
374,83,1
4105,893,2
474,104,2
3369,739,1
3178,697,2
2949,647,2
2878,631,1
817,178,1
1959,427,1
2347,511,1
1942,423,1
3873,846,2
83,17,1
1061,236,2
1439,314,2
2012,438,1
4112,894,2
2875,630,2
2310,502,1
3172,697,1
3433,753,1
1599,350,1
2114,458,2
4314,940,1
2056,446,2
3839,841,1
2705,594,1
3368,739,1
100,20,1
2661,584,1
3032,665,2
2226,481,2
4131,897,2
533,117,1
3074,676,2
1397,306,1
839,183,2
4040,880,1
3309,728,2
751,164,2
2779,610,1
1087,242,2
128,25,2
890,199,1
2708,595,1
561,122,1
449,99,2
2285,494,2
4089,891,1
3300,726,2
928,206,1
2274,491,2
303,68,2
2124,460,2
3315,730,1
3768,824,2
2270,491,1
2425,529,1
3817,835,2
3599,786,2
1008,226,2
2388,521,1
3663,800,2
222,50,1
2268,490,1
2883,632,1
4232,920,1
3318,730,1
577,126,2
263,58,2
2901,638,1
5,1,2
1674,366,1
4153,902,1
4255,925,1
4130,897,2
3910,853,1
147,31,1
3180,698,1
1365,301,1
2424,529,1
2989,655,2
3199,702,2
740,162,1
244,55,1
193,43,2
110,22,1
1106,245,2
1784,388,1
836,183,1
2327,505,2
2932,644,2
2437,531,2
2413,526,2
36,7,2
3127,687,2
3767,824,2
2216,479,2
2516,553,2
3615,789,2
2293,498,1
462,101,2
2215,479,2
4010,873,1
3667,803,1
757,165,2
1160,256,2
3707,811,1
3841,841,2
766,167,1
2899,637,2
19,4,1
1582,347,1
2548,559,1
2694,591,2
1458,319,2
2578,564,2
3189,700,2
3600,786,2
3592,785,2
2143,463,2
2416,527,2
60,12,1
1813,394,1
2737,600,2
2951,647,2
2730,599,1
3340,734,2
2204,476,2
3171,696,2
2151,465,1
3239,711,2
1492,327,1
3297,725,2
1062,236,2
1921,417,2
1823,396,2
3115,684,2
550,119,2
3682,805,2
3937,858,2
4500,982,2
216,49,1
1939,421,2
315,70,2
3493,765,1
2873,630,2
2337,508,2
4414,965,1
3422,749,2
3336,733,2
3266,720,1
2785,611,1
594,130,1
527,116,1
1013,227,1
2331,506,1
975,218,1
494,110,1
4301,937,2
2547,559,1
1757,382,1
984,219,1
1743,379,2
3021,663,2
702,154,1
862,189,2
2570,563,1
2381,519,2
2237,484,1
2533,556,1
4400,962,1
1125,249,2
2020,439,1
2599,571,1
4262,927,1
227,51,1
2219,480,1
2444,533,1
3287,724,1
535,117,1
4504,983,1
2653,581,1
3898,851,1
1068,238,1
993,222,1
1469,321,1
123,24,1
1033,231,2
1367,301,1
4086,890,2
2440,532,2
2965,650,1
2943,646,1
1566,344,1
778,170,1
1133,251,2
558,121,2
744,162,2
4335,945,1
2619,574,2
2728,598,1
1902,414,2
1997,434,2
1933,420,2
1422,311,2
2358,513,2
3991,870,1
1119,248,2
1277,282,2
1641,358,1
2668,586,1
4487,980,1
3216,706,2
4152,902,1
256,57,1
1261,280,1
3859,845,1
1819,395,2
1003,225,1
1221,271,1
831,181,2
4277,930,2
4312,939,2
2256,488,1
1329,293,2
3609,789,1
844,184,2
2491,546,2
273,61,1
18,4,1
437,97,1
1389,304,2
1415,309,2
2915,641,1
1525,333,2
3221,707,2
3977,867,1
3784,828,2
1317,291,1
4292,935,2
3564,778,2
1274,282,1
1240,274,2
2061,447,2
2409,525,2
703,154,1
1449,317,2
749,164,1
2782,610,2
1654,361,1
2292,498,1
819,179,1
514,114,1
4110,894,1
3540,774,1
1017,228,1
3200,703,2
2703,593,2
3214,706,2
3745,819,1
4094,892,1
3984,869,1
2940,645,2
953,212,2
2376,518,2
4135,898,1
1256,278,1
4317,941,1
2334,506,2
1567,344,1
2557,560,2
1440,315,2
1574,345,2
3744,819,1
1481,324,1
1678,366,2
798,174,1
3556,777,2
1924,418,1
360,79,1
4054,882,1
2797,614,2
243,55,1
1996,434,2
3323,731,2
1116,247,2
994,222,1
4516,986,1
61,12,1
3632,793,1
1330,294,1
173,37,2
121,24,1
24,5,2
4056,883,2
955,213,1
1886,411,1
3534,773,1
2053,446,1
646,140,2
4307,938,1
1324,292,2
3428,752,2
3819,836,1
4069,887,1
4237,921,2
933,206,2
3634,793,1
2371,517,2
1311,289,1
597,130,2
270,60,1
3357,737,2
3271,720,2
931,206,2
3531,773,1
1428,313,1
1795,390,1
582,127,1
537,117,2
4175,908,1
1612,352,2
610,132,2
1830,397,2
3655,798,1
1867,408,1
1779,387,1
157,34,2
3481,763,1
377,83,2
2636,578,2
1925,418,1
1854,403,2
333,73,2
1630,356,1
3706,810,2
2969,650,2
1064,236,2
2174,469,2
2082,451,2
1213,269,2
902,200,2
2494,547,2
4322,941,2
1791,389,1
3431,753,1
3373,740,2
4249,924,1
887,197,1
2420,528,1
118,23,2
196,44,1
1833,398,2
4315,940,1
3692,807,2
2834,621,2
2442,533,1
3504,767,2
724,159,1
1060,235,2
2827,620,2
1181,263,1
4507,984,1
3808,834,2
1179,263,1
1622,354,1
1855,403,2
4155,902,1
3240,711,2
2561,561,1
1201,267,1
1306,288,2
1287,284,2
2477,542,2
3387,743,2
142,29,1
4212,915,2
3583,784,1
3153,692,2
4385,958,1
630,137,2
4063,886,1
2252,487,2
3126,687,2
4020,875,2
2946,647,1
106,21,2
2790,612,2
2789,611,2
1849,403,1
3276,722,1
598,130,2
2136,462,2
4513,985,2
4447,972,1
42,9,1
503,112,1
3069,675,1
4052,882,1
1922,417,2
2374,518,1
2583,567,1
4227,919,1
54,11,1
3509,768,1
791,173,1
3044,668,1
3134,689,1
884,194,2
162,35,1
2980,653,1
925,205,1
2306,501,1
3363,738,1
1453,319,1
2105,456,2
4170,906,2
2084,451,2
4339,945,2
3596,786,1
138,27,1
334,74,1
2695,591,2
20,4,2
3052,670,1
4442,971,1
1399,306,1
1406,308,1
4174,907,1
849,186,2
4561,995,2
1233,273,1
2339,508,2
2531,555,2
2474,542,1
809,176,1
906,201,1
1120,248,2
1535,336,1
4354,949,1
2230,482,1
3306,728,1
3824,837,2
2295,499,1
3805,833,2
4123,896,2
2626,575,2
1975,430,2
3452,757,1
3842,841,2
3961,863,2
4517,986,1
2524,554,2
1974,430,2
129,25,2
1262,280,1
4539,991,1
1157,255,2
1088,242,2
4224,918,2
794,173,2
3128,687,2
607,132,1
2629,576,2
1624,354,2
3966,864,1
4025,877,1
1053,234,2
1946,424,1
3521,771,2
3822,837,2
3219,707,2
2918,641,2
3990,869,2
2423,529,1
767,167,1
542,118,2
484,107,2
3122,686,1
2068,448,2
2890,634,2
2993,656,2
1652,361,1
3786,829,1
3320,730,2
4313,939,2
3713,812,2
4055,882,1
3772,825,1
1685,367,2
4140,899,1
3722,814,1
4352,948,2
2152,465,1
2628,576,2
816,177,2
3499,767,1
1672,365,2
3121,686,1
854,188,1
282,63,2
2181,471,2
1391,305,1
670,146,1
3726,814,2
3148,691,1
187,42,2
1618,353,2
4161,904,1
4138,899,1
3016,662,2
3345,735,1
3546,775,2
1195,266,1
754,165,1
3653,797,2
2858,626,2
566,122,2
3372,739,2
989,220,2
3416,748,2
3010,661,1
3400,745,2
2263,489,1
4458,973,2
1081,241,1
1342,295,2
1095,244,1
2975,651,2
3390,744,2
2205,477,2
3347,735,2
4250,924,1
1571,345,1
1452,319,1
2760,606,1
247,55,2
1162,257,2
3403,746,2
3702,810,1
2780,610,1
3825,838,1
1994,434,2
3205,704,2
907,201,1
4402,962,1
3878,848,1
2534,556,1
1352,298,2
1847,402,2
386,85,2
4430,969,1
3156,693,2
793,173,2
1956,427,1
354,78,2
4120,895,2
3890,850,1
4219,917,1
92,18,2
3332,733,1
4506,984,1
4570,999,1
2017,439,1
2505,551,1
841,184,1
1054,234,2
1931,420,1
961,214,2
574,124,2
2942,646,1
2719,596,2
1118,247,2
2199,476,1
2654,582,2
264,59,1
3541,774,1
1109,246,2
2286,494,2
4394,960,2
1223,271,1
1094,243,2
2802,615,2
1980,432,1
3661,800,1
4562,995,2
1862,406,2
988,220,1
1051,234,1
4564,996,1
2326,505,2
3603,787,1
317,71,2
2318,503,1
2527,555,1
3466,760,1
2375,518,2
314,70,2
1107,245,2
2452,535,1
1790,389,1
2546,559,1
628,136,1
372,82,1
3185,698,2
1202,267,1
2622,575,1
1911,416,1
1565,344,1
1591,349,1
1828,397,1
2113,458,1
3933,857,2
3415,748,2
1810,393,1
2864,628,1
2678,588,2
3675,804,1
3038,666,2
1787,388,2
948,211,1
4092,891,2
3425,750,1
3809,834,2
1386,304,1
156,34,2
2771,609,1
4185,911,2
3828,838,2
2433,531,1
667,145,2
2361,514,1
3450,756,2
1857,405,2
4484,979,2
4149,901,2
337,74,2
479,105,2
1099,244,2
9,2,2
2746,602,2
2198,476,1
422,92,2
1507,330,1
427,94,1
3007,660,1
4134,898,1
2377,518,2
3513,769,2
3435,753,2
3924,856,2
737,161,1
2911,639,2
4270,929,1
3181,698,1
2722,597,2
4577,1000,1
4182,911,1
787,172,2
730,159,2
1935,420,2
3620,790,2
1362,300,2
2700,593,2
3413,748,1
2298,500,1
94,19,1
3381,741,2
1007,226,1
526,116,1
84,17,2
4482,979,2
709,155,1
1601,350,2
3124,687,1
3587,784,2
3070,675,1
139,28,1
59,11,2
1006,226,1
78,16,1
4046,880,2
2282,494,1
195,43,2
2877,631,1
3439,754,2
976,218,1
1977,431,2
524,115,2
1580,346,2
690,151,1
1303,287,2
4193,912,2
3850,843,1
1084,242,1
245,55,1
859,189,2
1740,378,2
2131,461,2
1372,302,1
1936,421,2
254,57,1
2127,460,2
390,86,1
2656,583,1
2903,638,1
2526,555,1
2229,482,1
2093,453,2
2783,610,2
1753,381,1
2010,437,2
1816,395,1
380,84,1
3086,678,1
2689,590,2
1824,396,2
4346,947,1
3571,781,2
536,117,2
2272,491,2
1451,317,2
2793,613,1
774,169,1
4491,981,1
4026,877,1
3313,729,2
3919,855,2
151,31,2
4302,937,2
3261,717,2
4512,985,2
2970,651,1
1173,260,2
418,91,2
17,4,1
2545,558,2
3516,770,2
1948,424,1
1257,278,1
3741,818,1
3079,677,1
2699,592,2
1345,296,1
627,136,1
1351,298,2
2736,600,2
746,163,2
350,77,2
1690,369,1
1,1,1
3705,810,2
2117,458,2
1514,331,1
1499,328,2
3928,857,1
962,214,2
4578,1000,2
2602,571,2
3095,680,2
431,95,2
4263,927,1
738,162,1
700,153,1
2632,577,1
1919,417,1
775,169,2
466,103,1
1166,258,2
1536,336,1
2288,496,1
3662,800,2
4535,989,2
2005,436,2
812,176,2
3724,814,2
3211,706,1
2761,606,2
2673,586,2
1149,254,1
1354,299,1
72,15,1
4200,913,2
4429,968,1
3909,853,1
706,154,2
4310,939,2
2853,625,2
2766,608,1
471,103,2
1259,279,1
2208,478,1
622,135,2
351,78,1
126,25,1
1165,258,2
1749,380,2
4154,902,1
4550,993,1
2290,496,2
723,158,2
997,222,2
3907,852,2
3068,674,1
1741,378,2
926,206,1
4097,892,2
432,95,2
321,72,1
3638,794,2
2919,641,2
242,55,1
4230,920,1
910,202,1
158,34,2
2065,448,1
3554,777,1
1861,406,2
1918,417,1
3131,688,2
3192,702,1
97,19,2
3685,806,1
4454,973,1
1280,283,1
603,131,1
669,146,1
2154,465,2
1131,251,1
3048,668,2
623,135,2
4214,916,1
2468,540,1
2294,499,1
1374,302,2
3314,729,2
4480,979,1
570,123,2
3734,816,2
2455,536,1
2087,452,2
137,27,1
2028,441,1
2180,471,1
1307,288,2
2368,516,2
2449,534,2
189,43,1
3659,799,1
1789,388,2
1981,432,1
4260,926,2
3591,785,1
922,205,1
998,222,2
1267,281,1
420,92,1
12,3,2
1972,430,2
4114,895,1
2518,554,1
1135,251,2
2296,500,1
3380,741,2
1498,328,2
3170,696,2
277,61,2
4406,963,2
200,44,2
2454,536,1
3382,743,1
409,90,2
935,207,1
2414,527,1
1585,348,2
1699,370,1
3983,868,1
73,15,2
253,57,1
4409,964,1
3301,727,1
2503,550,1
4514,985,2
869,191,1
1295,286,1
1723,376,1
3456,758,2
178,39,2
1055,235,1
806,175,2
27,6,1
11,2,2
1070,239,1
4282,932,1
3277,722,2
1377,302,2
4542,991,2
971,216,2
3563,778,2
3432,753,1
991,220,2
1809,392,2
