actor_id,film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,language,first_name,last_name
157,574,MIDNIGHT WESTWARD,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,2006,1,,3,0.99,86,19.99,G,English,GRETA,MALDEN
157,400,HARDLY ROBBERS,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,2006,1,,7,2.99,72,15.99,R,English,GRETA,MALDEN
157,496,KICK SAVANNAH,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,2006,1,,3,0.99,179,10.99,PG-13,English,GRETA,MALDEN
157,802,SKY MIRACLE,A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House,2006,1,,7,2.99,132,15.99,PG,English,GRETA,MALDEN
157,24,ANALYZE HOOSIERS,A Thoughtful Display of a Explorer And a Pastry Chef who must Overcome a Feminist in The Sahara Desert,2006,1,,6,2.99,181,19.99,R,English,GRETA,MALDEN
157,835,SPY MILE,A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon,2006,1,,6,2.99,112,13.99,PG-13,English,GRETA,MALDEN
157,973,WIFE TURN,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,2006,1,,3,4.99,183,27.99,NC-17,English,GRETA,MALDEN
157,616,NATIONAL STORY,A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California,2006,1,,4,2.99,92,19.99,NC-17,English,GRETA,MALDEN
157,291,EVOLUTION ALTER,A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory,2006,1,,5,0.99,174,10.99,PG-13,English,GRETA,MALDEN
157,353,GENTLEMEN STAGE,A Awe-Inspiring Reflection of a Monkey And a Student who must Overcome a Dentist in The First Manned Space Station,2006,1,,6,2.99,125,22.99,NC-17,English,GRETA,MALDEN
157,661,PAST SUICIDES,A Intrepid Tale of a Madman And a Astronaut who must Challenge a Hunter in A Monastery,2006,1,,5,4.99,157,17.99,PG-13,English,GRETA,MALDEN
157,406,HAUNTING PIANIST,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,2006,1,,5,0.99,181,22.99,R,English,GRETA,MALDEN
157,303,FANTASY TROOPERS,A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention,2006,1,,6,0.99,58,27.99,PG-13,English,GRETA,MALDEN
157,321,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,2006,1,,3,4.99,123,21.99,NC-17,English,GRETA,MALDEN
157,696,PRIDE ALAMO,A Thoughtful Drama of a A Shark And a Forensic Psychologist who must Vanquish a Student in Ancient India,2006,1,,6,0.99,114,20.99,NC-17,English,GRETA,MALDEN
157,913,TROOPERS METAL,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,2006,1,,3,0.99,115,20.99,R,English,GRETA,MALDEN
157,122,CARRIE BUNCH,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,2006,1,,7,0.99,114,11.99,PG,English,GRETA,MALDEN
157,713,RAINBOW SHOCK,A Action-Packed Story of a Hunter And a Boy who must Discover a Lumberjack in Ancient India,2006,1,,3,4.99,74,14.99,PG,English,GRETA,MALDEN
157,183,CONVERSATION DOWNHILL,A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention,2006,1,,4,4.99,112,14.99,R,English,GRETA,MALDEN
157,535,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,1,,6,0.99,181,21.99,R,English,GRETA,MALDEN
149,159,CLOSER BANG,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,2006,1,,5,4.99,58,12.99,R,English,RUSSELL,TEMPLE
149,921,UNCUT SUICIDES,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,2006,1,,7,2.99,172,29.99,PG-13,English,RUSSELL,TEMPLE
149,458,INDIAN LOVE,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,2006,1,,4,0.99,135,26.99,NC-17,English,RUSSELL,TEMPLE
149,992,WRATH MILE,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,2006,1,,5,0.99,176,17.99,NC-17,English,RUSSELL,TEMPLE
149,339,FROGMEN BREAKING,A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia,2006,1,,5,0.99,111,17.99,R,English,RUSSELL,TEMPLE
149,193,CROSSROADS CASUALTIES,A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback,2006,1,,5,2.99,153,20.99,G,English,RUSSELL,TEMPLE
149,72,BILL OTHERS,A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention,2006,1,,6,2.99,93,12.99,PG,English,RUSSELL,TEMPLE
149,53,BANG KWAI,A Epic Drama of a Madman And a Cat who must Face a A Shark in An Abandoned Amusement Park,2006,1,,5,2.99,87,25.99,NC-17,English,RUSSELL,TEMPLE
149,905,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,1,,7,4.99,132,10.99,PG-13,English,RUSSELL,TEMPLE
149,761,SANTA PARIS,A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory,2006,1,,7,2.99,154,23.99,PG,English,RUSSELL,TEMPLE
149,631,NOVOCAINE FLIGHT,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,2006,1,,4,0.99,64,11.99,G,English,RUSSELL,TEMPLE
149,178,CONNECTION MICROCOSMOS,A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station,2006,1,,6,0.99,115,25.99,G,English,RUSSELL,TEMPLE
149,354,GHOST GROUNDHOG,A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India,2006,1,,6,4.99,85,18.99,G,English,RUSSELL,TEMPLE
149,169,COMFORTS RUSH,A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft,2006,1,,3,2.99,76,19.99,NC-17,English,RUSSELL,TEMPLE
149,947,VISION TORQUE,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,2006,1,,5,0.99,59,16.99,PG-13,English,RUSSELL,TEMPLE
149,810,SLUMS DUCK,A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat,2006,1,,5,0.99,147,21.99,PG,English,RUSSELL,TEMPLE
149,146,CHITTY LOCK,A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station,2006,1,,6,2.99,107,24.99,G,English,RUSSELL,TEMPLE
149,95,BREAKFAST GOLDFINGER,A Beautiful Reflection of a Student And a Student who must Fight a Moose in Berlin,2006,1,,5,4.99,123,18.99,G,English,RUSSELL,TEMPLE
149,782,SHAKESPEARE SADDLE,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,2006,1,,6,2.99,60,26.99,PG-13,English,RUSSELL,TEMPLE
149,365,GOLD RIVER,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,2006,1,,4,4.99,154,21.99,R,English,RUSSELL,TEMPLE
149,153,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,1,,7,0.99,165,18.99,G,English,RUSSELL,TEMPLE
149,685,PLATOON INSTINCT,A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia,2006,1,,6,4.99,132,10.99,PG-13,English,RUSSELL,TEMPLE
149,188,CRAZY HOME,A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback,2006,1,,7,2.99,136,24.99,PG,English,RUSSELL,TEMPLE
149,139,CHASING FIGHT,A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank,2006,1,,7,4.99,114,21.99,PG,English,RUSSELL,TEMPLE
149,811,SMILE EARRING,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,2006,1,,4,2.99,60,29.99,G,English,RUSSELL,TEMPLE
149,670,PELICAN COMFORTS,A Epic Documentary of a Boy And a Monkey who must Pursue a Astronaut in Berlin,2006,1,,4,4.99,48,17.99,PG,English,RUSSELL,TEMPLE
149,362,GLORY TRACY,A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station,2006,1,,7,2.99,115,13.99,PG-13,English,RUSSELL,TEMPLE
149,118,CANYON STOCK,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,2006,1,,7,0.99,85,26.99,R,English,RUSSELL,TEMPLE
149,899,TOWERS HURRICANE,A Fateful Display of a Monkey And a Car who must Sink a Husband in A MySQL Convention,2006,1,,7,0.99,144,14.99,NC-17,English,RUSSELL,TEMPLE
149,913,TROOPERS METAL,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,2006,1,,3,0.99,115,20.99,R,English,RUSSELL,TEMPLE
149,949,VOLCANO TEXAS,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,2006,1,,6,0.99,157,27.99,NC-17,English,RUSSELL,TEMPLE
21,159,CLOSER BANG,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,2006,1,,5,4.99,58,12.99,R,English,KIRSTEN,PALTROW
21,680,PINOCCHIO SIMON,A Action-Packed Reflection of a Mad Scientist And a A Shark who must Find a Feminist in California,2006,1,,4,4.99,103,21.99,PG,English,KIRSTEN,PALTROW
21,893,TITANS JERK,A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China,2006,1,,4,4.99,91,11.99,PG,English,KIRSTEN,PALTROW
21,507,LADYBUGS ARMAGEDDON,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,2006,1,,4,0.99,113,13.99,NC-17,English,KIRSTEN,PALTROW
21,87,BOONDOCK BALLROOM,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,2006,1,,7,0.99,76,14.99,NC-17,English,KIRSTEN,PALTROW
21,983,WON DARES,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,2006,1,,7,2.99,105,18.99,PG,English,KIRSTEN,PALTROW
21,702,PULP BEVERLY,A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria,2006,1,,4,2.99,89,12.99,G,English,KIRSTEN,PALTROW
21,733,RIVER OUTLAW,A Thrilling Character Study of a Squirrel And a Lumberjack who must Face a Hunter in A MySQL Convention,2006,1,,4,0.99,149,29.99,PG-13,English,KIRSTEN,PALTROW
21,88,BORN SPINAL,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,2006,1,,7,4.99,179,17.99,PG,English,KIRSTEN,PALTROW
21,398,HANOVER GALAXY,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,2006,1,,5,4.99,47,21.99,NC-17,English,KIRSTEN,PALTROW
21,920,UNBREAKABLE KARATE,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,2006,1,,3,0.99,62,16.99,G,English,KIRSTEN,PALTROW
21,798,SILVERADO GOLDFINGER,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,2006,1,,4,4.99,74,11.99,PG,English,KIRSTEN,PALTROW
21,887,THIEF PELICAN,A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft,2006,1,,5,4.99,135,28.99,PG-13,English,KIRSTEN,PALTROW
21,734,ROAD ROXANNE,A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan,2006,1,,4,4.99,158,12.99,R,English,KIRSTEN,PALTROW
21,253,DRIFTER COMMANDMENTS,A Epic Reflection of a Womanizer And a Squirrel who must Discover a Husband in A Jet Boat,2006,1,,5,4.99,61,18.99,PG-13,English,KIRSTEN,PALTROW
21,700,PRIX UNDEFEATED,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China,2006,1,,4,2.99,115,13.99,R,English,KIRSTEN,PALTROW
21,530,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,1,,5,2.99,108,27.99,PG-13,English,KIRSTEN,PALTROW
21,686,PLUTO OLEANDER,A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank,2006,1,,5,4.99,84,9.99,R,English,KIRSTEN,PALTROW
21,281,ENCINO ELF,A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon,2006,1,,6,0.99,143,9.99,G,English,KIRSTEN,PALTROW
21,142,CHICKEN HELLFIGHTERS,A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia,2006,1,,3,0.99,122,24.99,PG,English,KIRSTEN,PALTROW
21,179,CONQUERER NUTS,A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft,2006,1,,4,4.99,173,14.99,G,English,KIRSTEN,PALTROW
21,497,KILL BROTHERHOOD,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,2006,1,,4,0.99,54,15.99,G,English,KIRSTEN,PALTROW
21,429,HONEY TIES,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,2006,1,,3,0.99,84,29.99,R,English,KIRSTEN,PALTROW
21,426,HOME PITY,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,2006,1,,7,4.99,185,15.99,R,English,KIRSTEN,PALTROW
21,321,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,2006,1,,3,4.99,123,21.99,NC-17,English,KIRSTEN,PALTROW
21,6,AGENT TRUMAN,A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China,2006,1,,3,2.99,169,17.99,PG,English,KIRSTEN,PALTROW
21,804,SLEEPING SUSPECTS,A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention,2006,1,,7,4.99,129,13.99,PG-13,English,KIRSTEN,PALTROW
41,159,CLOSER BANG,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,2006,1,,5,4.99,58,12.99,R,English,JODIE,DEGENERES
41,784,SHANGHAI TYCOON,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,2006,1,,7,2.99,47,20.99,PG,English,JODIE,DEGENERES
41,203,DAISY MENAGERIE,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,2006,1,,5,4.99,84,9.99,G,English,JODIE,DEGENERES
41,894,TOMATOES HELLFIGHTERS,A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank,2006,1,,6,0.99,68,23.99,PG,English,JODIE,DEGENERES
41,336,FRENCH HOLIDAY,A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin,2006,1,,5,4.99,99,22.99,PG,English,JODIE,DEGENERES
41,4,AFFAIR PREJUDICE,A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank,2006,1,,5,2.99,117,26.99,G,English,JODIE,DEGENERES
41,305,FATAL HAUNTED,A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan,2006,1,,6,2.99,91,24.99,PG,English,JODIE,DEGENERES
41,212,DARN FORRESTER,A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat,2006,1,,7,4.99,185,14.99,G,English,JODIE,DEGENERES
41,799,SIMON NORTH,A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank,2006,1,,3,0.99,51,26.99,NC-17,English,JODIE,DEGENERES
41,721,REDS POCUS,A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia,2006,1,,7,4.99,182,23.99,PG-13,English,JODIE,DEGENERES
41,779,SENSE GREEK,A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House,2006,1,,4,4.99,54,23.99,R,English,JODIE,DEGENERES
41,249,DRACULA CRYSTAL,A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House,2006,1,,7,0.99,176,26.99,G,English,JODIE,DEGENERES
41,383,GROOVE FICTION,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,2006,1,,6,0.99,111,13.99,NC-17,English,JODIE,DEGENERES
41,194,CROW GREASE,A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station,2006,1,,6,0.99,104,22.99,PG,English,JODIE,DEGENERES
41,674,PET HAUNTING,A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California,2006,1,,3,0.99,99,11.99,PG,English,JODIE,DEGENERES
41,596,MOONSHINE CABIN,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,2006,1,,4,4.99,171,25.99,PG-13,English,JODIE,DEGENERES
41,544,MADISON TRAP,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,2006,1,,4,2.99,147,11.99,R,English,JODIE,DEGENERES
41,942,VIETNAM SMOOCHY,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,2006,1,,7,0.99,174,27.99,PG-13,English,JODIE,DEGENERES
41,912,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,1,,3,2.99,52,9.99,PG,English,JODIE,DEGENERES
41,60,BEAST HUNCHBACK,A Awe-Inspiring Epistle of a Student And a Squirrel who must Defeat a Boy in Ancient China,2006,1,,3,4.99,89,22.99,R,English,JODIE,DEGENERES
41,657,PARADISE SABRINA,A Intrepid Yarn of a Car And a Moose who must Outrace a Crocodile in A Manhattan Penthouse,2006,1,,5,2.99,48,12.99,PG-13,English,JODIE,DEGENERES
41,150,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,1,,7,2.99,101,9.99,PG,English,JODIE,DEGENERES
41,69,BEVERLY OUTLAW,A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station,2006,1,,3,2.99,85,21.99,R,English,JODIE,DEGENERES
41,100,BROOKLYN DESERT,A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station,2006,1,,7,4.99,161,21.99,R,English,JODIE,DEGENERES
41,86,BOOGIE AMELIE,A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico,2006,1,,6,4.99,121,11.99,R,English,JODIE,DEGENERES
41,724,REMEMBER DIARY,A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India,2006,1,,5,2.99,110,15.99,R,English,JODIE,DEGENERES
41,230,DIARY PANIC,A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India,2006,1,,7,2.99,107,20.99,G,English,JODIE,DEGENERES
41,678,PICKUP DRIVING,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,2006,1,,3,2.99,77,23.99,G,English,JODIE,DEGENERES
41,252,DREAM PICKUP,A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico,2006,1,,6,2.99,135,18.99,PG,English,JODIE,DEGENERES
199,159,CLOSER BANG,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,2006,1,,5,4.99,58,12.99,R,English,JULIA,FAWCETT
