artist,tag,count,last_updated
1,719,1,2013-09-18 22:03:10.347486+02
1,844,1,2013-09-18 22:03:10.347486+02
1,991,1,2013-09-18 22:03:10.347486+02
1,993,1,2013-09-18 22:03:10.347486+02
1,1056,1,2013-09-18 22:03:10.347486+02
1,1164,1,2013-09-18 22:03:10.347486+02
1,1281,1,2013-09-18 22:03:10.347486+02
1,1343,1,2013-09-18 22:03:10.347486+02
1,1371,2,2013-09-18 22:03:10.347486+02
1,1393,1,2013-09-18 22:03:10.347486+02
1,1440,1,2013-09-18 22:03:10.347486+02
1,1584,1,2013-09-18 22:03:10.347486+02
1,1587,1,2013-09-18 22:03:10.347486+02
1,1666,1,2013-09-18 22:03:10.347486+02
1,1772,1,2013-09-18 22:03:10.347486+02
1,1777,1,2013-09-18 22:03:10.347486+02
1,2143,1,2013-09-18 22:03:10.347486+02
1,2397,1,2013-09-18 22:03:10.347486+02
1,2496,1,2013-09-18 22:03:10.347486+02
1,3475,1,2013-09-18 22:03:10.347486+02
1,3819,1,2013-09-18 22:03:10.347486+02
1,4175,1,2013-09-18 22:03:10.347486+02
1,4422,1,2013-09-18 22:03:10.347486+02
1,4425,1,2013-09-18 22:03:10.347486+02
1,4585,1,2013-09-18 22:03:10.347486+02
1,4816,1,2013-09-18 22:03:10.347486+02
1,4914,1,2013-09-18 22:03:10.347486+02
1,5165,2,2013-09-18 22:03:10.347486+02
1,5948,1,2013-09-18 22:03:10.347486+02
1,6076,1,2013-09-18 22:03:10.347486+02
1,6411,1,2013-09-18 22:03:10.347486+02
1,6899,2,2013-09-18 22:03:10.347486+02
1,7144,1,2013-09-18 22:03:10.347486+02
1,7173,1,2013-09-18 22:03:10.347486+02
1,7455,1,2013-09-18 22:03:10.347486+02
1,7796,1,2013-09-18 22:03:10.347486+02
1,7860,1,2013-09-18 22:03:10.347486+02
1,7879,1,2013-09-18 22:03:10.347486+02
1,7885,1,2013-09-18 22:03:10.347486+02
1,7918,1,2013-09-18 22:03:10.347486+02
1,8110,1,2013-09-18 22:03:10.347486+02
1,8130,1,2013-09-18 22:03:10.347486+02
1,8291,1,2013-09-18 22:03:10.347486+02
1,8361,1,2013-09-18 22:03:10.347486+02
1,8410,1,2013-09-18 22:03:10.347486+02
1,8491,1,2013-09-18 22:03:10.347486+02
1,21223,1,2013-09-18 22:03:10.347486+02
1,21270,1,2013-09-18 22:03:10.347486+02
1,21294,1,2013-09-18 22:03:10.347486+02
1,21581,1,2013-09-18 22:03:10.347486+02
1,21582,1,2013-09-18 22:03:10.347486+02
1,21803,1,2013-09-18 22:03:10.347486+02
1,21804,1,2013-09-18 22:03:10.347486+02
1,21863,1,2013-09-18 22:03:10.347486+02
1,22043,1,2013-09-18 22:03:10.347486+02
1,22049,1,2013-09-18 22:03:10.347486+02
1,22115,1,2013-09-18 22:03:10.347486+02
1,22417,1,2013-09-18 22:03:10.347486+02
1,22980,1,2013-09-18 22:03:10.347486+02
1,22988,1,2013-09-18 22:03:10.347486+02
1,23006,1,2013-09-18 22:03:10.347486+02
1,24629,1,2013-09-18 22:03:10.347486+02
1,24879,2,2013-09-18 22:03:10.347486+02
1,24916,1,2013-09-18 22:03:10.347486+02
1,25084,1,2013-09-18 22:03:10.347486+02
1,25183,1,2013-09-18 22:03:10.347486+02
1,25310,1,2013-09-18 22:03:10.347486+02
1,25319,1,2013-09-18 22:03:10.347486+02
1,25354,1,2013-09-18 22:03:10.347486+02
1,25515,1,2013-09-18 22:03:10.347486+02
1,26163,1,2013-09-18 22:03:10.347486+02
1,26303,1,2013-09-18 22:03:10.347486+02
1,26364,1,2013-09-18 22:03:10.347486+02
1,26517,1,2013-09-18 22:03:10.347486+02
1,26541,1,2013-09-18 22:03:10.347486+02
1,26701,1,2013-09-18 22:03:10.347486+02
1,26817,1,2013-09-18 22:03:10.347486+02
1,26952,1,2013-09-18 22:03:10.347486+02
1,26979,1,2013-09-18 22:03:10.347486+02
1,27040,2,2013-09-18 22:03:10.347486+02
1,27124,1,2013-09-18 22:03:10.347486+02
1,27555,1,2013-09-18 22:03:10.347486+02
1,27719,1,2013-09-18 22:03:10.347486+02
1,27790,1,2013-09-18 22:03:10.347486+02
1,28180,1,2013-09-18 22:03:10.347486+02
1,28196,1,2013-09-18 22:03:10.347486+02
1,28239,1,2013-09-18 22:03:10.347486+02
1,28541,1,2013-09-18 22:03:10.347486+02
1,29010,1,2013-09-18 22:03:10.347486+02
1,29105,1,2013-09-18 22:03:10.347486+02
1,29564,1,2013-09-18 22:03:10.347486+02
1,29622,1,2013-09-18 22:03:10.347486+02
1,30743,1,2013-09-18 22:03:10.347486+02
1,30882,1,2013-09-18 22:03:10.347486+02
1,31237,1,2013-09-18 22:03:10.347486+02
1,31238,1,2013-09-18 22:03:10.347486+02
1,31239,1,2013-09-18 22:03:10.347486+02
1,31240,1,2013-09-18 22:03:10.347486+02
1,31241,1,2013-09-18 22:03:10.347486+02
1,31283,1,2013-09-18 22:03:10.347486+02
1,31307,1,2013-09-18 22:03:10.347486+02
1,31417,1,2013-09-18 22:03:10.347486+02
1,32165,1,2013-09-18 22:03:10.347486+02
1,32813,1,2013-09-18 22:03:10.347486+02
1,32977,1,2013-09-18 22:03:10.347486+02
1,33633,1,2013-09-18 22:03:10.347486+02
1,33801,1,2013-09-18 22:03:10.347486+02
1,34199,1,2013-09-18 22:03:10.347486+02
1,34625,1,2013-09-18 22:03:10.347486+02
1,34659,1,2013-09-18 22:03:10.347486+02
1,34674,1,2013-09-18 22:03:10.347486+02
1,34768,1,2013-09-18 22:03:10.347486+02
1,35578,1,2013-09-18 22:03:10.347486+02
1,35826,1,2013-09-18 22:03:10.347486+02
1,35891,1,2013-09-18 22:03:10.347486+02
1,36469,1,2013-09-18 22:03:10.347486+02
1,36836,1,2013-09-18 22:03:10.347486+02
1,38356,1,2013-09-18 22:03:10.347486+02
1,38646,1,2013-09-18 22:03:10.347486+02
1,38723,1,2013-09-18 22:03:10.347486+02
1,38930,1,2013-09-18 22:03:10.347486+02
1,39322,1,2013-09-18 22:03:10.347486+02
1,39524,1,2013-09-18 22:03:10.347486+02
1,40902,1,2013-09-18 22:03:10.347486+02
1,41170,1,2013-09-18 22:03:10.347486+02
1,41275,1,2013-09-18 22:03:10.347486+02
1,49418,1,2013-09-18 22:03:10.347486+02
1,50548,1,2013-09-18 22:03:10.347486+02
1,53977,1,2013-09-18 22:03:10.347486+02
1,53978,1,2013-09-18 22:03:10.347486+02
1,53979,1,2013-09-18 22:03:10.347486+02
1,57433,1,2013-09-18 22:03:10.347486+02
1,59048,1,2013-09-18 22:03:10.347486+02
1,61261,1,2013-09-18 22:03:10.347486+02
438599,4662,1,2011-05-16 16:57:06.530063+02
146720,20,1,2011-05-16 16:57:06.530063+02
146720,111,1,2011-05-16 16:57:06.530063+02
146720,273,1,2011-05-16 16:57:06.530063+02
146720,748,1,2011-05-16 16:57:06.530063+02
146720,1244,1,2011-05-16 16:57:06.530063+02
146720,4662,1,2011-05-16 16:57:06.530063+02
146720,5221,1,2011-05-16 16:57:06.530063+02
9235,7,1,2011-05-16 16:57:06.530063+02
9235,88,2,2011-05-16 16:57:06.530063+02
9235,165,1,2011-05-16 16:57:06.530063+02
9235,276,1,2011-05-16 16:57:06.530063+02
9235,1173,1,2011-05-16 16:57:06.530063+02
9235,1885,1,2011-05-16 16:57:06.530063+02
9235,2335,1,2013-06-06 06:19:37.189268+02
2017,4663,1,2011-05-16 16:57:06.530063+02
44563,15,2,2012-08-10 20:53:08.923955+02
44563,359,1,2012-07-23 20:10:07.203418+02
44563,1371,1,2012-07-23 20:10:07.203418+02
38831,223,1,2011-05-16 16:57:06.530063+02
37472,15,1,2013-04-19 21:02:16.80119+02
37472,670,2,2013-04-19 21:02:16.80119+02
1587,7,1,2011-05-16 16:57:06.530063+02
1587,29,1,2012-08-10 07:59:50.775588+02
1587,37,1,2011-05-16 16:57:06.530063+02
1587,41,1,2011-05-16 16:57:06.530063+02
1587,43,3,2012-08-10 07:59:50.775588+02
1587,92,1,2011-05-16 16:57:06.530063+02
1587,171,3,2011-05-16 16:57:06.530063+02
1587,237,1,2011-05-16 16:57:06.530063+02
1587,270,1,2011-05-16 16:57:06.530063+02
1587,271,3,2012-08-10 07:59:50.775588+02
1587,712,1,2011-05-16 16:57:06.530063+02
1587,716,1,2011-05-16 16:57:06.530063+02
1587,730,1,2012-12-26 19:04:29.71798+01
1587,987,1,2011-05-16 16:57:06.530063+02
1587,1391,1,2011-05-16 16:57:06.530063+02
1587,4663,1,2011-05-16 16:57:06.530063+02
1587,48154,1,2012-07-13 23:54:58.02333+02
1587,56340,1,2013-03-02 22:39:49.042874+01
1587,61051,1,2013-09-06 19:33:07.403684+02
446,7,2,2011-05-16 16:57:06.530063+02
446,20,4,2012-08-07 16:49:46.23104+02
446,111,3,2011-05-16 16:57:06.530063+02
446,273,1,2011-05-16 16:57:06.530063+02
446,339,4,2012-08-07 16:49:46.23104+02
446,748,1,2011-05-16 16:57:06.530063+02
446,1052,1,2011-05-16 16:57:06.530063+02
446,1159,2,2011-05-16 16:57:06.530063+02
446,4487,1,2011-05-16 16:57:06.530063+02
446,4662,1,2011-05-16 16:57:06.530063+02
446,44749,1,2012-03-04 02:54:09.365319+01
2327,15,9,2013-03-19 16:00:19.09962+01
2327,69,4,2013-03-19 16:00:19.09962+01
2327,670,5,2013-03-19 16:00:19.09962+01
2327,827,1,2013-03-19 16:00:19.09962+01
2327,1027,5,2013-03-19 16:00:19.09962+01
2327,1371,1,2013-03-19 16:00:19.09962+01
2327,1600,1,2013-03-19 16:00:19.09962+01
2327,7384,1,2013-03-19 16:00:19.09962+01
2327,21857,1,2013-03-19 16:00:19.09962+01
2327,39398,1,2013-03-19 16:00:19.09962+01
2327,43597,1,2013-03-19 16:00:19.09962+01
2327,50747,1,2013-03-19 16:00:19.09962+01
2327,54045,1,2013-03-19 16:00:19.09962+01
1120,7,1,2011-05-16 16:57:06.530063+02
1120,43,1,2012-08-11 20:31:15.096465+02
1120,188,1,2011-05-16 16:57:06.530063+02
1120,271,1,2011-05-16 16:57:06.530063+02
1120,562,1,2011-05-16 16:57:06.530063+02
1120,1104,1,2012-08-11 20:31:15.096465+02
570716,92,1,2011-05-16 16:57:06.530063+02
570716,271,1,2011-05-16 16:57:06.530063+02
570716,911,1,2011-05-16 16:57:06.530063+02
570716,1326,1,2011-05-16 16:57:06.530063+02
9973,4662,1,2012-11-27 12:39:44.97712+01
1111,7,1,2011-05-16 16:57:06.530063+02
1111,20,3,2012-10-07 19:30:03.653792+02
1111,41,1,2011-05-16 16:57:06.530063+02
1111,61,1,2011-05-16 16:57:06.530063+02
1111,92,1,2011-05-16 16:57:06.530063+02
1111,111,1,2011-05-16 16:57:06.530063+02
1111,175,3,2012-10-07 19:30:03.653792+02
1111,273,1,2011-05-16 16:57:06.530063+02
1111,1072,1,2011-05-16 16:57:06.530063+02
1111,21284,1,2011-05-16 16:57:06.530063+02
1434,197,1,2012-08-07 16:42:43.912201+02
1434,4662,1,2011-05-16 16:57:06.530063+02
2735,7,1,2011-05-16 16:57:06.530063+02
2735,111,1,2011-05-16 16:57:06.530063+02
2735,271,1,2011-05-16 16:57:06.530063+02
2735,712,2,2012-08-10 10:07:25.204253+02
2735,720,1,2012-08-10 10:07:25.204253+02
2735,1881,1,2011-05-16 16:57:06.530063+02
2735,4663,1,2011-05-16 16:57:06.530063+02
1965,7,2,2013-01-29 20:17:23.468116+01
1965,20,3,2012-10-04 21:32:51.316055+02
1965,171,2,2011-05-16 16:57:06.530063+02
1965,237,1,2011-05-16 16:57:06.530063+02
1965,280,1,2011-05-16 16:57:06.530063+02
1965,284,2,2013-01-26 18:41:08.536805+01
1965,4662,1,2011-05-16 16:57:06.530063+02
1965,41014,1,2012-08-11 07:12:44.435633+02
24245,15,1,2011-10-09 19:00:47.052508+02
24245,208,2,2011-10-09 19:00:47.052508+02
24245,359,1,2011-10-09 19:00:47.052508+02
24245,480,1,2011-10-09 19:00:47.052508+02
24245,670,1,2011-10-09 19:00:47.052508+02
24245,1027,1,2011-10-09 19:00:47.052508+02
24245,1600,1,2011-10-09 19:00:47.052508+02
69475,69,1,2011-05-16 16:57:06.530063+02
