store_id,manager_staff_id,address_id,address,address2,district,city_id,postal_code,phone
2,2,52,909 Garland Manor,,Tatarstan,367,69367,705800322606
1,1,53,725 Isesaki Place,,Mekka,237,74428,876295323994
2,2,53,725 Isesaki Place,,Mekka,237,74428,876295323994
1,1,54,115 Hidalgo Parkway,,Khartum,379,80168,307703950263
2,2,54,115 Hidalgo Parkway,,Khartum,379,80168,307703950263
1,1,55,1135 Izumisano Parkway,,California,171,48150,171822533480
2,2,55,1135 Izumisano Parkway,,California,171,48150,171822533480
1,1,56,939 Probolinggo Loop,,Galicia,1,4166,680428310138
2,2,56,939 Probolinggo Loop,,Galicia,1,4166,680428310138
1,1,57,17 Kabul Boulevard,,Chiba,355,38594,697760867968
2,2,57,17 Kabul Boulevard,,Chiba,355,38594,697760867968
1,1,58,1964 Allappuzha (Alleppey) Street,,Yamaguchi,227,48980,920811325222
2,2,58,1964 Allappuzha (Alleppey) Street,,Yamaguchi,227,48980,920811325222
1,1,59,1697 Kowloon and New Kowloon Loop,,Moskova,49,57807,499352017190
2,2,59,1697 Kowloon and New Kowloon Loop,,Moskova,49,57807,499352017190
1,1,60,1668 Saint Louis Place,,Tahiti,397,39072,347487831378
2,2,60,1668 Saint Louis Place,,Tahiti,397,39072,347487831378
1,1,61,943 Tokat Street,,Vaduz,560,45428,889318963672
2,2,61,943 Tokat Street,,Vaduz,560,45428,889318963672
1,1,62,1114 Liepaja Street,,Sarawak,282,69226,212869228936
2,2,62,1114 Liepaja Street,,Sarawak,282,69226,212869228936
1,1,63,1213 Ranchi Parkway,,Karnataka,350,94352,800024380485
2,2,63,1213 Ranchi Parkway,,Karnataka,350,94352,800024380485
1,1,64,81 Hodeida Way,,Rajasthan,231,55561,250767749542
2,2,64,81 Hodeida Way,,Rajasthan,231,55561,250767749542
1,1,65,915 Ponce Place,,Basel-Stadt,56,83980,1395251317
2,2,65,915 Ponce Place,,Basel-Stadt,56,83980,1395251317
1,1,66,1717 Guadalajara Lane,,Missouri,441,85505,914090181665
2,2,66,1717 Guadalajara Lane,,Missouri,441,85505,914090181665
1,1,67,1214 Hanoi Way,,Nebraska,306,67055,491001136577
2,2,67,1214 Hanoi Way,,Nebraska,306,67055,491001136577
1,1,68,1966 Amroha Avenue,,Sichuan,139,70385,333489324603
2,2,68,1966 Amroha Avenue,,Sichuan,139,70385,333489324603
1,1,69,698 Otsu Street,,Cayenne,105,71110,409983924481
2,2,69,698 Otsu Street,,Cayenne,105,71110,409983924481
1,1,70,1150 Kimchon Manor,,Skne ln,321,96109,663449333709
2,2,70,1150 Kimchon Manor,,Skne ln,321,96109,663449333709
1,1,71,1586 Guaruj Place,,Hunan,579,5135,947233365992
2,2,71,1586 Guaruj Place,,Hunan,579,5135,947233365992
1,1,72,57 Arlington Manor,,Madhya Pradesh,475,48960,990214419142
2,2,72,57 Arlington Manor,,Madhya Pradesh,475,48960,990214419142
1,1,73,1031 Daugavpils Parkway,,Bchar,63,59025,107137400143
2,2,73,1031 Daugavpils Parkway,,Bchar,63,59025,107137400143
1,1,74,1124 Buenaventura Drive,,Mekka,13,6856,407733804223
2,2,74,1124 Buenaventura Drive,,Mekka,13,6856,407733804223
1,1,75,492 Cam Ranh Street,,Eastern Visayas,61,50805,565018274456
2,2,75,492 Cam Ranh Street,,Eastern Visayas,61,50805,565018274456
1,1,76,89 Allappuzha (Alleppey) Manor,,National Capital Reg,517,75444,255800440636
2,2,76,89 Allappuzha (Alleppey) Manor,,National Capital Reg,517,75444,255800440636
1,1,77,1947 Poos de Caldas Boulevard,,Chiayi,114,60951,427454485876
2,2,77,1947 Poos de Caldas Boulevard,,Chiayi,114,60951,427454485876
1,1,78,1206 Dos Quebradas Place,,So Paulo,431,20207,241832790687
2,2,78,1206 Dos Quebradas Place,,So Paulo,431,20207,241832790687
1,1,79,1551 Rampur Lane,,Changhwa,108,72394,251164340471
2,2,79,1551 Rampur Lane,,Changhwa,108,72394,251164340471
1,1,80,602 Paarl Street,,Pavlodar,402,98889,896314772871
2,2,80,602 Paarl Street,,Pavlodar,402,98889,896314772871
1,1,81,1692 Ede Loop,,So Paulo,30,9223,918711376618
2,2,81,1692 Ede Loop,,So Paulo,30,9223,918711376618
1,1,82,936 Salzburg Lane,,Uttar Pradesh,425,96709,875756771675
2,2,82,936 Salzburg Lane,,Uttar Pradesh,425,96709,875756771675
1,1,83,586 Tete Way,,Kanagawa,256,1079,18581624103
2,2,83,586 Tete Way,,Kanagawa,256,1079,18581624103
1,1,84,1888 Kabul Drive,,Oyo & Osun,217,20936,701457319790
2,2,84,1888 Kabul Drive,,Oyo & Osun,217,20936,701457319790
1,1,85,320 Baiyin Parkway,,Mahajanga,319,37307,223664661973
2,2,85,320 Baiyin Parkway,,Mahajanga,319,37307,223664661973
1,1,86,927 Baha Blanca Parkway,,Krim,479,9495,821972242086
2,2,86,927 Baha Blanca Parkway,,Krim,479,9495,821972242086
1,1,87,929 Tallahassee Loop,,Gauteng,497,74671,800716535041
2,2,87,929 Tallahassee Loop,,Gauteng,497,74671,800716535041
1,1,88,125 Citt del Vaticano Boulevard,,Puebla,40,67912,48417642933
2,2,88,125 Citt del Vaticano Boulevard,,Puebla,40,67912,48417642933
1,1,89,1557 Ktahya Boulevard,,England,88,88002,720998247660
2,2,89,1557 Ktahya Boulevard,,England,88,88002,720998247660
1,1,90,870 Ashqelon Loop,,Songkhla,489,84931,135117278909
2,2,90,870 Ashqelon Loop,,Songkhla,489,84931,135117278909
1,1,91,1740 Portoviejo Avenue,,Sucre,480,29932,198123170793
2,2,91,1740 Portoviejo Avenue,,Sucre,480,29932,198123170793
1,1,92,1942 Ciparay Parkway,,Cheju,113,82624,978987363654
2,2,92,1942 Ciparay Parkway,,Cheju,113,82624,978987363654
1,1,93,1926 El Alto Avenue,,Buenos Aires,289,75543,846225459260
2,2,93,1926 El Alto Avenue,,Buenos Aires,289,75543,846225459260
1,1,94,1952 Chatsworth Drive,,Guangdong,332,25958,991562402283
2,2,94,1952 Chatsworth Drive,,Guangdong,332,25958,991562402283
1,1,95,1370 Le Mans Avenue,,Brunei and Muara,53,52163,345679835036
2,2,95,1370 Le Mans Avenue,,Brunei and Muara,53,52163,345679835036
1,1,96,984 Effon-Alaiye Avenue,,Gois,183,17119,132986892228
2,2,96,984 Effon-Alaiye Avenue,,Gois,183,17119,132986892228
1,1,97,832 Nakhon Sawan Manor,,Inner Mongolia,592,49021,275595571388
2,2,97,832 Nakhon Sawan Manor,,Inner Mongolia,592,49021,275595571388
1,1,98,152 Kitwe Parkway,,Caraga,82,53182,835433605312
2,2,98,152 Kitwe Parkway,,Caraga,82,53182,835433605312
1,1,99,1697 Tanauan Lane,,Punjab,399,22870,4764773857
2,2,99,1697 Tanauan Lane,,Punjab,399,22870,4764773857
1,1,100,1308 Arecibo Way,,Georgia,41,30695,6171054059
2,2,100,1308 Arecibo Way,,Georgia,41,30695,6171054059
1,1,101,1599 Plock Drive,,Tete,534,71986,817248913162
2,2,101,1599 Plock Drive,,Tete,534,71986,817248913162
1,1,102,669 Firozabad Loop,,Abu Dhabi,12,92265,412903167998
2,2,102,669 Firozabad Loop,,Abu Dhabi,12,92265,412903167998
1,1,103,588 Vila Velha Manor,,Kyongsangbuk,268,51540,333339908719
2,2,103,588 Vila Velha Manor,,Kyongsangbuk,268,51540,333339908719
1,1,104,1913 Kamakura Place,,Lipetsk,238,97287,942570536750
2,2,104,1913 Kamakura Place,,Lipetsk,238,97287,942570536750
1,1,105,733 Mandaluyong Place,,Asir,2,77459,196568435814
2,2,105,733 Mandaluyong Place,,Asir,2,77459,196568435814
1,1,106,659 Vaduz Drive,,Ha Darom,34,49708,709935135487
2,2,106,659 Vaduz Drive,,Ha Darom,34,49708,709935135487
1,1,107,1177 Jelets Way,,Kwara & Kogi,220,3305,484292626944
2,2,107,1177 Jelets Way,,Kwara & Kogi,220,3305,484292626944
1,1,108,1386 Yangor Avenue,,Provence-Alpes-Cte,543,80720,449216226468
2,2,108,1386 Yangor Avenue,,Provence-Alpes-Cte,543,80720,449216226468
1,1,109,454 Nakhon Sawan Boulevard,,Funafuti,173,76383,963887147572
2,2,109,454 Nakhon Sawan Boulevard,,Funafuti,173,76383,963887147572
1,1,110,1867 San Juan Bautista Tuxtepec Avenue,,Ivanovo,225,78311,547003310357
2,2,110,1867 San Juan Bautista Tuxtepec Avenue,,Ivanovo,225,78311,547003310357
1,1,111,1532 Dzerzinsk Way,,Buenos Aires,334,9599,330838016880
2,2,111,1532 Dzerzinsk Way,,Buenos Aires,334,9599,330838016880
1,1,112,1002 Ahmadnagar Manor,,Mxico,213,93026,371490777743
2,2,112,1002 Ahmadnagar Manor,,Mxico,213,93026,371490777743
1,1,113,682 Junan Way,,North West,273,30418,622255216127
2,2,113,682 Junan Way,,North West,273,30418,622255216127
1,1,114,804 Elista Drive,,Hubei,159,61069,379804592943
2,2,114,804 Elista Drive,,Hubei,159,61069,379804592943
1,1,115,1378 Alvorada Avenue,,Distrito Federal,102,75834,272234298332
2,2,115,1378 Alvorada Avenue,,Distrito Federal,102,75834,272234298332
1,1,116,793 Cam Ranh Avenue,,California,292,87057,824370924746
2,2,116,793 Cam Ranh Avenue,,California,292,87057,824370924746
1,1,117,1079 Tel Aviv-Jaffa Boulevard,,Sucre,132,10885,358178933857
2,2,117,1079 Tel Aviv-Jaffa Boulevard,,Sucre,132,10885,358178933857
1,1,118,442 Rae Bareli Place,,Nordrhein-Westfalen,148,24321,886636413768
2,2,118,442 Rae Bareli Place,,Nordrhein-Westfalen,148,24321,886636413768
1,1,119,1107 Nakhon Sawan Avenue,,Mxico,365,75149,867546627903
2,2,119,1107 Nakhon Sawan Avenue,,Mxico,365,75149,867546627903
1,1,120,544 Malm Parkway,,Central Java,403,63502,386759646229
2,2,120,544 Malm Parkway,,Central Java,403,63502,386759646229
1,1,121,1967 Sincelejo Place,,Gujarat,176,73644,577812616052
2,2,121,1967 Sincelejo Place,,Gujarat,176,73644,577812616052
1,1,122,333 Goinia Way,,Texas,185,78625,909029256431
2,2,122,333 Goinia Way,,Texas,185,78625,909029256431
1,1,123,1987 Coacalco de Berriozbal Loop,,al-Qalyubiya,476,96065,787654415858
2,2,123,1987 Coacalco de Berriozbal Loop,,al-Qalyubiya,476,96065,787654415858
1,1,124,241 Mosul Lane,,Risaralda,147,76157,765345144779
2,2,124,241 Mosul Lane,,Risaralda,147,76157,765345144779
1,1,125,211 Chiayi Drive,,Uttar Pradesh,164,58186,665993880048
2,2,125,211 Chiayi Drive,,Uttar Pradesh,164,58186,665993880048
1,1,126,1175 Tanauan Way,,Lima,305,64615,937222955822
2,2,126,1175 Tanauan Way,,Lima,305,64615,937222955822
1,1,127,117 Boa Vista Way,,Uttar Pradesh,566,6804,677976133614
2,2,127,117 Boa Vista Way,,Uttar Pradesh,566,6804,677976133614
1,1,128,848 Tafuna Manor,,Ktahya,281,45142,614935229095
2,2,128,848 Tafuna Manor,,Ktahya,281,45142,614935229095
1,1,129,569 Baicheng Lane,,Gauteng,85,60304,490211944645
2,2,129,569 Baicheng Lane,,Gauteng,85,60304,490211944645
1,1,130,1666 Qomsheh Drive,,So Paulo,410,66255,582835362905
2,2,130,1666 Qomsheh Drive,,So Paulo,410,66255,582835362905
1,1,131,801 Hagonoy Drive,,Smolensk,484,8439,237426099212
2,2,131,801 Hagonoy Drive,,Smolensk,484,8439,237426099212
1,1,132,1050 Garden Grove Avenue,,Slaskie,236,4999,973047364353
2,2,132,1050 Garden Grove Avenue,,Slaskie,236,4999,973047364353
1,1,133,1854 Tieli Street,,Shandong,302,15819,509492324775
2,2,133,1854 Tieli Street,,Shandong,302,15819,509492324775
1,1,134,758 Junan Lane,,Gois,190,82639,935448624185
2,2,134,758 Junan Lane,,Gois,190,82639,935448624185
1,1,135,1752 So Leopoldo Parkway,,Taka-Karpatia,345,14014,252265130067
2,2,135,1752 So Leopoldo Parkway,,Taka-Karpatia,345,14014,252265130067
1,1,136,898 Belm Manor,,Free State,87,49757,707169393853
2,2,136,898 Belm Manor,,Free State,87,49757,707169393853
1,1,137,261 Saint Louis Way,,Coahuila de Zaragoza,541,83401,321944036800
2,2,137,261 Saint Louis Way,,Coahuila de Zaragoza,541,83401,321944036800
1,1,138,765 Southampton Drive,,al-Qalyubiya,421,4285,23712411567
2,2,138,765 Southampton Drive,,al-Qalyubiya,421,4285,23712411567
1,1,139,943 Johannesburg Avenue,,Maharashtra,417,5892,90921003005
2,2,139,943 Johannesburg Avenue,,Maharashtra,417,5892,90921003005
1,1,140,788 Atinsk Street,,Karnataka,211,81691,146497509724
2,2,140,788 Atinsk Street,,Karnataka,211,81691,146497509724
1,1,141,1749 Daxian Place,,Gelderland,29,11044,963369996279
2,2,141,1749 Daxian Place,,Gelderland,29,11044,963369996279
1,1,142,1587 Sullana Lane,,Inner Mongolia,207,85769,468060467018
2,2,142,1587 Sullana Lane,,Inner Mongolia,207,85769,468060467018
1,1,143,1029 Dzerzinsk Manor,,Ynlin,542,57519,33173584456
2,2,143,1029 Dzerzinsk Manor,,Ynlin,542,57519,33173584456
1,1,144,1666 Beni-Mellal Place,,Tennessee,123,13377,9099941466
2,2,144,1666 Beni-Mellal Place,,Tennessee,123,13377,9099941466
1,1,145,928 Jaffna Loop,,Hiroshima,172,93762,581852137991
2,2,145,928 Jaffna Loop,,Hiroshima,172,93762,581852137991
1,1,146,483 Ljubertsy Parkway,,Scotland,149,60562,581174211853
2,2,146,483 Ljubertsy Parkway,,Scotland,149,60562,581174211853
1,1,147,374 Bat Yam Boulevard,,Kilis,266,97700,923261616249
2,2,147,374 Bat Yam Boulevard,,Kilis,266,97700,923261616249
1,1,148,1027 Songkhla Manor,,Minsk,340,30861,563660187896
2,2,148,1027 Songkhla Manor,,Minsk,340,30861,563660187896
1,1,149,999 Sanaa Loop,,Gauteng,491,3439,918032330119
2,2,149,999 Sanaa Loop,,Gauteng,491,3439,918032330119
1,1,150,879 Newcastle Way,,Michigan,499,90732,206841104594
2,2,150,879 Newcastle Way,,Michigan,499,90732,206841104594
1,1,151,1337 Lincoln Parkway,,Saitama,555,99457,597815221267
2,2,151,1337 Lincoln Parkway,,Saitama,555,99457,597815221267
1,1,152,1952 Pune Lane,,Saint-Denis,442,92150,354615066969
2,2,152,1952 Pune Lane,,Saint-Denis,442,92150,354615066969
1,1,153,782 Mosul Street,,Massachusetts,94,25545,885899703621
2,2,153,782 Mosul Street,,Massachusetts,94,25545,885899703621
1,1,154,781 Shimonoseki Drive,,Michoacn de Ocampo,202,95444,632316273199
2,2,154,781 Shimonoseki Drive,,Michoacn de Ocampo,202,95444,632316273199
1,1,155,1560 Jelets Boulevard,,Shandong,291,77777,189446090264
2,2,155,1560 Jelets Boulevard,,Shandong,291,77777,189446090264
1,1,156,1963 Moscow Place,,Assam,354,64863,761379480249
2,2,156,1963 Moscow Place,,Assam,354,64863,761379480249
1,1,157,456 Escobar Way,,Jakarta Raya,232,36061,719202533520
2,2,157,456 Escobar Way,,Jakarta Raya,232,36061,719202533520
1,1,158,798 Cianjur Avenue,,Shanxi,590,76990,499408708580
2,2,158,798 Cianjur Avenue,,Shanxi,590,76990,499408708580
1,1,159,185 Novi Sad Place,,Bern,72,41778,904253967161
2,2,159,185 Novi Sad Place,,Bern,72,41778,904253967161
1,1,160,1367 Yantai Manor,,Ondo & Ekiti,381,21294,889538496300
2,2,160,1367 Yantai Manor,,Ondo & Ekiti,381,21294,889538496300
1,1,161,1386 Nakhon Sawan Boulevard,,Pyongyang-si,420,53502,368899174225
2,2,161,1386 Nakhon Sawan Boulevard,,Pyongyang-si,420,53502,368899174225
1,1,162,369 Papeete Way,,North Carolina,187,66639,170117068815
2,2,162,369 Papeete Way,,North Carolina,187,66639,170117068815
1,1,163,1440 Compton Place,,North Austria,307,81037,931059836497
2,2,163,1440 Compton Place,,North Austria,307,81037,931059836497
1,1,164,1623 Baha Blanca Manor,,Moskova,310,81511,149981248346
2,2,164,1623 Baha Blanca Manor,,Moskova,310,81511,149981248346
1,1,165,97 Shimoga Avenue,,Tel Aviv,533,44660,177167004331
2,2,165,97 Shimoga Avenue,,Tel Aviv,533,44660,177167004331
1,1,166,1740 Le Mans Loop,,Pays de la Loire,297,22853,168476538960
2,2,166,1740 Le Mans Loop,,Pays de la Loire,297,22853,168476538960
1,1,167,1287 Xiangfan Boulevard,,Gifu,253,57844,819416131190
2,2,167,1287 Xiangfan Boulevard,,Gifu,253,57844,819416131190
1,1,168,842 Salzburg Lane,,Adana,529,3313,697151428760
2,2,168,842 Salzburg Lane,,Adana,529,3313,697151428760
1,1,169,154 Tallahassee Loop,,Xinxiang,199,62250,935508855935
2,2,169,154 Tallahassee Loop,,Xinxiang,199,62250,935508855935
1,1,170,710 San Felipe del Progreso Avenue,,Lilongwe,304,76901,843801144113
2,2,170,710 San Felipe del Progreso Avenue,,Lilongwe,304,76901,843801144113
1,1,171,1540 Wroclaw Drive,,Maharashtra,107,62686,182363341674
2,2,171,1540 Wroclaw Drive,,Maharashtra,107,62686,182363341674
1,1,172,475 Atinsk Way,,Gansu,240,59571,201705577290
2,2,172,475 Atinsk Way,,Gansu,240,59571,201705577290
1,1,173,1294 Firozabad Drive,,Jiangxi,407,70618,161801569569
2,2,173,1294 Firozabad Drive,,Jiangxi,407,70618,161801569569
1,1,174,1877 Ezhou Lane,,Rajasthan,550,63337,264541743403
2,2,174,1877 Ezhou Lane,,Rajasthan,550,63337,264541743403
1,1,175,316 Uruapan Street,,Perak,223,58194,275788967899
2,2,175,316 Uruapan Street,,Perak,223,58194,275788967899
1,1,176,29 Pyongyang Loop,,Batman,58,47753,734780743462
2,2,176,29 Pyongyang Loop,,Batman,58,47753,734780743462
1,1,177,1010 Klerksdorp Way,,Steiermark,186,6802,493008546874
2,2,177,1010 Klerksdorp Way,,Steiermark,186,6802,493008546874
1,1,178,1848 Salala Boulevard,,Miranda,373,25220,48265851133
2,2,178,1848 Salala Boulevard,,Miranda,373,25220,48265851133
1,1,179,431 Xiangtan Avenue,,Kerala,18,4854,230250973122
2,2,179,431 Xiangtan Avenue,,Kerala,18,4854,230250973122
1,1,180,757 Rustenburg Avenue,,Skikda,483,89668,506134035434
2,2,180,757 Rustenburg Avenue,,Skikda,483,89668,506134035434
1,1,181,146 Johannesburg Way,,Tamaulipas,330,54132,953689007081
2,2,181,146 Johannesburg Way,,Tamaulipas,330,54132,953689007081
1,1,182,1891 Rizhao Boulevard,,So Paulo,456,47288,391065549876
2,2,182,1891 Rizhao Boulevard,,So Paulo,456,47288,391065549876
1,1,183,1089 Iwatsuki Avenue,,Kirov,270,35109,866092335135
2,2,183,1089 Iwatsuki Avenue,,Kirov,270,35109,866092335135
1,1,184,1410 Benin City Parkway,,Risaralda,405,29747,104150372603
2,2,184,1410 Benin City Parkway,,Risaralda,405,29747,104150372603
1,1,185,682 Garden Grove Place,,Tennessee,333,67497,72136330362
2,2,185,682 Garden Grove Place,,Tennessee,333,67497,72136330362
1,1,186,533 al-Ayn Boulevard,,California,126,8862,662227486184
2,2,186,533 al-Ayn Boulevard,,California,126,8862,662227486184
1,1,187,1839 Szkesfehrvr Parkway,,Gois,317,55709,947468818183
2,2,187,1839 Szkesfehrvr Parkway,,Gois,317,55709,947468818183
1,1,188,741 Ambattur Manor,,Noord-Brabant,438,43310,302590383819
2,2,188,741 Ambattur Manor,,Noord-Brabant,438,43310,302590383819
1,1,189,927 Barcelona Street,,Chaharmahal va Bakht,467,65121,951486492670
2,2,189,927 Barcelona Street,,Chaharmahal va Bakht,467,65121,951486492670
1,1,190,435 0 Way,,West Bengali,195,74750,760171523969
2,2,190,435 0 Way,,West Bengali,195,74750,760171523969
1,1,191,140 Chiayi Parkway,,Sumy,506,38982,855863906434
2,2,191,140 Chiayi Parkway,,Sumy,506,38982,855863906434
1,1,192,1166 Changhwa Street,,Caraga,62,58852,650752094490
2,2,192,1166 Changhwa Street,,Caraga,62,58852,650752094490
1,1,193,891 Novi Sad Manor,,Ontario,383,5379,247646995453
2,2,193,891 Novi Sad Manor,,Ontario,383,5379,247646995453
1,1,194,605 Rio Claro Parkway,,Tabora,513,49348,352469351088
2,2,194,605 Rio Claro Parkway,,Tabora,513,49348,352469351088
1,1,195,1077 San Felipe de Puerto Plata Place,,Rostov-na-Donu,369,65387,812824036424
2,2,195,1077 San Felipe de Puerto Plata Place,,Rostov-na-Donu,369,65387,812824036424
1,1,196,9 San Miguel de Tucumn Manor,,Uttar Pradesh,169,90845,956188728558
2,2,196,9 San Miguel de Tucumn Manor,,Uttar Pradesh,169,90845,956188728558
