artist_id,url
37606,http://catstevens.com/
37606,http://www.onamrecords.com/myartists.php?artist=Cat%20Stevens
40135,http://connyplank.com/
40135,http://www.myspace.com/ConnyPlank
40135,http://en.wikipedia.org/wiki/Conny_Plank
46506,http://www.thedivide.co.uk
46506,http://www.myspace.com/d1v1de
48432,http://www.isaachayes.com/
48432,http://www.rockhall.com/inductee/isaac-hayes
48432,http://en.wikipedia.org/wiki/Isaac_Hayes
50872,http://www.torturedsoulmusic.com
50872,http://www.myspace.com/torturedsoul
55439,http://www.1giantleap.tv
56677,http://www.myspace.com/ulalisofficialpage
56678,http://www.speechmusic.com/
56678,http://en.wikipedia.org/wiki/Speech_(rapper)
56680,http://www.eddireader.co.uk/
56680,http://en.wikipedia.org/wiki/Eddi_Reader
56838,http://www.6767.com
56838,http://en.wikipedia.org/wiki/Dave_Navarro
56851,http://www.myspace.com/sherreebrown
56851,http://www.sherreebrown.com
64774,http://www.daddykev.com/
64774,http://www.myspace.com/daddykev
64774,http://www.facebook.com/daddykev
64774,http://twitter.com/daddykev
64774,http://en.wikipedia.org/wiki/Daddy_Kev
64774,http://www.residentadvisor.net/dj/daddykev
64774,http://www.alphapuprecords.com/artistpage.php?ArtistID=31
66253,http://www.spandauballet.com/
66253,http://discogs.h17.ru/discographies/spandau_ballet.htm
66253,http://en.wikipedia.org/wiki/Spandau_Ballet
66817,http://www.demigodz.com/
66852,http://www.theprodigy.com
66852,http://www.myspace.com/theprodigy
66852,http://www.facebook.com/pages/The-Prodigy/18452288248
66852,http://www.youtube.com/prodigychannel
66852,http://www.flickr.com/photos/the-prodigy
66852,http://en.wikipedia.org/wiki/The_Prodigy
70735,http://www.ultravox.org.uk
70735,http://jage.jp/ultravox/disco/Discography_UV_All.html
70735,http://en.wikipedia.org/wiki/Ultravox
70735,http://discogs.h17.ru/discographies/ultravox_solo.htm
70735,http://www.discog.info/ultravox-discog2.html
72881,http://www.ultravox.org.uk/
72881,http://www.midgeure.com/
72881,http://www.discog.info/midge-ure.html
72881,http://en.wikipedia.org/wiki/Midge_Ure
73328,http://www.myspace.com/hollyvalance
73328,http://www.hollyvalance.com/
73538,http://www.chronoglide.com/organum.html
73538,http://www.esophagus.com/organum
82375,http://www.chronoglide.com/organum.html
82713,http://www.myspace.com/demigodz
82713,http://demigodzstore.bigcartel.com/
90037,http://www.myspace.com/pharrell
90037,http://twitter.com/pharrellnerd
92225,http://www.esoterichiphop.com/
96598,http://www.myspace.com/motive
124165,http://www.italianprog.com/a_banfi.htm
143799,http://www.louislogic.com
145257,http://www.dukeellington.com
145257,http://www.depanorama.net
145257,http://en.wikipedia.org/wiki/Duke_Ellington
145272,http://www.myspace.com/theericdolphysolowebsite
145272,http://www.outward-bound.de/
145272,http://adale.org/Discographies/EDIntro.HTML
145272,http://www.jazzdisco.org/eric-dolphy/
147064,http://web.mac.com/djtroysands63
158576,http://www.myspace.com/149672
163549,http://alek.szahala.com
167055,http://www.yuseflateef.com/
167055,http://www.myspace.com/yuseflateef
183701,http://www.boosted.com
191242,http://maddecent.com/
191242,http://www.bigdada.com/artist.php?id=107
191242,http://www.myspace.com/diplo
191242,http://twitter.com/diplo
191242,http://en.wikipedia.org/wiki/Diplo_(DJ)
194667,http://www.deejaybooking.com/farleyjackmasterfunk
194667,http://www.myspace.com/farleyjackmasterfunkcom
194667,http://twitter.com/FARLEYJMF
200776,http://www.charlesmccracken.com/welcome.html
200785,http://www.willlee.com/
200815,http://www.mingusmingusmingus.com
200815,http://en.wikipedia.org/wiki/Charles_Mingus
209415,http://www.jeanmicheljarre.com/
209415,http://www.myspace.com/jeanmicheljarre
209415,http://www.facebook.com/pages/Jean-Michel-Jarre/9760369095
209415,http://www.jarre.ch/Discography.htm
209415,http://twitter.com/JMJofficial
209415,http://aerojarre.blogspot.com/
209415,http://youtube.com/jeanmicheljarre
209415,http://www.fotopedia.com/albums/fad5258c-2100-4282-8369-2a51d936a666
209415,http://en.wikipedia.org/wiki/Jean-Michel_Jarre
210166,http://www.myspace.com/sandramelody
210518,http://www.zeenaparkins.com
210518,http://home.arcor.de/nyds-exp-discogs/parkins.htm
213079,http://www.myspace.com/openmicdemigodz
214761,http://www.tonymendez.com/
214761,http://www.myspace.com/djtonymendez
214762,http://www.myspace.com/morenojavier
217242,http://www.clarkterry.com/
225533,http://lacquerchannel.com/the-engineers/noah-mintz/
227461,http://www.michaelshrieve.com/
227461,http://www.myspace.com/michaelshrieve
230694,http://www.marcusbelgrave.net
230694,http://www.myspace.com/marcusbelgrave
244688,http://www.majikmost.com/
247726,http://www.billycurrie.com/
247726,http://www.ultravox.org.uk/
252197,http://www.perkinspalace.com/
253339,http://www.sammyfigueroa.com/
255243,http://www.oasismastering.com/
255280,http://www.hirambullock.com/
255280,http://en.wikipedia.org/wiki/Hiram_Bullock
258968,http://www.darryljenifer.com
258968,http://www.myspace.com/badbrains777
258968,http://en.wikipedia.org/wiki/Darryl_Jenifer
260056,http://www.studioexpresso.com/profiles/MarkLinett.htm
260577,http://www.myspace.com/philemonarthur
260718,http://en.wikipedia.org/wiki/Danny_Bank
260718,http://www.jazzbarisax.com/bank.php
274978,http://www.eddiebertjazz.com/
274979,http://www.rahannamusic.com
274979,http://en.wikipedia.org/wiki/Roland_Hanna
274979,http://de.wikipedia.org/wiki/Roland_Hanna
283844,http://www.mckuen.com/
283844,http://www.cmt.com/artists/az/mckuen_rod/artist.jhtml
300468,http://www.metropolis-group.co.uk
300765,http://www.paulwertico.com/
303769,http://www.douglashenderson.org
342896,http://www.ericavery.net/
342896,http://ericavery.blogspot.com/
343332,http://www.murphyslawnyc.com/
361222,http://www.facebook.com/jkriv
372549,http://www.slidehampton.com/
391275,http://en.wikipedia.org/wiki/Anita_Kerr
413568,http://www.wildsanctuary.com/
413568,http://insidewildsanctuary.blogspot.com/
413568,http://www.myspace.com/wildsanctuary
449216,http://en.wikipedia.org/wiki/Bob_Russell_(songwriter)
449772,http://www.laurencehobgood.com/
452309,http://www.jordana.org/
527635,http://www.ultravox.org.uk/
527635,http://sound.jp/rockwrok/index.html
533594,http://www.mikeweisser.de/
605772,http://en.wikipedia.org/wiki/Eleanor_Farjeon
662202,http://www.machomusic.es
669736,http://www.stuart-dunkel.com/shulman/bio.html
727416,http://www.myspace.com/easytracksnyc
727416,http://www.myspace.com/torturedsoul
727416,http://www.torturedsoulmusic.com
845581,http://en.wikipedia.org/wiki/Jagger/Richards
1069010,http://www.savilleparriswakefield.com/temp2008
1069010,http://www.cerysmaticfactory.info/peter_saville.html
1069010,http://www.btinternet.com/~comme6/saville
1069010,http://www.tosq.com/petersaville/disc/index.html
1243132,http://www.mearone.com
1845716,http://www.deborahfeingold.com/
