label_id,uri,type,height,width,uri150
1000,http://api.discogs.com/image/L-1000-1159478385.gif,secondary,532,532,http://api.discogs.com/image/L-150-1000-1159478385.gif
1000,http://api.discogs.com/image/L-1000-1175669367.gif,secondary,192,175,http://api.discogs.com/image/L-150-1000-1175669367.gif
1000,http://api.discogs.com/image/L-1000-1241590764.jpeg,secondary,94,200,http://api.discogs.com/image/L-150-1000-1241590764.jpeg
1060,http://api.discogs.com/image/L-1060-1333700932.png,primary,240,520,http://api.discogs.com/image/L-150-1060-1333700932.png
1060,http://api.discogs.com/image/L-1060-1333700468.png,secondary,127,460,http://api.discogs.com/image/L-150-1060-1333700468.png
1060,http://api.discogs.com/image/L-1060-1250648945.jpeg,secondary,600,441,http://api.discogs.com/image/L-150-1060-1250648945.jpeg
1060,http://api.discogs.com/image/L-1060-1250648859.png,secondary,196,247,http://api.discogs.com/image/L-150-1060-1250648859.png
1060,http://api.discogs.com/image/L-1060-001.gif,secondary,60,150,http://api.discogs.com/image/L-150-1060-001.gif
1060,http://api.discogs.com/image/L-1060-1235148173.jpeg,secondary,324,457,http://api.discogs.com/image/L-150-1060-1235148173.jpeg
1060,http://api.discogs.com/image/L-1060-1250648902.jpeg,secondary,189,415,http://api.discogs.com/image/L-150-1060-1250648902.jpeg
1060,http://api.discogs.com/image/L-1060-1284469777.jpeg,secondary,183,596,http://api.discogs.com/image/L-150-1060-1284469777.jpeg
1060,http://api.discogs.com/image/L-1060-1284469795.jpeg,secondary,331,600,http://api.discogs.com/image/L-150-1060-1284469795.jpeg
1060,http://api.discogs.com/image/L-1060-1292153783.jpeg,secondary,439,600,http://api.discogs.com/image/L-150-1060-1292153783.jpeg
1060,http://api.discogs.com/image/L-1060-1295030670.jpeg,secondary,352,600,http://api.discogs.com/image/L-150-1060-1295030670.jpeg
1060,http://api.discogs.com/image/L-1060-1315475521.jpeg,secondary,154,415,http://api.discogs.com/image/L-150-1060-1315475521.jpeg
1060,http://api.discogs.com/image/L-1060-1361325065-7005.jpeg,secondary,287,600,http://api.discogs.com/image/L-150-1060-1361325065-7005.jpeg
1103,http://api.discogs.com/image/L-1103-001.jpg,primary,166,296,http://api.discogs.com/image/L-150-1103-001.jpg
1103,http://api.discogs.com/image/L-1103-1241459582.png,secondary,93,325,http://api.discogs.com/image/L-150-1103-1241459582.png
1175,http://api.discogs.com/image/L-1175-1230994407.png,primary,80,242,http://api.discogs.com/image/L-150-1175-1230994407.png
1175,http://api.discogs.com/image/L-1175-1080964454.gif,secondary,50,193,http://api.discogs.com/image/L-150-1175-1080964454.gif
1412,http://api.discogs.com/image/L-1412-003.gif,secondary,111,246,http://api.discogs.com/image/L-150-1412-003.gif
1412,http://api.discogs.com/image/L-1412-004.jpg,secondary,100,130,http://api.discogs.com/image/L-150-1412-004.jpg
1412,http://api.discogs.com/image/L-1412-1196638848.jpeg,secondary,367,448,http://api.discogs.com/image/L-150-1412-1196638848.jpeg
1610,http://api.discogs.com/image/L-36385-1172307926.jpeg,primary,273,600,http://api.discogs.com/image/L-150-36385-1172307926.jpeg
1610,http://api.discogs.com/image/L-17811-1172432325.jpeg,secondary,265,600,http://api.discogs.com/image/L-150-17811-1172432325.jpeg
1610,http://api.discogs.com/image/L-17811-1161203343.jpeg,secondary,220,292,http://api.discogs.com/image/L-150-17811-1161203343.jpeg
1610,http://api.discogs.com/image/L-1610-1198011974.jpeg,secondary,245,400,http://api.discogs.com/image/L-150-1610-1198011974.jpeg
1610,http://api.discogs.com/image/L-1610-1307073912.jpeg,secondary,116,183,http://api.discogs.com/image/L-150-1610-1307073912.jpeg
1610,http://api.discogs.com/image/L-1610-1288898872.jpeg,secondary,287,600,http://api.discogs.com/image/L-150-1610-1288898872.jpeg
1610,http://api.discogs.com/image/L-1610-1292191109.jpeg,secondary,258,600,http://api.discogs.com/image/L-150-1610-1292191109.jpeg
1624,http://api.discogs.com/image/L-1624-1296765626.jpeg,primary,150,150,http://api.discogs.com/image/L-150-1624-1296765626.jpeg
1624,http://api.discogs.com/image/L-1624-1176046984.jpeg,secondary,325,325,http://api.discogs.com/image/L-150-1624-1176046984.jpeg
1624,http://api.discogs.com/image/L-1624-1341488466-7105.jpeg,secondary,330,330,http://api.discogs.com/image/L-150-1624-1341488466-7105.jpeg
1676,http://api.discogs.com/image/L-1676-1115488443.jpg,secondary,396,400,http://api.discogs.com/image/L-150-1676-1115488443.jpg
1717,http://api.discogs.com/image/L-1717-001.jpg,primary,339,263,http://api.discogs.com/image/L-150-1717-001.jpg
1832,http://api.discogs.com/image/L-1832-1277381830.jpeg,primary,208,208,http://api.discogs.com/image/L-150-1832-1277381830.jpeg
1832,http://api.discogs.com/image/L-1832-1095933491.jpg,secondary,61,80,http://api.discogs.com/image/L-150-1832-1095933491.jpg
1832,http://api.discogs.com/image/L-1832-1199568511.jpeg,secondary,188,259,http://api.discogs.com/image/L-150-1832-1199568511.jpeg
1832,http://api.discogs.com/image/L-1832-1246855166.png,secondary,120,187,http://api.discogs.com/image/L-150-1832-1246855166.png
1832,http://api.discogs.com/image/L-1832-001.gif,secondary,131,130,http://api.discogs.com/image/L-150-1832-001.gif
2660,http://api.discogs.com/image/L-2660-1085231434.jpg,primary,125,300,http://api.discogs.com/image/L-150-2660-1085231434.jpg
2739,http://api.discogs.com/image/L-2739-1274978880.jpeg,primary,227,462,http://api.discogs.com/image/L-150-2739-1274978880.jpeg
2739,http://api.discogs.com/image/L-2739-1291278397.jpeg,secondary,339,546,http://api.discogs.com/image/L-150-2739-1291278397.jpeg
2739,http://api.discogs.com/image/L-2739-001.jpg,secondary,159,267,http://api.discogs.com/image/L-150-2739-001.jpg
2739,http://api.discogs.com/image/L-2739-1286492345.jpeg,secondary,120,229,http://api.discogs.com/image/L-150-2739-1286492345.jpeg
2739,http://api.discogs.com/image/L-2739-1313840343.jpeg,secondary,236,534,http://api.discogs.com/image/L-150-2739-1313840343.jpeg
3198,http://api.discogs.com/image/L-3198-1173021886.jpeg,primary,333,600,http://api.discogs.com/image/L-150-3198-1173021886.jpeg
3198,http://api.discogs.com/image/L-3198-003.png,secondary,56,111,http://api.discogs.com/image/L-150-3198-003.png
3198,http://api.discogs.com/image/L-3198-1160684943.jpeg,secondary,361,600,http://api.discogs.com/image/L-150-3198-1160684943.jpeg
3198,http://api.discogs.com/image/L-3198-1235146891.jpeg,secondary,276,445,http://api.discogs.com/image/L-150-3198-1235146891.jpeg
3198,http://api.discogs.com/image/L-3198-1235146902.jpeg,secondary,272,488,http://api.discogs.com/image/L-150-3198-1235146902.jpeg
3198,http://api.discogs.com/image/L-3198-1254641247.png,secondary,266,406,http://api.discogs.com/image/L-150-3198-1254641247.png
3198,http://api.discogs.com/image/L-3198-1254641316.png,secondary,287,472,http://api.discogs.com/image/L-150-3198-1254641316.png
3198,http://api.discogs.com/image/L-3198-1340652757-4169.jpeg,secondary,387,600,http://api.discogs.com/image/L-150-3198-1340652757-4169.jpeg
3650,http://api.discogs.com/image/L-3650-001.jpg,primary,100,142,http://api.discogs.com/image/L-150-3650-001.jpg
3719,http://api.discogs.com/image/L-3719-1084272732.jpg,primary,93,140,http://api.discogs.com/image/L-150-3719-1084272732.jpg
3719,http://api.discogs.com/image/L-3719-1139349907.jpeg,secondary,323,269,http://api.discogs.com/image/L-150-3719-1139349907.jpeg
4043,http://api.discogs.com/image/L-4043-1103222307.jpg,secondary,37,158,http://api.discogs.com/image/L-150-4043-1103222307.jpg
4043,http://api.discogs.com/image/L-4043-1191739991.jpeg,primary,52,200,http://api.discogs.com/image/L-150-4043-1191739991.jpeg
4293,http://api.discogs.com/image/L-4293-1167906293.jpeg,primary,241,600,http://api.discogs.com/image/L-150-4293-1167906293.jpeg
4293,http://api.discogs.com/image/L-4293-1227767051.png,secondary,137,420,http://api.discogs.com/image/L-150-4293-1227767051.png
6394,http://api.discogs.com/image/L-6394-1297445973.jpeg,primary,103,291,http://api.discogs.com/image/L-150-6394-1297445973.jpeg
7180,http://api.discogs.com/image/L-7180-1298493642.jpeg,secondary,222,428,http://api.discogs.com/image/L-150-7180-1298493642.jpeg
7180,http://api.discogs.com/image/L-7180-1298493653.jpeg,primary,222,428,http://api.discogs.com/image/L-150-7180-1298493653.jpeg
7180,http://api.discogs.com/image/L-7180-001.gif,secondary,145,145,http://api.discogs.com/image/L-150-7180-001.gif
7180,http://api.discogs.com/image/L-7180-002.gif,secondary,71,246,http://api.discogs.com/image/L-150-7180-002.gif
7483,http://api.discogs.com/image/L-7483-1260355389.jpeg,primary,300,600,http://api.discogs.com/image/L-150-7483-1260355389.jpeg
7483,http://api.discogs.com/image/L-7483-1149299677.jpeg,secondary,193,600,http://api.discogs.com/image/L-150-7483-1149299677.jpeg
8377,http://api.discogs.com/image/L-8377-1239616349.png,primary,471,397,http://api.discogs.com/image/L-150-8377-1239616349.png
8377,http://api.discogs.com/image/L-8377-1235148076.jpeg,secondary,328,218,http://api.discogs.com/image/L-150-8377-1235148076.jpeg
8377,http://api.discogs.com/image/L-8377-1239616044.png,secondary,347,204,http://api.discogs.com/image/L-150-8377-1239616044.png
8377,http://api.discogs.com/image/L-8377-1239619246.png,secondary,583,582,http://api.discogs.com/image/L-150-8377-1239619246.png
8377,http://api.discogs.com/image/L-8377-1239618187.png,secondary,600,600,http://api.discogs.com/image/L-150-8377-1239618187.png
8377,http://api.discogs.com/image/L-8377-1239850331.png,secondary,185,330,http://api.discogs.com/image/L-150-8377-1239850331.png
8377,http://api.discogs.com/image/L-8377-1256820928.jpeg,secondary,227,394,http://api.discogs.com/image/L-150-8377-1256820928.jpeg
8377,http://api.discogs.com/image/L-8377-1256820954.jpeg,secondary,209,388,http://api.discogs.com/image/L-150-8377-1256820954.jpeg
8377,http://api.discogs.com/image/L-8377-1256820977.jpeg,secondary,210,393,http://api.discogs.com/image/L-150-8377-1256820977.jpeg
8377,http://api.discogs.com/image/L-8377-1300350817.jpeg,secondary,251,393,http://api.discogs.com/image/L-150-8377-1300350817.jpeg
8377,http://api.discogs.com/image/L-8377-1239615567.png,secondary,597,600,http://api.discogs.com/image/L-150-8377-1239615567.png
8377,http://api.discogs.com/image/L-8377-1235919978.jpeg,secondary,597,600,http://api.discogs.com/image/L-150-8377-1235919978.jpeg
8377,http://api.discogs.com/image/L-8377-1239613033.png,secondary,600,600,http://api.discogs.com/image/L-150-8377-1239613033.png
8377,http://api.discogs.com/image/L-8377-1239611349.png,secondary,370,150,http://api.discogs.com/image/L-150-8377-1239611349.png
8377,http://api.discogs.com/image/L-8377-1239613817.png,secondary,592,600,http://api.discogs.com/image/L-150-8377-1239613817.png
8377,http://api.discogs.com/image/L-8377-1239608669.png,secondary,518,522,http://api.discogs.com/image/L-150-8377-1239608669.png
8377,http://api.discogs.com/image/L-8377-1287852948.jpeg,secondary,600,389,http://api.discogs.com/image/L-150-8377-1287852948.jpeg
8377,http://api.discogs.com/image/L-8377-1291317410.jpeg,secondary,600,401,http://api.discogs.com/image/L-150-8377-1291317410.jpeg
8377,http://api.discogs.com/image/L-8377-1359976405-2480.jpeg,secondary,433,600,http://api.discogs.com/image/L-150-8377-1359976405-2480.jpeg
10246,http://api.discogs.com/image/L-10246-1219521738.gif,primary,40,160,http://api.discogs.com/image/L-150-10246-1219521738.gif
10867,http://api.discogs.com/image/L-10867-1096651143.gif,secondary,274,204,http://api.discogs.com/image/L-150-10867-1096651143.gif
12563,http://api.discogs.com/image/L-12563-1085247496.jpg,primary,104,300,http://api.discogs.com/image/L-150-12563-1085247496.jpg
12729,http://api.discogs.com/image/L-12729-001.jpg,primary,209,294,http://api.discogs.com/image/L-150-12729-001.jpg
12886,http://api.discogs.com/image/L-12886-1082838849.jpg,primary,72,303,http://api.discogs.com/image/L-150-12886-1082838849.jpg
15524,http://api.discogs.com/image/L-15524-1137999305.jpeg,secondary,191,300,http://api.discogs.com/image/L-150-15524-1137999305.jpeg
19189,http://api.discogs.com/image/L-19189-1075339909.jpg,primary,155,130,http://api.discogs.com/image/L-150-19189-1075339909.jpg
21903,http://api.discogs.com/image/L-21903-1104258966.gif,secondary,60,137,http://api.discogs.com/image/L-150-21903-1104258966.gif
25924,http://api.discogs.com/image/L-r_25924-1088625366.jpg,secondary,600,600,http://api.discogs.com/image/L-150-r_25924-1088625366.jpg
25924,http://api.discogs.com/image/L-25924-1107451479.gif,secondary,97,95,http://api.discogs.com/image/L-150-25924-1107451479.gif
25924,http://api.discogs.com/image/L-25924-1122577700.jpg,primary,250,250,http://api.discogs.com/image/L-150-25924-1122577700.jpg
33344,http://api.discogs.com/image/L-33344-1169165574.jpeg,primary,100,181,http://api.discogs.com/image/L-150-33344-1169165574.jpeg
33344,http://api.discogs.com/image/L-33344-1112472563.jpg,secondary,285,285,http://api.discogs.com/image/L-150-33344-1112472563.jpg
34299,http://api.discogs.com/image/L-34299-1189960485.jpeg,primary,266,600,http://api.discogs.com/image/L-150-34299-1189960485.jpeg
39357,http://api.discogs.com/image/L-41108-1140616378.gif,primary,75,150,http://api.discogs.com/image/L-150-41108-1140616378.gif
39357,http://api.discogs.com/image/L-39357-1300889729.jpeg,secondary,400,600,http://api.discogs.com/image/L-150-39357-1300889729.jpeg
39357,http://api.discogs.com/image/L-39357-1187787408.jpeg,secondary,318,522,http://api.discogs.com/image/L-150-39357-1187787408.jpeg
39357,http://api.discogs.com/image/L-39357-1235148546.jpeg,secondary,250,430,http://api.discogs.com/image/L-150-39357-1235148546.jpeg
39357,http://api.discogs.com/image/L-39357-1187787094.jpeg,secondary,154,600,http://api.discogs.com/image/L-150-39357-1187787094.jpeg
39357,http://api.discogs.com/image/L-39357-1203009206.jpeg,secondary,170,600,http://api.discogs.com/image/L-150-39357-1203009206.jpeg
39357,http://api.discogs.com/image/L-39357-1235148530.jpeg,secondary,148,566,http://api.discogs.com/image/L-150-39357-1235148530.jpeg
39357,http://api.discogs.com/image/L-39357-1249070128.jpeg,secondary,151,300,http://api.discogs.com/image/L-150-39357-1249070128.jpeg
39357,http://api.discogs.com/image/L-1962-1166919337.jpeg,secondary,142,218,http://api.discogs.com/image/L-150-1962-1166919337.jpeg
39357,http://api.discogs.com/image/L-39357-1254642307.png,secondary,181,323,http://api.discogs.com/image/L-150-39357-1254642307.png
39357,http://api.discogs.com/image/L-39357-1271999711.png,secondary,177,250,http://api.discogs.com/image/L-150-39357-1271999711.png
39357,http://api.discogs.com/image/L-39357-1282861299.jpeg,secondary,500,495,http://api.discogs.com/image/L-150-39357-1282861299.jpeg
39357,http://api.discogs.com/image/L-39357-1286138659.jpeg,secondary,98,303,http://api.discogs.com/image/L-150-39357-1286138659.jpeg
39357,http://api.discogs.com/image/L-39357-1360061787-4275.jpeg,secondary,495,500,http://api.discogs.com/image/L-150-39357-1360061787-4275.jpeg
64452,http://api.discogs.com/image/L-64452-1154643474.jpeg,secondary,400,400,http://api.discogs.com/image/L-150-64452-1154643474.jpeg
64452,http://api.discogs.com/image/L-64452-1164165534.jpeg,secondary,178,224,http://api.discogs.com/image/L-150-64452-1164165534.jpeg
82343,http://api.discogs.com/image/L-82343-1307658373.jpeg,primary,73,216,http://api.discogs.com/image/L-150-82343-1307658373.jpeg
325134,http://api.discogs.com/image/L-325134-1323978243.jpeg,primary,164,371,http://api.discogs.com/image/L-150-325134-1323978243.jpeg
325134,http://api.discogs.com/image/L-325134-1323978248.jpeg,secondary,119,350,http://api.discogs.com/image/L-150-325134-1323978248.jpeg
325134,http://api.discogs.com/image/L-325134-1323978252.jpeg,secondary,101,275,http://api.discogs.com/image/L-150-325134-1323978252.jpeg
325134,http://api.discogs.com/image/L-325134-1323978257.jpeg,secondary,179,365,http://api.discogs.com/image/L-150-325134-1323978257.jpeg
346838,http://api.discogs.com/image/L-346838-1328045249.jpeg,primary,70,179,http://api.discogs.com/image/L-150-346838-1328045249.jpeg
