artist_id,name
43786,&
43786,His Orchestra
43786,Hilton Ruiz Quintet
43786,John Handy Quintet
43786,Oliver Nelson And His Orchestra
43786,"Oliver Nelson Sextet, The"
43786,Slide Hampton Octet
48432,Baracudas
48432,"Cast Of South Park, The"
48432,Hayes
48432,&
48432,Porter
48432,Isaac Hayes Movement
48432,"Louisiana Gator Boys, The"
48432,Sir Isaac
48432,&
48432,The Do-Dads
48432,"Stax Staff, The"
56680,"Academy Of Fine Popular Music, The"
56680,Fairground Attraction
56680,Outbar Squeek
56838,Camp Freddy (2)
56838,Deconstruction (2)
56838,Honeymoon Stitch
56838,Jane's Addiction
56838,"Panic Channel, The"
56838,Red Hot Chili Peppers
66817,Army Of The Pharaohs
66817,"Boss Hog Barbarians, The"
66817,"Demigodz, The"
66817,Equilibrium (2)
69113,1 Giant Leap
69113,Be Big
69113,Gardening By Moonlight
69113,I-Level
69113,Shake Shake!
69113,Tribal Drift
69113,Worlds Collide
72881,Band Aid
72881,Midge Ure All Star Band
72881,PVC2
72881,Rich Kids
72881,Slik
72881,Thin Lizzy
72881,Ultravox
72881,Visage
82375,A Mouse Orchestra
82375,Harmony Band
82375,Lost Shadow
82375,New Blockaders
82375,&
82375,"Organum, The"
82375,"Scratch Orchestra, The"
90037,All Star Tribute
90037,CRS (3)
90037,N*E*R*D
90037,"Neptunes, The"
96598,"Demigodz, The"
99630,Cooly's Hot Box
99630,Tortured Soul
105902,New Edition
105902,Voices That Care
124165,Biglietto Per L'Inferno
132121,Bell Biv Devoe
132121,New Edition
132122,Bell Biv Devoe
132122,New Edition
142724,Fat Larry's Band
145257,Duke Ellington
145257,&
145257,Friends
145257,Duke Ellington Alumni All Stars
145257,Duke Ellington And His Big Band
145257,Duke Ellington And His Cotton Club Orchestra
145257,Duke Ellington And His Jazz Group
145257,Duke Ellington And His Kentucky Club Orchestra
145257,Duke Ellington And His Orchestra
145257,Duke Ellington And His Washingtonians
145257,Duke Ellington And The Whoopie Makers
145257,Duke Ellington Octet
145257,Duke Ellington Quartet
145257,Duke Ellington Sextet
145257,"Duke Ellington Small Bands, The"
145257,"Duke Ellington Trio, The"
145257,Duke Ellington's Hot Five
145257,"Harlem Footwarmers, The"
145257,"Jungle Band, The (2)"
145257,"Six Jolly Jesters, The"
145257,"Washingtonians, The"
145272,"Charles Mingus Quartet, The"
145272,"Charles Mingus Quintet, The"
145272,Charles Mingus Sextet
145272,Eric Dolphy Quartet
145272,Eric Dolphy Quintet
145272,John Coltrane Quintet
145272,"Mal Waldron Sextet, The"
145272,"Oliver Nelson Sextet, The"
145272,"Ornette Coleman Double Quartet, The"
158576,Breakestra
167055,Art Blakey
167055,&
167055,The Afro-Drum Ensemble
167055,Cannonball Adderley Sextet
167055,Doug Watkins Quintet
167055,Ernie Wilkins
167055,&
167055,His Orchestra
167055,Slide Hampton Orchestra
167055,"Universal Quartet, The"
167055,"Yusef Lateef Quintet, The"
181208,Santana
182289,N*E*R*D
182289,"Neptunes, The"
192789,S.A. Smash
200627,4-2 The Floor
200627,Pink Military
200627,Royal T
200627,White
200627,&
200627,Torch
200776,Hugo Montenegro And His Orchestra
200785,"24th. Street Band, The"
200785,Bob Mintzer Big Band
200785,Child Is Father To The Man
200785,"Gary Schreiner Big Band, The"
200785,"World's Most Dangerous Band, The"
200815,Billy Taylor Trio
200815,"Bud Powell Trio, The"
200815,Charles Mingus And His Jazz Group
200815,"Charles Mingus Duo, The"
200815,Charles Mingus Jazz Workshop
200815,Charles Mingus Octet
200815,"Charles Mingus Quartet, The"
200815,"Charles Mingus Quintet, The"
200815,Charles Mingus Sextet
200815,"Charlie Mingus Modernists, The"
200815,"Charlie Mingus Trio, The"
200815,"Four Trombones, The"
200815,George Wallington Trio
200815,Lucky Thompson's All Stars
200815,"New Oscar Pettiford Sextet, The"
200815,Paul Bley Trio
200815,"Quintet, The"
200815,"Red Norvo Trio, The"
200815,Strings And Keys
200815,Teddy Charles New Directions Quartet
203532,Wild Strawberries
209284,Wish For Eden
209415,"Dustbins, The"
209415,"Vizitors, The"
210518,Cosa Brava
210518,Elliott Sharp / Carbon
210518,Keep The Dog
210518,News From Babel
210518,No Safety
210518,OWT
210518,Phantom Orchard
210518,Phantom Orchard Orchestra
210518,Skeleton Crew (2)
210518,Tin Hat Trio
210518,Weightless Animals
213079,"Demigodz, The"
217242,B. P. Convention Big Band International
217242,Bob Brookmeyer And His Orchestra
217242,Cannonball Adderley And His Orchestra
217242,Clark Terry / Bob Brookmeyer Quintet
217242,Clark Terry All Stars Band
217242,Clark Terry And His Jolly Giants
217242,Clark Terry Big Band
217242,"Clark Terry Five, The"
217242,Clark Terry Quartet
217242,Clark Terry Quintet
217242,Clark Terry Sextet
217242,Clark Terry's Septet
217242,Coleman Hawkins / Clark Terry Quintet
217242,Count Basie Orchestra
217242,"Dave Bailey Sextet, The"
217242,Dizzy Gillespie And His Orchestra
217242,Duke Ellington And His Orchestra
217242,"Duke Ellington Orchestra, The"
217242,Duke Ellington's Spacemen
217242,Milt Jackson Orchestra
217242,Quincy Jones And His Orchestra
217242,"Quincy Jones Big Band, The"
217242,Thelonious Monk Nonet
225533,hHead
227461,Abraxas Pool
227461,Automatic Man
227461,Din A Testbild
227461,HSAS
227461,Novo Combo
227461,Santana
227461,Stomu Yamashta's Go
230694,David Murray Quartet
230694,"Detroit Experiment, The"
230694,"George Gruntz Concert Jazz Band, The"
230694,Michigan Jazz Masters
230694,Tribe (8)
232669,"Demigodz, The"
234922,"Demigodz, The"
234922,Yaggfu Front
235050,"Demigodz, The"
244688,Equilibrium (2)
247725,Helden
247725,Tiger Lily (2)
247725,Ultravox
247726,Humania
247726,Tiger Lily (2)
247726,Ultravox
247726,Visage
252197,Banyan
252197,Broke Dick Dog
252197,Class Of '99
252197,Cold Ethyl
252197,Infectious Grooves
252197,Jane's Addiction
252197,Li'l Pit
252197,"Panic Channel, The"
252197,Porno For Pyros
252606,Clark Terry Quintet
252606,Dizzy Gillespie And His Orchestra
252606,Hugo Montenegro And His Orchestra
252606,Oliver Nelson And His Orchestra
252606,"Teddy Charles Tentet, The"
252607,Bennie Wallace Trio
252607,Booker Ervin Quintet
252607,Charles Mingus And His Jazz Group
252607,"Charles Mingus Quartet, The"
252607,Charles Mingus Sextet
252607,Dannie Richmond Quartet
252607,Dannie Richmond Quintet
252607,"Dannie Richmond's ""In"" Crowd"
252607,George Adams - Don Pullen Quartet
252607,Herbie Nichols Trio
252607,Horace Parlan Trio
252607,Mal Waldron Quartet
252607,Mark-Almond
252607,Mingus Dynasty
253066,Charles Mingus And His Jazz Group
253066,Charles Mingus Sextet
253066,"George Gruntz Concert Jazz Band, The"
253066,Gil Evans And His Orchestra
253066,"Jazz Composer's Orchestra, The"
253066,Jimmy Knepper Quintet
253066,Jimmy Knepper Sextet
253066,Lee Konitz Nonet
253066,Mingus Dynasty
253066,"Pepper-Knepper Quintet, The"
253066,Toshiko Akiyoshi-Lew Tabackin Big Band
253339,"24th. Street Band, The"
253339,Chew
253339,dZihan
253339,&
253339,"Kamien Orchestra, The"
255280,"24th. Street Band, The"
255280,"World's Most Dangerous Band, The"
256582,Cecil Taylor Quintet
256582,"Charles Mingus Quartet, The"
256582,Charles Mingus Sextet
256582,Mingus Dynasty
256582,"New York Contemporary Five, The"
256582,"Nick Brignola Sextet, The"
256582,Ted Curson
256582,&
256582,Company
256582,Ted Curson Quartet
257008,"Bob Magnusson Quintet, The"
257008,CTI All-Stars
257008,Fuse One
257008,"Jaki Byard Quartet, The"
257008,Joe Farrell Quartet
257008,Lee Konitz Big Band
257008,Mingus Dynasty
257008,"New Elvin Jones Trio, The"
257008,"Players Association, The"
257008,Return To Forever
258968,Bad Brains
258968,Black Vova
258968,White Mandingos
260718,Charlie Barnet And His Orchestra
260718,Dizzy Gillespie And His Orchestra
260718,"Duke Ellington Orchestra, The"
260718,Miles Davis + 19
260718,Quincy Jones And His Orchestra
260718,Ray Ellis And His Orchestra
260718,Tony Scott Septet
260718,Tony Scott Tentet
274221,Box Of Frogs
274221,"Yardbirds, The"
274978,Bill Russo And His Orchestra
274978,"Charles Mingus Quintet, The"
274978,"Eddie Bert Sextet, The"
274978,"Thelonious Monk Orchestra, The"
274979,Benny Goodman And His Orchestra
274979,Charles Mingus And His Jazz Group
274979,"Duke Ellington Orchestra, The"
274979,Jimmy Knepper Sextet
274979,John Handy Quintet
274979,Mingus Dynasty
274979,"New Heritage Keyboard Quartet, The"
274979,New York Jazz Quartet
274979,Roland Hanna Quartet
274979,Roland Hanna Trio
274979,Seldon Powell Sextet
282378,Band Aid
282378,Spandau Ballet
282467,Dizzy Gillespie And His Orchestra
283844,Bob McFadden
283844,&
283844,Dor
283844,Rod McKuen Orchestra
283844,Slide (11)
300765,Pat Metheny Group
300765,Paul Wertico Trio
300765,Paul Wertico's Mid-East/Mid-West Alliance
300765,SBB
300765,Union (4)
303769,Krackhouse
303769,Spongehead
339644,"Bantam Orchestra, The"
339644,"Eclipse Quartet, The"
339644,Phantom Orchard Orchestra
342896,Deconstruction (2)
342896,Jane's Addiction
342896,Nine Inch Nails
342896,Polar Bear
363549,Beaver
363549,&
363549,Krause
366110,"Bantam Orchestra, The"
366110,"Eclipse Quartet, The"
366110,Phantom Orchard Orchestra
372549,"Barry Harris Sextet, The"
372549,Dexter Gordon
372549,&
372549,"Slide Hampton Sextet, The"
372549,"George Gruntz Concert Jazz Band, The"
372549,Maynard Ferguson
372549,&
372549,His Orchestra
372549,Orchester Johannes Fehring
372549,Slide Hampton - Joe Haider Orchestra
372549,Slide Hampton Octet
372549,Slide Hampton Orchestra
372549,Václav Zahradník Big Band
381904,"Eclipse Quartet, The"
381904,"Los Angeles Chamber Orchestra, The"
391275,"Anita Kerr Orchestra, The"
391275,Anita Kerr Quartet
391275,"Anita Kerr Singers, The"
400928,Bad Brains
400928,Black Jack Johnson
402480,Union (4)
406206,Burma Jam
413568,Beaver
413568,&
413568,Krause
413568,"Weavers, The"
418348,"Bill Barron Quartet, The"
418348,Cecil Taylor Quintet
418348,Ted Curson Quartet
449772,Laurence Hobgood Trio
449772,Union (4)
452309,Rock Stone Foundation
453850,"Charlie Mingus Modernists, The"
453850,John LaPorta Sextet
453850,Woody Herman
453850,&
453850,The Herd
453850,Woody Herman And His Orchestra
453854,Billy Eckstine And His Orchestra
495093,"Futuristics, The"
495093,Peanut Planet
495093,Seba
495093,&
495093,Krazy
495093,Seba
495093,&
495093,Lotek
495093,Seba
495093,&
495093,Paradox
495093,Sunday Brunch
499327,Breakwater Crew
503033,Chimera (2)
503033,Hivedomrymelok
503033,Keaton
503033,&
503033,Hive
533594,BioLogICal-Events
533594,Peter Mergener
533594,&
533594,Michael Weisser
533594,Software
556114,Boyz Seduction
556116,Andromeda (5)
556116,Boyz Seduction
556116,Dogma (6)
556116,Interceptor (9)
556116,Limpar
556116,Trance X (3)
587337,"Eclipse Quartet, The"
662202,Disciples Of Rebellion
727416,Dunneasy
727416,Tortured Soul
1069010,Estudio Saville
1069010,Grafica Industria
1069010,Peter Saville Associates
1069010,"Peter Saville Studio, The"
1069010,Saville D/R Institute
1069010,Saville Parris Wakefield
1543343,Black Balls
1543343,Brothers By Music
1543343,Godfathers Inc.
1543343,Yellow House
1572374,Bad Brains
