artist_id,name
21742,Shawn Carter
22660,Bug Kahn And The Plastic Jam
22660,Bug Kan And The Plastic Jam
22660,Bug Kann + The Plastic Jam
22660,Bug Kann And The Plastic Jam
22660,Bug Khan
22660,&
22660,The Plastic Jam
22660,"Bug, Kann And The Plastic Jam"
22660,Bugkann
22660,&
22660,The Plastic Jam
22660,Plastic Jam-Bud Khan
22757,Duet With
22757,"John ""Juke"" Logan"
22757,L Vandross
22757,L. Van Dross
22757,L. Vandroos
22757,L. Vandros
22757,L. Vandross
22757,L.R. Vandross
22757,L.Vandross
22757,Luter Vandross
22757,Luther
22757,Luther Van Dross
22757,Luther Van Ross
22757,Luther Vandros
22757,Luthor Vandross
22757,Sweet Luther
22757,Vandros
22757,Vandross
23701,Dakayne
23701,Dakenye
23701,Dakeyene
23701,Dakeyne (DMC U.K.)
23701,Dakeyne Of DMC UK.
23701,Dukayne
23701,Oakeyne
23701,P. Dakeyne
23701,P.Dakeyne
23701,Paul Dakeyne
23701,Paul Drakeyne
24394,Destroyer
24394,TheDestroyer
24804,N.C.A.
24804,New Class 'A'
24804,Nu Klass A
26695,Wava
26695,WaWa
26936,Apathy The Alien Tongue
27628,'Rickie Dillard'
27628,R. Dill
27628,R. Dillard
27628,Rick D
27628,Rickey Dillard
27628,Rickie Dillard
27628,Ricky D
27628,Ricky D.
27951,Don Perry Farrell Niccoli
27951,Farrel
27951,Farrell
27951,P. Farrell
27951,P. Ferrell
27951,Peretz
27951,Perry
27951,Perry Farrel
27951,Perry Farrell From Jane's Addiction
27951,Perry Ferrel
27951,Pery Farrell
28164,"""Raz"", The"
28164,R Rosario
28164,R. Angel Rosario
28164,R. Ralphie
28164,R. Rasario
28164,R. Rosario
28164,R.Rosario
28164,Ralph
28164,"Ralph ""The Raz"" Rosario"
28164,"Ralph ""The Razz"" Rosario"
28164,Ralph Rosario
28164,Ralphi
28164,"Ralphi ""Raz"" Rosario"
28164,"Ralphi ""The Raz"" Rosario"
28164,"Ralphi ""The Razz"" Rosario"
28164,Ralphi 'Razz' Rosario
28164,Ralphi 'The Razz' Rosario
28164,Ralphi (Raz) Rosario
28164,Ralphi Rasario
28164,Ralphi Rockin' Rosario
28164,Ralphi Rosari
28164,Ralphi Rosario Energy Factor #10
28164,Ralphi Rossario
28164,Ralphi The Raz Rosario
28164,Ralphi The Razz Rosario
28164,Ralphi The Razz Rozario
28164,Ralphie
28164,Ralphie Rosario
28164,Ralphie The Razz Rosario
28164,Ralpi The Raz Rosario
28164,Raphi Rosario
28164,Roasrio
28164,Rosario
28392,D.O.A
28392,D.O.A.
28392,DOA
28392,DOA Narctic
28521,D Pandy
28521,D. Pandy
28521,D.Pandy
28521,"Darrly ""Diva"" Pandy"
28521,Darry Pandy
28521,Darryl
28521,Darryl (Diva) Pandy
28521,Darryl P
28521,Darryl Panda
28521,Daryl Pandy
28521,Pandy
28802,F. Keith
28802,Farley
28802,"Farley ""Funkin"" Keith"
28802,Farley Funkin Keith
28802,Farley Funkin' Keith
28802,Farley Keith
28802,"Farley, Farley, Farley"
28802,"Rude Boy Farley, The"
28802,"Rude Boy Himself Farley Farley Farley, The"
28802,"Rude Boy Of House, The"
28802,"Rude Boy, The"
29225,F. L. Band
29225,F.L.B.
29225,Fat Larrys Band
29225,Fat Larrys Band (FLB)
29225,FLB
34220,D.J. Rhettmatic
34220,DJ Rhettmatic
34220,Rhett
34854,H. Martinelli
34854,Martinelli
34854,N. J. Martinelli
34854,N. Martinelli
34854,Nicholas  J.  Martinelli
34854,Nicholas J. Martinelli
34854,Nicholas Martinelli
34854,Nick Martellini
34854,Nick Martenelli
34854,Nick Martinell
34854,Nickie Martinelli
34854,Nikki Martinelli
35740,Janes Addiction
36687,E C Radcliffe
36687,E. C. Radcliffe
36687,E. Radcliffe
36687,E.C. Radcliffe
36687,E.C. Ratcliffe
36687,E·C·Radcliffe
36687,EC Radcliffe
36687,Eric
36687,Eric C. Radcliff
36687,Eric Racliffe
36687,Eric Radcliff
36687,R. Radcliffe
36687,Radcliffe
37365,Andy Clarke
37365,C. Clarke
37365,Clarcke
37365,Clark
37365,Clarke
37365,"Clarke, Vince"
37365,Gilbert V. Clark
37365,J. Clarke
37365,John Vincent Martin
37365,Martin
37365,V Clark
37365,V Clarke
37365,V. Clake
37365,V. Clarce
37365,V. Clark
37365,V. Clarke
37365,V. Clerk
37365,V. J. Martin
37365,V.Clark
37365,V.Clarke
37365,Vance Clarke
37365,V·Clarke
37365,VClarke
37365,Vice Clarke
37365,Vince
37365,Vince Clark
37365,Vincent Clark
37365,Vincent Clarke
37365,Vincent J. Martin
37365,Vincent John Martin
37606,C Stevens
37606,C. S.
37606,C. Stevens
37606,C.S.
37606,C.Stevens
37606,Cat
37606,Cat Stevens (Yusef Islam)
37606,Cat Stewens
37606,P. Stevens
37606,Stevens
39334,Pete Warner
39334,Peter Warner
40135,"""Mister Sound"" Conny Plank"
40135,C. Planck
40135,C. Plank
40135,C.Plank
40135,Conni Plank
40135,Connie Plank
40135,Conny
40135,Conny Blank
40135,Conny Planck
40135,Conny Planke
40135,Conrad Planck
40135,Conrad Plank
40135,K Plank
40135,K. Plank
40135,Konrad Planck
40135,Konrad Plank
40135,Konrak Plank
40135,Maestro Conrado Di Planca
40135,Planck
40135,Plank
43786,Dick Williams
43786,R. Williams
43786,Williams
48432,И. Хейс
48432,Hayes
48432,Hayes/Porter
48432,Haynes
48432,I Hayes
48432,I. Hayers
48432,I. Hayes
48432,I. Hayes Jr.
48432,"I. Hayes, Jr."
48432,I. Hays
48432,I. Haze
48432,I.Hayes
48432,Isaaac Hayes
48432,Isaac Hayes As Chef
48432,"Isaac Hayes, Jr."
48432,Isaac Lee Hayes
48432,Isaak Hayes
48432,Isac Hayes
48432,Issaac Hayes
48432,Issac Hayes
48432,J. Hayes
48432,Mr. Isaac Hayes
48432,Shaft
50872,Tortured Soul Band The
50872,"Tortured Soul Band, The"
55439,Giant Leap
55439,One Giant Leap
56680,E. Reader
56680,Eddie Reader
56680,Edie Reader
56680,Reader
56680,S. Reader
56680,S.Reader
56680,Sadenia
56680,"Sadenia ""Eddi"" Reader"
56680,Sadenia Eddi Reader
56680,Sadenia Reader
56680,Sandenia Reader
56680,Sedania Eddi Reader
56838,D. Navarro
56838,David Michael Navarro
56838,David Navarro
56838,M. Navarro
56838,Navarro
56851,S. Ford-Payne
56851,SF Payne
56851,Sheree Ford
56851,Sheree Ford Payne
56851,Sheree Ford-Payne
56851,Sherree Brown
56851,Sherree Ford
56851,Sherree Ford Payne
63463,Darrell Gustamachio
63463,Darroll ''G'' Gustamachio
63463,Darroll Gustamachis
63463,Darroll Gustamacho
63463,Darroll Gustomachio
63463,Darryl Gustamacchio
63463,Darryl Gustamachio
63463,Daryl Gustamaccio
63463,Daryll Gustamachio
63463,R. Darrall Gustamachio
63463,R. Darroll Gustamachio
63590,J. Robbins
63590,J. Robins
63590,J. Z. Robins
63590,J.Robins
63590,Jim Robins
63590,Jimbo Robbins
63590,Jimbo Robbins Aka Rawdeal
64003,DJMA
64003,J Marc Andrus
64003,J Mark Andrus
64003,J. Marc Andrus
64003,J. Mark
64003,J. Marks Andrus
64003,Marc Andrus
64003,Mark
64003,Mark Andrus
64774,Kev
66253,Spandau
66817,C. Titled
66817,Celph Titled Of Equilibrium
66817,Celph-Titled
66852,Da Prodigy
66852,Podigy
66852,Proddigy
66852,"Prodhige, The"
66852,Prodigy
66852,Produgy
69113,Bridgeman
69113,D. Bridgeman
69113,Duncan
69113,Duncan Bridgman
70735,U-Vox
70735,Ultra Vox
70735,Ultravox !
70735,Ultravox!
72881,J. Ure
72881,James Ure
72881,LM.Ure
72881,M .Ure
72881,M Ure
72881,M. Hure
72881,M. Ure
72881,M. Ure.
72881,M.Ure
72881,M.Ure.
72881,"Midge ""Midge"" Ure"
72881,Midge (My Mate)
72881,Midge Ure As Otto Flake Jr.
72881,Ure
72881,Ure Midge
72881,"Ure, M."
72881,Uren
72881,Urie
73328,Holly Vallance
79791,Dj. Ruboy
79791,Mad Bros
79791,"Order, The"
79791,R*B*Y
79791,Roboy
79791,Ruboy
79791,Ruboy Alone
79791,Ruboy Remixes '01
79791,Ruboy's Return
82375,D. Jackman
82375,David Jackman Und Orchester
82375,DJ
82375,Jackman
82713,Demigodz
85728,Corsaro
85728,J. Corsaro
85728,Jason
85728,Jason (And His Zany Argonuts) Corsaro
85728,Jason (Kissogram) Corsaro
85728,Jason Carsaro
85728,Jason Corsaco
85728,Jason Corsano
85728,Jason Corsard
85728,Jason Corsaso
85728,Jason [Kissogram] Corsaro
90037,Pharrell
90037,D.R.U.G.S.
90037,P
90037,P Williams
90037,P. Williams
90037,P.L. Williams
90037,P.Williams
90037,Pharel Williams
90037,Pharell
90037,Pharell Of The Neptunes
90037,Pharell Williams
90037,Pharelle
90037,Pharrel
90037,Pharrel Williams
90037,Pharrell
90037,Pharrell L Williams
90037,Pharrell L. Williams
90037,Pharrell Williams for the Neptunes
90037,Pharrell Williams Of N.E.R.D.
90037,Pharrell Williams Of The Neptunes
90037,Pharrell!
90037,Pharrellito
90037,Williams
90037,Williams P.
90489,"Alternative Creation, The"
90489,Alternative Creators
90489,Alternative Creators 3
92225,MC Esoteric
99630,"Christian ""Cooly"" Urich"
99630,Christian Ulrich
99630,JC. Urich
99630,John Christian
99630,John Christian Ulrich
99630,John Christian Urich
99630,John-Christian Ulrich
99630,John-Christian Urich
99630,Urich
105902,R. Tresvant
105902,Ralph T
105902,Tresvant
124165,"""Baffo"" Banfi"
124165,G. Banfi
124165,"Giuseppe ""Baffo"" Banfi"
124165,Giuseppe Banfi
124165,J.B. Banfi
132121,Biv
132121,Biv 10
132121,Bivins
132121,M. Bivins
132121,M. Vivins
132121,Michel Bivins
132121,Mike Bivins
132121,Mike Bivins (New Edition)
132122,Devoe
132122,R. DeVoe
132122,Ronald DeVoe
132122,Ronnie De Voe
142724,C. James
142724,D. James
142724,I. Janson
142724,James
142724,L. James
142724,Larru James
142724,Larry E. James
142724,Larry Janson
143799,Louie Logic
143799,Louis Logie
145257,デューク･エリントン
145257,D Ellington
145257,D. Elington
145257,D. Elingtonas
145257,D. Ellinghton
145257,D. Ellington
145257,D. Ellinton
145257,D.Ellington
145257,Djuk Elington
145257,Duck Ellington
145257,Duke
145257,Duke Ellington And His Famous Orchestra
145257,Д. Элингтон
145257,Д. Эллингтон
145257,Д.Эллингтон
145257,Дюк Эллингтон
145257,E. Duke Ellington
145257,E. Ellington
145257,E. K. Ellington
145257,E.Ellington
145257,E.K.  Ellington
145257,"E.K. ""Duke"" Ellington"
145257,E.K. Ellington
145257,"Edward ""Duke"" Ellington"
145257,Edward Ellington
145257,"Edward K. ""Duke"" Ellington"
145257,Edward K. Ellingtion
145257,Edward K. Ellington
145257,"Edward Kennedy  ""Duke"" Ellington"
145257,"Edward Kennedy "" Duke"" Ellington"
145257,"Edward Kennedy ""Duke"" Ellington"
145257,Edward Kennedy Ellington
145257,Ellingston
145257,Ellington
145257,Ellington Duke
145257,Ellinton
145257,Eward Kennedy Ellington
145257,F.K. Ellington
145257,Hellington
145257,J. Ellington
145257,Mr. Ellington
145272,Dolphy
145272,E. Dolphy
147064,William George
147065,Glen Cattanach
147065,Glenn Catanach
147065,Glenn Cattanagh
147096,Stephen Freeman
147096,Steve Freeman
158576,M. Tackett
158576,Mile Tackett
158576,Miles
158576,"Miles ""Fat Man"" Tackett"
158576,Miles Om Tackett
158576,Miles Om Trackett
158576,Miles Tacket
158576,Music Man Miles
158576,That Kid Named Miles
158576,This Kid Named Miles
163549,A. Sahaka
163549,A. Sahala
163549,A. Szahala
163549,Alek Szahala
167055,Lateef
167055,Latoef
167055,William Evans
167055,Y. Lateef
167055,Yuseff Lateef
167055,Yusuf Lateef
181208,Amos Leon Thomas
181208,Amosis Leontopolis Thomas
181208,L. Thomas
181208,L.Thomas
181208,Leone Thomas
181208,Thomas
181208,Thomas Leon
182289,C Hugo
182289,C- Hugo
182289,C. Hugo
182289,C.E. Hugo
182289,C.Hugo
182289,Ch.Hugo
182289,Chad Hug
182289,Chad Huo
182289,Charles Edward Hugo
182289,Charles Hugo
182289,Chase Chad
182289,Chase Chad Hugo
182289,Hugo
182289,Hugo C.
183701,Send Breaks
187941,J. Brown
187941,JJ Brown
191242,Duplo
191242,Wes Diplo
192632,M.C. Rise
192632,MC Rise
192632,Rise (Demigodz)
192789,Metro Of S.A. Smash/Spitball
192789,Metropolis
194667,D.J. Farley Funk
194667,Farley
194667,"Farley ""Jack Master"" Funk"
194667,"Farley ""Jackmaster Funk"""
194667,"Farley ""JMF"""
194667,"Farley ""The King Of House Music"" Jackmaster Funk"
194667,Farley ''Jack Master'' Funk
194667,Farley 'Jackmaster' Funk
194667,Farley 'Jackmaster' Funk (The Rude Boy)
194667,Farley 'Jacmaster' Funk
194667,Farley (Jackmaster) Funk
194667,Farley J M Funk
194667,Farley J. M. F.
194667,Farley J. M. Funk
194667,Farley J.M. Funk
194667,Farley J.M.F.
194667,Farley Jack Master
194667,Farley Jack Master Funk
194667,Farley Jackmaster
194667,Farley Jackmaster Funk
194667,"Farley Jackmaster Funk (""The Rude Boy"")"
194667,Farley Jackmasters Funk
194667,Farley JMF
194667,J. Fanks
194667,J. M. F.
194667,J. M. Funk
194667,J.M Funk
194667,J.M. Funk
194667,J.M. Funky
194667,J.M.F.
194667,Jack Master Funk
194667,Jackmaster Funk
194667,JM Funk
194667,JMF
200627,R. Torch
200627,S. Torch
200627,Stephen Torch
200627,Steven Torch
200627,Tor
200627,Torch
200776,Charles Mc Cracken
200776,Charles Mc Craken
200776,Charles McCraken
200776,Charles P. McCracken
200776,Charlie McCracken
200776,Charlie McCraken
200776,Чарлз Маккрэкен
200785,Lee
200785,W. Lee
200785,Wil Lee
200785,Will Lee IV
200785,William F. Lee IV
200785,William Lee
200785,Willie Lee IV
200815,"""Baron"" Fingus"
200815,Baron Mingus
200815,C .Mingus
200815,C. Mingus
200815,Ch. Mingus
200815,Charles Mingus Jr.
200815,"Charles Mingus, Jr."
200815,Charlie Mingus
200815,Charlie Mingus Orchestra
200815,Charly Mingus
200815,Chas. Mingus
200815,Мингус
200815,Чарлз Мингус
200815,Mingus
200815,"String Bass Of Charles Mingus With Accompaniment, The"
203532,Harrison
203532,R. Harrison
203532,Robert Carter Harrison
203532,Robert Harrison
203532,Roberta
203532,Roberta Carter-Harrison
203532,Roberta Harrison
209415,A. Jarre
209415,Жан Мишель Жар
209415,雅尔
209415,让 - 米歇尔 . 雅尔
209415,J M Jarre
209415,J-M Jarre
209415,J-M. Jarre
209415,J-Michel Jarre
209415,J. Jarre
209415,J. M. Jarré
209415,J. M. Jarre
209415,J. Maurice Jarre
209415,J. Michel Jarre
209415,J.-M. Jarre
209415,J.Jarre
209415,J.M Jarre
209415,J.M. Jarre
209415,J.M.J.
209415,J.M.Jarre
209415,Jarre
209415,"Jarre, Jean Michel André"
209415,Jean - Michel Jarre
209415,Jean Michael Jarre
209415,Jean Michael-Jarre
209415,Jean Michel Jarré
209415,Jean Michel Jarre
209415,Jean Michele Jarre
209415,Jean Michell Jarre
209415,Jean Michelle Jarre
209415,Jean- Michel-Jarre
209415,Jean-M. Jarre
209415,Jean-M.-Jarre
209415,Jean-Michael Jarré
209415,JM Jarre
209415,JMJ
210166,S. Melody
210166,"Sandra ""Nubia"" Melody"
210166,Sandra Nubia Melody
210166,Sandra Wright
210166,Sanja Melody
210518,Parkins
210518,Z. Parkins
210518,Zeena
210518,ZP
214761,Michael Anthony Lapp Algernon
214761,Michael Lapp Algernon
214761,Michael Lapp Algervón
217242,C. Terry
217242,C.Terry
217242,Terry
217242,Terry Clark
217823,Pantera Os Dandadinhos
225533,Noah
225533,"Noah ""Grandmaster"" Mintz"
225533,"Noah ""The Constrictor"" Mintz"
225533,Noah 'Constrictor' Mintz
225533,Noah 'Grand Master' Mintz
225533,Noah 'Grandmaster' Mintz
227461,M. M. Shrieve
227461,M. Shrieve
227461,Maitreya Michael Shrieve
227461,Michael Schrieve
227461,Michael Schrive
227461,Michael Srieve
227461,Mike Shreive
227461,Mike Shrieve
227461,Shreve
227461,Shrieve
229071,Cartel
229071,Kartel
229071,Vbyz Kartel
229071,Vibes Cartel
229071,Vibes Kartel
229071,Vibez Cartel
229071,Vibez Kartel
229071,Vibz Cartel
229071,Vibz Cartell
229071,Vibz Kartel
229071,Vibze Cartel
229071,VK
229071,Vybes Cartel
229071,Vybes Kartel
229071,Vybez Cartel
229071,Vybez Kartel
229071,Vybz
229071,Vybz Cartel
229071,Vybz Cartell
229071,Vybz Kartal
229071,Vybz Karte
229071,Vybz Kartell
229071,Vybz Katel
229071,VybzKartel
229071,Vyvz
230694,M. Belgraves
230694,Marcus Batista Belgrave
230694,Marcus Belgrane
230694,Marcus Belgraves
230694,Marcus Bellgrave
232669,Jabber Jaw
234922,Mr. Spin 4th
244688,Majik
245099,Hex / Mac
245099,Hex Hector
245099,&
245099,Mac Quale
245099,Hex Hector / Mac Quayle
245099,Hex Hector And Mac Quayle
245099,Hex Hector/Mac Quale
245099,Hex Hector\Mac Quayle
245099,Hex Hextor/Mac Quayle
245099,Mac Quayle And Hex Hector
247725,B.Cann
247725,C. C. W. Cann
247725,Cam
247725,Camm
247725,Can
