payment_id,customer_id,pstaff_id,amount,payment_date,rental_id,rental_date,inventory_id,customer_id,return_date,rstaff_id
55,2,1,2.99,2005-08-19 06:26:04,12963,2005-08-19 06:26:04,1521,2,2005-08-23 11:37:04,2
56,2,1,4.99,2005-08-21 13:24:32,14475,2005-08-21 13:24:32,3164,2,2005-08-27 08:59:32,2
57,2,2,5.99,2005-08-21 22:41:56,14743,2005-08-21 22:41:56,4570,2,2005-08-29 00:18:56,1
58,2,2,4.99,2005-08-22 13:53:04,15145,2005-08-22 13:53:04,2179,2,2005-08-31 15:51:04,1
59,2,2,4.99,2005-08-23 17:39:35,15907,2005-08-23 17:39:35,2898,2,2005-08-25 23:23:35,1
60,3,1,1.99,2005-05-27 17:17:09,435,2005-05-27 17:17:09,3328,3,2005-06-02 11:20:09,2
61,3,1,2.99,2005-05-29 22:43:55,830,2005-05-29 22:43:55,3464,3,2005-06-01 17:43:55,1
62,3,1,8.99,2005-06-16 01:34:05,1546,2005-06-16 01:34:05,3913,3,2005-06-24 04:27:05,1
63,3,1,6.99,2005-06-16 15:19:10,1726,2005-06-16 15:19:10,116,3,2005-06-25 11:39:10,2
64,3,2,6.99,2005-06-17 05:15:15,1911,2005-06-17 05:15:15,910,3,2005-06-24 11:05:15,2
65,3,1,2.99,2005-06-19 08:34:53,2628,2005-06-19 08:34:53,3917,3,2005-06-28 04:19:53,2
66,3,1,4.99,2005-07-07 10:23:25,4180,2005-07-07 10:23:25,1704,3,2005-07-10 13:18:25,1
67,3,1,4.99,2005-07-08 12:47:11,4725,2005-07-08 12:47:11,2058,3,2005-07-15 09:08:11,2
68,3,1,5.99,2005-07-27 04:54:42,7096,2005-07-27 04:54:42,2575,3,2005-08-03 01:42:42,2
69,3,2,10.99,2005-07-27 20:23:12,7503,2005-07-27 20:23:12,579,3,2005-08-05 18:46:12,2
70,3,2,7.99,2005-07-28 03:59:21,7703,2005-07-28 03:59:21,2150,3,2005-08-05 08:52:21,1
71,3,2,6.99,2005-07-28 04:46:30,7724,2005-07-28 04:46:30,346,3,2005-08-04 08:41:30,1
72,3,1,4.99,2005-07-28 11:46:45,7911,2005-07-28 11:46:45,390,3,2005-07-29 07:19:45,1
73,3,2,4.99,2005-07-28 18:17:14,8086,2005-07-28 18:17:14,1182,3,2005-07-30 18:22:14,2
74,3,1,2.99,2005-07-29 11:07:04,8545,2005-07-29 11:07:04,3261,3,2005-08-06 13:30:04,2
75,3,1,1.99,2005-07-30 13:31:20,9226,2005-07-30 13:31:20,4315,3,2005-08-06 16:42:20,1
76,3,2,3.99,2005-07-30 21:45:46,9443,2005-07-30 21:45:46,1675,3,2005-08-05 21:22:46,1
77,3,1,2.99,2005-07-31 03:27:58,9595,2005-07-31 03:27:58,2829,3,2005-08-03 05:58:58,1
78,3,2,4.99,2005-07-31 11:32:58,9816,2005-07-31 11:32:58,4560,3,2005-08-04 17:12:58,2
79,3,2,5.99,2005-08-01 14:19:48,10597,2005-08-01 14:19:48,3292,3,2005-08-08 20:01:48,1
80,3,2,4.99,2005-08-18 14:49:55,12556,2005-08-18 14:49:55,1984,3,2005-08-24 15:20:55,2
81,3,1,8.99,2005-08-19 22:18:07,13403,2005-08-19 22:18:07,3241,3,2005-08-27 19:23:07,1
82,3,2,2.99,2005-08-20 06:14:12,13610,2005-08-20 06:14:12,2526,3,2005-08-26 00:44:12,2
83,3,2,8.99,2005-08-21 20:50:48,14699,2005-08-21 20:50:48,1427,3,2005-08-29 18:08:48,2
84,3,2,0.99,2005-08-22 09:37:27,15038,2005-08-22 09:37:27,1685,3,2005-08-23 14:39:27,1
85,3,1,2.99,2005-08-23 07:10:14,15619,2005-08-23 07:10:14,2468,3,2005-08-26 07:21:14,2
86,4,1,4.99,2005-06-15 09:31:28,1297,2005-06-15 09:31:28,1075,4,2005-06-19 04:33:28,1
87,4,1,0.99,2005-06-16 08:08:40,1633,2005-06-16 08:08:40,280,4,2005-06-17 11:12:40,1
88,4,2,2.99,2005-06-16 14:01:27,1707,2005-06-16 14:01:27,185,4,2005-06-18 09:35:27,1
89,4,2,0.99,2005-06-16 15:51:52,1735,2005-06-16 15:51:52,97,4,2005-06-20 13:27:52,1
90,4,2,0.99,2005-06-17 14:31:12,2043,2005-06-17 14:31:12,2495,4,2005-06-19 11:04:12,2
91,4,1,5.99,2005-06-19 09:39:01,2642,2005-06-19 09:39:01,2065,4,2005-06-25 08:33:01,1
92,4,1,2.99,2005-07-28 02:10:10,7660,2005-07-28 02:10:10,4385,4,2005-07-30 04:29:10,2
93,4,2,2.99,2005-07-28 04:37:59,7718,2005-07-28 04:37:59,3587,4,2005-07-29 09:20:59,2
94,4,1,3.99,2005-07-29 18:44:57,8741,2005-07-29 18:44:57,165,4,2005-08-03 18:25:57,2
95,4,1,5.99,2005-07-30 08:46:09,9100,2005-07-30 08:46:09,4117,4,2005-08-05 10:34:09,1
96,4,1,5.99,2005-07-30 18:58:00,9371,2005-07-30 18:58:00,2980,4,2005-08-03 15:14:00,1
97,4,2,0.99,2005-08-02 07:09:34,11069,2005-08-02 07:09:34,57,4,2005-08-08 08:39:34,1
98,4,1,2.99,2005-08-02 08:20:31,11110,2005-08-02 08:20:31,4311,4,2005-08-04 05:06:31,2
99,4,2,4.99,2005-08-17 00:28:01,11529,2005-08-17 00:28:01,3071,4,2005-08-19 04:47:01,2
100,4,1,2.99,2005-08-18 00:14:03,12151,2005-08-18 00:14:03,1976,4,2005-08-18 23:52:03,2
101,4,2,8.99,2005-08-18 05:14:44,12294,2005-08-18 05:14:44,2479,4,2005-08-27 01:32:44,2
102,4,2,1.99,2005-08-19 02:19:13,12856,2005-08-19 02:19:13,132,4,2005-08-23 07:49:13,2
103,4,1,2.99,2005-08-20 09:32:04,13704,2005-08-20 09:32:04,3373,4,2005-08-23 14:29:04,2
104,4,1,6.99,2005-08-20 12:55:40,13807,2005-08-20 12:55:40,3822,4,2005-08-28 09:06:40,2
105,4,2,4.99,2005-08-21 04:53:37,14225,2005-08-21 04:53:37,984,4,2005-08-25 23:39:37,2
106,4,1,2.99,2005-08-22 13:58:23,15147,2005-08-22 13:58:23,2553,4,2005-08-28 14:33:23,2
107,4,2,1.99,2005-08-23 07:43:00,15635,2005-08-23 07:43:00,3308,4,2005-08-27 10:47:00,1
108,5,1,0.99,2005-05-29 07:25:16,731,2005-05-29 07:25:16,4124,5,2005-05-30 05:21:16,1
109,5,1,6.99,2005-05-31 11:15:43,1085,2005-05-31 11:15:43,301,5,2005-06-07 12:02:43,1
110,5,1,1.99,2005-05-31 19:46:38,1142,2005-05-31 19:46:38,3998,5,2005-06-05 14:03:38,1
111,5,1,3.99,2005-06-15 22:03:14,1502,2005-06-15 22:03:14,3277,5,2005-06-23 18:42:14,2
112,5,2,2.99,2005-06-16 08:01:02,1631,2005-06-16 08:01:02,2466,5,2005-06-19 09:04:02,1
113,5,2,4.99,2005-06-17 15:56:53,2063,2005-06-17 15:56:53,4323,5,2005-06-21 14:19:53,1
114,5,2,2.99,2005-06-19 04:20:13,2570,2005-06-19 04:20:13,1105,5,2005-06-25 07:00:13,1
115,5,2,4.99,2005-06-20 18:38:22,3126,2005-06-20 18:38:22,1183,5,2005-06-26 00:00:22,1
116,5,2,4.99,2005-07-06 09:11:58,3677,2005-07-06 09:11:58,600,5,2005-07-08 10:50:58,2
117,5,2,2.99,2005-07-08 20:04:43,4889,2005-07-08 20:04:43,4463,5,2005-07-13 17:57:43,2
118,5,1,4.99,2005-07-09 01:57:57,5016,2005-07-09 01:57:57,1871,5,2005-07-09 22:07:57,1
119,5,2,5.99,2005-07-09 07:13:52,5118,2005-07-09 07:13:52,957,5,2005-07-18 05:18:52,2
120,5,2,1.99,2005-07-09 08:51:42,5156,2005-07-09 08:51:42,416,5,2005-07-15 03:59:42,2
121,5,2,0.99,2005-07-10 11:09:35,5721,2005-07-10 11:09:35,2348,5,2005-07-17 16:41:35,2
122,5,1,8.99,2005-07-11 03:17:04,6042,2005-07-11 03:17:04,2153,5,2005-07-19 07:08:04,1
123,5,1,3.99,2005-07-12 11:27:35,6663,2005-07-12 11:27:35,4364,5,2005-07-21 16:35:35,1
124,5,2,4.99,2005-07-12 12:16:28,6685,2005-07-12 12:16:28,1434,5,2005-07-19 17:03:28,1
125,5,2,0.99,2005-07-27 12:37:28,7293,2005-07-27 12:37:28,3333,5,2005-07-30 15:12:28,2
126,5,2,0.99,2005-07-28 01:50:29,7652,2005-07-28 01:50:29,92,5,2005-07-30 22:23:29,2
127,5,2,3.99,2005-07-28 08:43:39,7829,2005-07-28 08:43:39,111,5,2005-08-04 14:33:39,1
128,5,1,2.99,2005-07-29 01:11:23,8263,2005-07-29 01:11:23,28,5,2005-07-31 01:53:23,2
129,5,1,1.99,2005-07-30 04:14:28,8978,2005-07-30 04:14:28,711,5,2005-08-06 09:08:28,1
130,5,1,4.99,2005-07-30 23:52:30,9493,2005-07-30 23:52:30,1522,5,2005-08-08 05:22:30,1
131,5,1,3.99,2005-07-31 14:00:53,9888,2005-07-31 14:00:53,4400,5,2005-08-08 18:51:53,2
132,5,2,4.99,2005-08-01 14:48:45,10609,2005-08-01 14:48:45,2587,5,2005-08-04 13:41:45,2
133,5,1,0.99,2005-08-01 15:27:10,10625,2005-08-01 15:27:10,3022,5,2005-08-02 13:16:10,1
134,5,2,4.99,2005-08-02 04:56:45,11001,2005-08-02 04:56:45,3701,5,2005-08-11 08:04:45,1
135,5,1,4.99,2005-08-02 10:50:06,11179,2005-08-02 10:50:06,4376,5,2005-08-04 05:24:06,1
136,5,2,3.99,2005-08-17 16:28:53,11930,2005-08-17 16:28:53,1299,5,2005-08-25 10:31:53,1
137,5,1,9.99,2005-08-18 00:10:04,12145,2005-08-18 00:10:04,3482,5,2005-08-26 00:51:04,1
138,5,1,2.99,2005-08-19 00:24:08,12797,2005-08-19 00:24:08,1595,5,2005-08-21 22:53:08,2
139,5,1,1.99,2005-08-19 09:45:41,13063,2005-08-19 09:45:41,1192,5,2005-08-24 09:11:41,2
140,5,2,0.99,2005-08-20 15:16:18,13877,2005-08-20 15:16:18,3387,5,2005-08-22 18:20:18,1
141,5,2,6.99,2005-08-20 22:13:59,14053,2005-08-20 22:13:59,2177,5,2005-08-26 20:50:59,2
142,5,1,6.99,2005-08-21 11:31:11,14430,2005-08-21 11:31:11,2623,5,2005-08-26 06:29:11,1
143,5,2,2.99,2005-08-21 14:02:50,14494,2005-08-21 14:02:50,169,5,2005-08-22 16:45:50,2
144,5,2,0.99,2005-08-22 17:37:02,15232,2005-08-22 17:37:02,61,5,2005-08-25 18:45:02,1
145,5,2,0.99,2006-02-14 15:16:03,13209,2006-02-14 15:16:03,1574,5,None,2
146,6,2,4.99,2005-05-25 08:43:32,57,2005-05-25 08:43:32,3938,6,2005-05-29 06:42:32,2
147,6,1,2.99,2005-05-28 11:09:14,577,2005-05-28 11:09:14,375,6,2005-06-01 13:27:14,2
148,6,2,0.99,2005-05-30 11:25:01,916,2005-05-30 11:25:01,1290,6,2005-05-31 09:06:01,1
149,6,1,3.99,2005-06-16 03:41:38,1575,2005-06-16 03:41:38,3317,6,2005-06-22 03:01:38,2
150,6,2,2.99,2005-06-16 23:44:13,1841,2005-06-16 23:44:13,2363,6,2005-06-22 04:09:13,1
151,6,1,0.99,2005-06-17 09:19:45,1966,2005-06-17 09:19:45,2085,6,2005-06-20 11:19:45,1
152,6,1,0.99,2005-06-18 12:03:23,2345,2005-06-18 12:03:23,1818,6,2005-06-22 14:25:23,2
153,6,2,0.99,2005-07-06 23:14:21,3983,2005-07-06 23:14:21,1261,6,2005-07-12 17:55:21,2
154,6,2,2.99,2005-07-07 14:53:24,4278,2005-07-07 14:53:24,3693,6,2005-07-13 14:21:24,2
155,6,1,0.99,2005-07-10 03:03:35,5553,2005-07-10 03:03:35,1686,6,2005-07-14 07:49:35,2
156,6,2,5.99,2005-07-11 12:39:01,6211,2005-07-11 12:39:01,2699,6,2005-07-20 15:59:01,2
157,6,1,7.99,2005-07-11 15:01:54,6248,2005-07-11 15:01:54,2686,6,2005-07-19 16:58:54,1
158,6,2,0.99,2005-07-12 12:18:38,6686,2005-07-12 12:18:38,3804,6,2005-07-13 17:56:38,2
159,6,2,2.99,2005-07-27 05:03:44,7099,2005-07-27 05:03:44,3136,6,2005-07-29 00:12:44,2
160,6,2,2.99,2005-07-27 06:38:25,7136,2005-07-27 06:38:25,1929,6,2005-08-03 05:13:25,1
161,6,1,0.99,2005-07-28 18:47:23,8101,2005-07-28 18:47:23,731,6,2005-07-31 16:23:23,1
162,6,1,2.99,2005-08-01 03:13:39,10271,2005-08-01 03:13:39,3692,6,2005-08-07 23:40:39,1
163,6,1,2.99,2005-08-02 05:36:38,11023,2005-08-02 05:36:38,3617,6,2005-08-10 05:39:38,1
164,6,1,3.99,2005-08-02 18:55:15,11398,2005-08-02 18:55:15,3952,6,2005-08-10 19:50:15,2
165,6,1,6.99,2005-08-17 02:29:41,11591,2005-08-17 02:29:41,1670,6,2005-08-23 20:47:41,1
166,6,1,0.99,2005-08-17 08:12:20,11727,2005-08-17 08:12:20,98,6,2005-08-19 12:45:20,1
167,6,1,0.99,2005-08-17 13:39:32,11853,2005-08-17 13:39:32,3888,6,2005-08-23 18:44:32,2
168,6,2,2.99,2005-08-18 04:05:29,12254,2005-08-18 04:05:29,2858,6,2005-08-23 04:17:29,1
169,6,2,6.99,2005-08-20 00:18:25,13451,2005-08-20 00:18:25,3837,6,2005-08-29 01:08:25,1
170,6,1,7.99,2005-08-21 08:22:56,14329,2005-08-21 08:22:56,3544,6,2005-08-28 02:22:56,2
171,6,1,4.99,2005-08-21 09:49:28,14377,2005-08-21 09:49:28,1325,6,2005-08-29 13:34:28,1
172,6,1,5.99,2005-08-23 02:51:24,15509,2005-08-23 02:51:24,1291,6,2005-08-31 06:21:24,2
173,6,2,0.99,2005-08-23 06:41:32,15603,2005-08-23 06:41:32,2565,6,2005-08-28 08:51:32,1
174,7,2,5.99,2005-05-25 06:04:08,46,2005-05-25 06:04:08,3318,7,2005-06-02 08:18:08,2
175,7,2,0.99,2005-05-25 19:30:46,117,2005-05-25 19:30:46,4278,7,2005-05-31 23:59:46,2
176,7,2,2.99,2005-05-29 09:27:00,748,2005-05-29 09:27:00,2803,7,2005-06-03 04:25:00,1
177,7,1,4.99,2005-05-30 21:07:15,975,2005-05-30 21:07:15,3109,7,2005-06-03 01:48:15,2
178,7,1,5.99,2005-05-31 08:44:29,1063,2005-05-31 08:44:29,2484,7,2005-06-09 08:00:29,1
179,7,2,0.99,2005-06-16 21:06:00,1810,2005-06-16 21:06:00,2368,7,2005-06-21 21:24:00,1
180,7,1,2.99,2005-06-18 05:03:36,2250,2005-06-18 05:03:36,4042,7,2005-06-22 02:25:36,2
181,7,1,0.99,2005-06-19 14:00:26,2709,2005-06-19 14:00:26,2877,7,2005-06-23 14:56:26,2
182,7,1,4.99,2005-06-20 01:50:56,2888,2005-06-20 01:50:56,468,7,2005-06-22 05:05:56,2
183,7,1,0.99,2005-06-20 10:11:53,3007,2005-06-20 10:11:53,1950,7,2005-06-25 04:51:53,2
184,7,2,5.99,2005-07-06 07:09:17,3639,2005-07-06 07:09:17,2812,7,2005-07-15 05:12:17,2
185,7,2,2.99,2005-07-07 13:22:20,4238,2005-07-07 13:22:20,3024,7,2005-07-10 07:44:20,2
186,7,2,5.99,2005-07-08 16:16:04,4787,2005-07-08 16:16:04,3929,7,2005-07-14 18:02:04,2
187,7,1,4.99,2005-07-08 18:47:38,4856,2005-07-08 18:47:38,2441,7,2005-07-13 15:02:38,2
188,7,1,8.99,2005-07-09 21:52:05,5441,2005-07-09 21:52:05,3913,7,2005-07-17 02:54:05,1
189,7,1,7.99,2005-07-10 21:35:12,5921,2005-07-10 21:35:12,3920,7,2005-07-18 19:59:12,1
190,7,1,1.99,2005-07-11 10:36:28,6174,2005-07-11 10:36:28,3123,7,2005-07-18 16:19:28,2
191,7,1,2.99,2005-07-11 17:30:58,6295,2005-07-11 17:30:58,1393,7,2005-07-15 15:50:58,1
192,7,2,3.99,2005-07-12 15:17:42,6761,2005-07-12 15:17:42,3645,7,2005-07-18 17:59:42,2
193,7,2,5.99,2005-07-29 07:02:55,8422,2005-07-29 07:02:55,3104,7,2005-08-03 12:35:55,1
194,7,2,7.99,2005-07-31 04:30:03,9624,2005-07-31 04:30:03,3480,7,2005-08-06 09:13:03,1
195,7,2,6.99,2005-08-01 04:57:04,10330,2005-08-01 04:57:04,1580,7,2005-08-07 23:00:04,2
196,7,1,5.99,2005-08-01 08:19:53,10423,2005-08-01 08:19:53,739,7,2005-08-08 10:25:53,1
197,7,1,4.99,2005-08-01 11:39:26,10514,2005-08-01 11:39:26,1512,7,2005-08-03 07:53:26,2
198,7,2,4.99,2005-08-01 15:52:00,10644,2005-08-01 15:52:00,4374,7,2005-08-08 16:08:00,1
199,7,2,3.99,2005-08-02 04:40:54,10989,2005-08-02 04:40:54,2272,7,2005-08-09 03:39:54,2
200,7,2,7.99,2005-08-17 00:51:32,11542,2005-08-17 00:51:32,2155,7,2005-08-24 20:29:32,2
201,7,1,8.99,2005-08-18 07:57:14,12367,2005-08-18 07:57:14,1822,7,2005-08-27 07:07:14,2
202,7,1,2.99,2005-08-18 21:55:01,12730,2005-08-18 21:55:01,75,7,2005-08-22 01:23:01,1
203,7,2,2.99,2005-08-19 21:23:31,13373,2005-08-19 21:23:31,4045,7,2005-08-25 22:38:31,1
204,7,1,2.99,2005-08-20 01:06:04,13476,2005-08-20 01:06:04,2866,7,2005-08-24 23:56:04,1
205,7,1,0.99,2005-08-20 05:53:31,13594,2005-08-20 05:53:31,3424,7,2005-08-23 09:01:31,1
206,7,1,5.99,2005-08-21 04:49:48,14222,2005-08-21 04:49:48,714,7,2005-08-25 05:34:48,2
207,8,2,6.99,2005-05-30 03:43:54,866,2005-05-30 03:43:54,2867,8,2005-06-08 04:28:54,1
208,8,2,2.99,2005-06-15 09:59:16,1305,2005-06-15 09:59:16,187,8,2005-06-19 09:48:16,2
209,8,1,5.99,2005-06-17 18:21:35,2095,2005-06-17 18:21:35,1907,8,2005-06-23 23:49:35,2
210,8,2,4.99,2005-06-20 17:57:47,3114,2005-06-20 17:57:47,2388,8,2005-06-21 19:18:47,2
211,8,1,5.99,2005-07-05 23:01:21,3475,2005-07-05 23:01:21,2189,8,2005-07-13 23:07:21,2
212,8,1,0.99,2005-07-07 00:09:02,4003,2005-07-07 00:09:02,4054,8,2005-07-08 04:27:02,1
213,8,2,2.99,2005-07-07 10:02:03,4175,2005-07-07 10:02:03,1979,8,2005-07-10 06:09:03,2
214,8,2,3.99,2005-07-07 21:47:29,4409,2005-07-07 21:47:29,3153,8,2005-07-11 20:14:29,2
215,8,1,3.99,2005-07-08 02:17:12,4503,2005-07-08 02:17:12,1503,8,2005-07-13 08:12:12,1
216,8,1,2.99,2005-07-09 15:40:46,5300,2005-07-09 15:40:46,2520,8,2005-07-15 13:46:46,1
217,8,2,2.99,2005-07-09 17:13:23,5341,2005-07-09 17:13:23,2522,8,2005-07-14 18:11:23,2
218,8,1,4.99,2005-07-11 21:39:46,6375,2005-07-11 21:39:46,1936,8,2005-07-18 02:12:46,2
219,8,1,0.99,2005-07-12 10:43:53,6647,2005-07-12 10:43:53,1841,8,2005-07-14 05:37:53,1
220,8,1,1.99,2005-07-29 21:42:49,8809,2005-07-29 21:42:49,3278,8,2005-08-04 01:13:49,1
221,8,2,2.99,2005-07-31 04:54:43,9629,2005-07-31 04:54:43,2773,8,2005-08-02 08:36:43,1
222,8,2,0.99,2005-07-31 22:08:29,10141,2005-07-31 22:08:29,8,8,2005-08-06 16:59:29,1
223,8,2,2.99,2005-08-01 13:05:35,10561,2005-08-01 13:05:35,2195,8,2005-08-04 08:34:35,2
224,8,1,9.99,2005-08-02 13:04:12,11232,2005-08-02 13:04:12,971,8,2005-08-10 15:39:12,1
225,8,2,2.99,2005-08-02 14:42:45,11284,2005-08-02 14:42:45,172,8,2005-08-04 11:55:45,2
226,8,1,2.99,2005-08-18 17:16:01,12613,2005-08-18 17:16:01,3877,8,2005-08-23 18:40:01,2
227,8,1,0.99,2005-08-21 01:07:11,14114,2005-08-21 01:07:11,2270,8,2005-08-24 20:33:11,1
228,8,1,7.99,2005-08-22 22:09:09,15374,2005-08-22 22:09:09,4275,8,2005-08-31 01:10:09,1
229,8,1,2.99,2005-08-23 13:05:10,15764,2005-08-23 13:05:10,2937,8,2005-08-25 16:15:10,1
230,8,1,4.99,2005-08-23 14:31:19,15805,2005-08-23 14:31:19,4511,8,2005-08-25 19:01:19,2
231,9,2,4.99,2005-05-27 05:01:28,350,2005-05-27 05:01:28,2756,9,2005-06-04 05:01:28,2
232,9,2,0.99,2005-05-30 05:48:59,877,2005-05-30 05:48:59,886,9,2005-06-02 09:30:59,1
233,9,2,4.99,2005-05-31 10:13:34,1075,2005-05-31 10:13:34,2279,9,2005-06-09 08:11:34,1
234,9,2,7.99,2005-06-20 19:59:28,3142,2005-06-20 19:59:28,3926,9,2005-06-28 19:51:28,2
235,9,2,4.99,2005-06-21 04:08:43,3262,2005-06-21 04:08:43,3773,9,2005-06-28 02:55:43,1
236,9,1,2.99,2005-07-07 23:37:00,4454,2005-07-07 23:37:00,1395,9,2005-07-11 02:30:00,1
