artist,tag,count,last_updated
1,22049,1,2013-09-18 22:03:10.347486+02
1,22115,1,2013-09-18 22:03:10.347486+02
1,22417,1,2013-09-18 22:03:10.347486+02
1,22980,1,2013-09-18 22:03:10.347486+02
1,22988,1,2013-09-18 22:03:10.347486+02
1,23006,1,2013-09-18 22:03:10.347486+02
1,24629,1,2013-09-18 22:03:10.347486+02
1,24879,2,2013-09-18 22:03:10.347486+02
1,24916,1,2013-09-18 22:03:10.347486+02
1,25084,1,2013-09-18 22:03:10.347486+02
1,25183,1,2013-09-18 22:03:10.347486+02
1,25310,1,2013-09-18 22:03:10.347486+02
1,25319,1,2013-09-18 22:03:10.347486+02
1,25354,1,2013-09-18 22:03:10.347486+02
1,25515,1,2013-09-18 22:03:10.347486+02
1,26163,1,2013-09-18 22:03:10.347486+02
1,26303,1,2013-09-18 22:03:10.347486+02
1,26364,1,2013-09-18 22:03:10.347486+02
1,26517,1,2013-09-18 22:03:10.347486+02
1,26541,1,2013-09-18 22:03:10.347486+02
1,26701,1,2013-09-18 22:03:10.347486+02
1,26817,1,2013-09-18 22:03:10.347486+02
1,26952,1,2013-09-18 22:03:10.347486+02
1,26979,1,2013-09-18 22:03:10.347486+02
1,27040,2,2013-09-18 22:03:10.347486+02
1,27124,1,2013-09-18 22:03:10.347486+02
1,27555,1,2013-09-18 22:03:10.347486+02
1,27719,1,2013-09-18 22:03:10.347486+02
1,27790,1,2013-09-18 22:03:10.347486+02
1,28180,1,2013-09-18 22:03:10.347486+02
1,28196,1,2013-09-18 22:03:10.347486+02
1,28239,1,2013-09-18 22:03:10.347486+02
1,28541,1,2013-09-18 22:03:10.347486+02
1,29010,1,2013-09-18 22:03:10.347486+02
1,29105,1,2013-09-18 22:03:10.347486+02
1,29564,1,2013-09-18 22:03:10.347486+02
1,29622,1,2013-09-18 22:03:10.347486+02
1,30743,1,2013-09-18 22:03:10.347486+02
1,30882,1,2013-09-18 22:03:10.347486+02
1,31237,1,2013-09-18 22:03:10.347486+02
1,31238,1,2013-09-18 22:03:10.347486+02
1,31239,1,2013-09-18 22:03:10.347486+02
1,31240,1,2013-09-18 22:03:10.347486+02
1,31241,1,2013-09-18 22:03:10.347486+02
1,31283,1,2013-09-18 22:03:10.347486+02
1,31307,1,2013-09-18 22:03:10.347486+02
1,31417,1,2013-09-18 22:03:10.347486+02
1,32165,1,2013-09-18 22:03:10.347486+02
1,32813,1,2013-09-18 22:03:10.347486+02
1,32977,1,2013-09-18 22:03:10.347486+02
1,33633,1,2013-09-18 22:03:10.347486+02
1,33801,1,2013-09-18 22:03:10.347486+02
1,34199,1,2013-09-18 22:03:10.347486+02
1,34625,1,2013-09-18 22:03:10.347486+02
1,34659,1,2013-09-18 22:03:10.347486+02
1,34674,1,2013-09-18 22:03:10.347486+02
1,34768,1,2013-09-18 22:03:10.347486+02
1,35578,1,2013-09-18 22:03:10.347486+02
1,35826,1,2013-09-18 22:03:10.347486+02
1,35891,1,2013-09-18 22:03:10.347486+02
1,36469,1,2013-09-18 22:03:10.347486+02
1,36836,1,2013-09-18 22:03:10.347486+02
1,38356,1,2013-09-18 22:03:10.347486+02
1,38646,1,2013-09-18 22:03:10.347486+02
1,38723,1,2013-09-18 22:03:10.347486+02
1,38930,1,2013-09-18 22:03:10.347486+02
1,39322,1,2013-09-18 22:03:10.347486+02
1,39524,1,2013-09-18 22:03:10.347486+02
1,40902,1,2013-09-18 22:03:10.347486+02
1,41170,1,2013-09-18 22:03:10.347486+02
1,41275,1,2013-09-18 22:03:10.347486+02
1,49418,1,2013-09-18 22:03:10.347486+02
1,50548,1,2013-09-18 22:03:10.347486+02
1,53977,1,2013-09-18 22:03:10.347486+02
1,53978,1,2013-09-18 22:03:10.347486+02
1,53979,1,2013-09-18 22:03:10.347486+02
1,57433,1,2013-09-18 22:03:10.347486+02
1,59048,1,2013-09-18 22:03:10.347486+02
1,61261,1,2013-09-18 22:03:10.347486+02
22429,111,1,2011-05-16 16:57:06.530063+02
22429,150,1,2011-05-16 16:57:06.530063+02
22429,235,1,2011-05-16 16:57:06.530063+02
22429,4665,1,2011-05-16 16:57:06.530063+02
3527,7,2,2011-05-16 16:57:06.530063+02
3527,37,1,2011-05-28 23:08:27.405384+02
3527,41,1,2011-05-28 23:08:27.405384+02
3527,43,4,2013-01-29 20:47:35.157369+01
3527,61,1,2011-05-28 23:08:27.405384+02
3527,91,1,2013-01-29 20:47:35.157369+01
3527,92,3,2011-05-28 23:08:27.405384+02
3527,171,2,2011-05-16 16:57:06.530063+02
3527,237,1,2011-05-28 23:08:44.808248+02
3527,271,2,2011-05-16 16:57:06.530063+02
3527,745,3,2011-05-28 23:08:27.405384+02
3527,1074,1,2011-05-16 16:57:06.530063+02
3527,1753,1,2011-05-28 23:08:44.808248+02
3527,3754,1,2011-05-28 23:08:27.405384+02
3527,4663,1,2011-05-16 16:57:06.530063+02
3527,5244,1,2011-05-28 23:08:44.808248+02
3527,6266,1,2011-05-16 16:57:06.530063+02
3527,27127,1,2011-05-28 23:08:27.405384+02
3527,31003,1,2011-05-28 23:08:27.405384+02
3527,33642,1,2011-05-28 23:08:27.405384+02
3527,44213,1,2012-03-23 20:18:55.190651+01
118458,1031,1,2011-05-16 16:57:06.530063+02
118458,1498,1,2011-05-16 16:57:06.530063+02
186889,532,1,2013-01-30 23:01:01.771925+01
232365,29,2,2011-05-16 16:57:06.530063+02
232365,171,1,2011-05-16 16:57:06.530063+02
232365,237,1,2011-05-16 16:57:06.530063+02
79302,127,1,2011-05-16 16:57:06.530063+02
77158,7,1,2011-05-16 16:57:06.530063+02
77158,111,1,2011-05-16 16:57:06.530063+02
77158,171,1,2011-05-16 16:57:06.530063+02
77158,237,1,2011-05-16 16:57:06.530063+02
77158,273,1,2011-05-16 16:57:06.530063+02
77158,280,1,2011-05-16 16:57:06.530063+02
77158,284,1,2012-08-07 09:43:33.007632+02
77158,748,1,2011-05-16 16:57:06.530063+02
77158,1078,1,2012-08-07 09:43:33.007632+02
77158,1122,1,2011-05-16 16:57:06.530063+02
77158,4662,1,2011-05-16 16:57:06.530063+02
618958,26,1,2013-09-09 19:19:44.466832+02
1151,91,1,2011-05-16 16:57:06.530063+02
1151,1074,1,2011-05-16 16:57:06.530063+02
10971,68,1,2011-05-16 16:57:06.530063+02
10971,92,2,2011-05-16 16:57:06.530063+02
707464,50092,1,2012-09-05 12:57:40.51381+02
360,7,1,2011-05-16 16:57:06.530063+02
360,20,1,2011-05-16 16:57:06.530063+02
360,111,1,2011-05-16 16:57:06.530063+02
360,156,1,2011-05-16 16:57:06.530063+02
360,562,1,2011-05-16 16:57:06.530063+02
360,1102,1,2011-05-16 16:57:06.530063+02
360,1147,1,2011-05-16 16:57:06.530063+02
11340,4663,1,2012-01-17 22:05:31.232895+01
33866,29,1,2011-05-16 16:57:06.530063+02
33866,4663,1,2011-05-16 16:57:06.530063+02
53232,7,1,2011-05-16 16:57:06.530063+02
53232,271,1,2011-05-16 16:57:06.530063+02
53232,712,2,2011-05-16 16:57:06.530063+02
53232,720,2,2011-05-16 16:57:06.530063+02
608372,26,1,2013-08-08 14:29:01.130953+02
1366,7,1,2011-05-16 16:57:06.530063+02
1366,171,1,2011-05-16 16:57:06.530063+02
1366,237,1,2011-05-16 16:57:06.530063+02
1366,452,1,2011-05-16 16:57:06.530063+02
1366,4663,1,2011-05-16 16:57:06.530063+02
84,111,1,2011-05-16 16:57:06.530063+02
84,150,1,2011-05-16 16:57:06.530063+02
84,235,1,2012-07-26 17:29:57.0302+02
84,553,1,2011-05-16 16:57:06.530063+02
84,1102,2,2012-07-26 17:31:33.101244+02
84,2976,1,2011-05-16 16:57:06.530063+02
84,4662,1,2011-05-16 16:57:06.530063+02
3214,32,2,2012-09-28 18:30:22.681036+02
3214,104,2,2011-05-16 16:57:06.530063+02
3214,166,1,2012-09-28 18:30:22.681036+02
3214,1174,1,2011-05-16 16:57:06.530063+02
3214,1259,1,2011-05-16 16:57:06.530063+02
3214,2680,1,2012-08-08 07:49:59.571547+02
3214,5878,1,2012-08-08 07:49:59.571547+02
3214,43886,1,2012-01-28 13:02:02.27231+01
14839,7,1,2011-05-16 16:57:06.530063+02
14839,111,1,2011-05-16 16:57:06.530063+02
14839,127,1,2011-05-16 16:57:06.530063+02
14839,720,1,2011-05-16 16:57:06.530063+02
14839,781,1,2011-05-16 16:57:06.530063+02
31292,7,2,2012-01-12 20:59:09.527195+01
31292,11,1,2012-01-12 20:59:09.527195+01
31292,20,1,2012-01-12 20:14:52.385404+01
31292,76,1,2011-05-16 16:57:06.530063+02
31292,284,2,2012-01-12 20:59:09.527195+01
31292,368,3,2012-01-12 20:59:09.527195+01
31292,564,1,2012-01-12 20:59:09.527195+01
31292,1600,1,2011-05-16 16:57:06.530063+02
31292,4666,1,2011-05-16 16:57:06.530063+02
15883,7,1,2011-05-16 16:57:06.530063+02
15883,43,1,2011-05-16 16:57:06.530063+02
15883,92,1,2011-05-16 16:57:06.530063+02
15883,111,1,2011-05-16 16:57:06.530063+02
15883,271,1,2011-05-16 16:57:06.530063+02
15883,518,1,2011-05-16 16:57:06.530063+02
15883,7473,1,2011-05-16 16:57:06.530063+02
9503,267,1,2012-10-23 23:08:41.796813+02
2778,7,1,2011-05-16 16:57:06.530063+02
2778,29,1,2011-05-16 16:57:06.530063+02
2778,171,1,2011-05-16 16:57:06.530063+02
2778,237,1,2011-05-16 16:57:06.530063+02
2778,1391,1,2011-05-16 16:57:06.530063+02
2778,4663,1,2011-05-16 16:57:06.530063+02
113298,7,1,2012-01-12 21:04:10.088622+01
113298,20,2,2012-01-12 21:04:10.088622+01
113298,171,1,2012-01-12 21:04:10.088622+01
113298,284,2,2012-08-07 16:58:12.135253+02
113298,537,2,2012-01-12 21:04:10.088622+01
113298,564,1,2012-01-12 21:04:10.088622+01
113298,1140,1,2011-05-16 16:57:06.530063+02
113298,1222,1,2012-08-07 16:58:12.135253+02
113298,4662,1,2011-05-16 16:57:06.530063+02
105725,21,2,2013-07-10 22:01:24.511643+02
105725,100,1,2013-07-10 22:01:24.511643+02
962,19,1,2012-03-30 08:07:14.99138+02
962,111,1,2012-03-30 08:07:14.99138+02
962,303,1,2012-03-30 08:07:14.99138+02
962,609,2,2012-08-07 09:09:06.984676+02
962,657,1,2012-03-30 08:07:14.99138+02
962,2623,1,2012-03-30 08:07:14.99138+02
962,4668,1,2012-03-30 08:07:14.99138+02
962,32608,1,2012-08-07 09:09:06.984676+02
962,36770,1,2012-03-30 08:07:14.99138+02
962,37615,1,2012-03-30 08:07:14.99138+02
962,37624,1,2012-03-30 08:07:14.99138+02
962,39075,1,2012-03-30 08:07:14.99138+02
1660,43,7,2013-01-29 20:12:12.892516+01
1660,92,1,2011-05-16 16:57:06.530063+02
1660,171,2,2011-05-16 16:57:06.530063+02
1660,271,1,2012-08-07 17:07:44.833508+02
1660,745,1,2012-04-11 23:56:14.293336+02
1660,4663,1,2011-05-16 16:57:06.530063+02
37921,1121,1,2012-09-06 14:07:33.727652+02
37921,27024,1,2012-09-06 14:07:33.727652+02
807984,22562,1,2011-07-02 19:00:14.48454+02
807984,28946,1,2011-07-02 19:00:14.48454+02
807984,37226,1,2011-07-02 19:00:14.48454+02
807984,37227,1,2011-07-02 19:00:14.48454+02
807984,37228,1,2011-07-02 19:00:14.48454+02
807984,37229,1,2011-07-02 19:00:14.48454+02
807984,37230,1,2011-07-02 19:00:14.48454+02
807984,37231,1,2011-07-02 19:00:14.48454+02
807984,37232,1,2011-07-02 19:00:14.48454+02
807984,37233,1,2011-07-02 19:00:14.48454+02
807984,37234,1,2011-07-02 19:00:14.48454+02
807984,37235,1,2011-07-02 19:00:14.48454+02
807984,37236,1,2011-07-02 19:00:14.48454+02
807984,37237,1,2011-07-02 19:00:14.48454+02
222898,69,1,2011-05-16 16:57:06.530063+02
222898,2548,1,2011-05-16 16:57:06.530063+02
48543,69,1,2011-05-16 16:57:06.530063+02
199457,75,2,2012-01-30 00:54:47.199075+01
2043,4666,1,2011-05-16 16:57:06.530063+02
489,7,1,2011-05-16 16:57:06.530063+02
489,111,1,2011-05-16 16:57:06.530063+02
489,709,1,2011-05-16 16:57:06.530063+02
489,712,1,2011-05-16 16:57:06.530063+02
489,1229,1,2011-05-16 16:57:06.530063+02
9811,69,1,2013-05-12 13:02:35.575501+02
9811,2216,1,2013-05-12 13:02:35.575501+02
319,76,1,2011-05-16 16:57:06.530063+02
319,171,1,2011-05-16 16:57:06.530063+02
319,237,1,2011-05-16 16:57:06.530063+02
319,1365,1,2012-08-07 16:30:37.214285+02
319,1391,1,2011-05-16 16:57:06.530063+02
319,1753,1,2013-01-04 21:57:33.045926+01
319,2655,1,2011-05-16 16:57:06.530063+02
319,2828,1,2013-01-04 21:57:33.045926+01
319,4665,1,2011-05-16 16:57:06.530063+02
319,36128,1,2012-08-07 16:30:37.214285+02
