film_id,attore_id,nome,cognome
141,195,JAYNE,SILVERSTONE
509,140,WHOOPI,HURT
966,146,ALBERT,JOHANSSON
719,139,EWAN,GOODING
147,26,RIP,CRAWFORD
121,162,OPRAH,KILMER
165,20,LUCILLE,TRACY
133,29,ALEC,WAYNE
245,115,HARRISON,BALE
637,7,GRACE,MOSTEL
594,15,CUBA,OLIVIER
665,185,MICHAEL,BOLGER
223,123,JULIANNE,DENCH
303,198,MARY,KEITEL
414,136,ED,MANSFIELD
728,12,KARL,BERRY
395,125,ALBERT,NOLTE
476,39,GOLDIE,BRODY
327,50,NATALIE,HOPKINS
381,119,WARREN,JACKMAN
779,41,JODIE,DEGENERES
773,188,ROCK,DUKAKIS
182,19,BOB,FAWCETT
446,123,JULIANNE,DENCH
34,126,FRANCES,TOMEI
354,94,KENNETH,TORN
220,155,IAN,TANDY
207,95,DARYL,WAHLBERG
694,65,ANGELA,HUDSON
473,144,ANGELA,WITHERSPOON
914,25,KEVIN,BLOOM
88,135,RITA,REYNOLDS
600,36,BURT,DUKAKIS
608,142,JADA,RYDER
771,19,BOB,FAWCETT
474,56,DAN,HARRIS
574,184,HUMPHREY,GARLAND
172,47,JULIA,BARRYMORE
8,138,LUCILLE,DEE
235,173,ALAN,DREYFUSS
386,134,GENE,HOPKINS
342,151,GEOFFREY,HESTON
872,171,OLYMPIA,PFEIFFER
964,70,MICHELLE,MCCONAUGHEY
752,197,REESE,WEST
732,180,JEFF,SILVERSTONE
362,61,CHRISTIAN,NEESON
906,26,RIP,CRAWFORD
990,105,SIDNEY,CROWE
529,84,JAMES,PITT
478,17,HELEN,VOIGHT
87,30,SANDRA,PECK
543,85,MINNIE,ZELLWEGER
620,88,KENNETH,PESCI
826,129,DARYL,CRAWFORD
335,64,RAY,JOHANSSON
842,23,SANDRA,KILMER
643,20,LUCILLE,TRACY
379,198,MARY,KEITEL
636,99,JIM,MOSTEL
474,136,ED,MANSFIELD
379,173,ALAN,DREYFUSS
926,117,RENEE,TRACY
230,66,MARY,TANDY
536,14,VIVIEN,BERGEN
245,25,KEVIN,BLOOM
54,190,AUDREY,BAILEY
164,162,OPRAH,KILMER
699,111,CAMERON,ZELLWEGER
285,150,JAYNE,NOLTE
528,13,UMA,WOOD
513,19,BOB,FAWCETT
745,198,MARY,KEITEL
663,20,LUCILLE,TRACY
796,99,JIM,MOSTEL
324,196,BELA,WALKEN
158,105,SIDNEY,CROWE
599,140,WHOOPI,HURT
463,104,PENELOPE,CRONYN
167,117,RENEE,TRACY
762,144,ANGELA,WITHERSPOON
19,27,JULIA,MCQUEEN
992,100,SPENCER,DEPP
675,106,GROUCHO,DUNST
901,45,REESE,KILMER
817,198,MARY,KEITEL
307,55,FAY,KILMER
347,68,RIP,WINSLET
273,27,JULIA,MCQUEEN
899,189,CUBA,BIRCH
644,59,DUSTIN,TAUTOU
429,125,ALBERT,NOLTE
217,7,GRACE,MOSTEL
653,161,HARVEY,HOPE
317,71,ADAM,GRANT
588,134,GENE,HOPKINS
351,133,RICHARD,PENN
529,69,KENNETH,PALTROW
506,64,RAY,JOHANSSON
920,21,KIRSTEN,PALTROW
892,139,EWAN,GOODING
990,62,JAYNE,NEESON
143,82,WOODY,JOLIE
674,41,JODIE,DEGENERES
955,146,ALBERT,JOHANSSON
862,183,RUSSELL,CLOSE
502,57,JUDE,CRUISE
892,123,JULIANNE,DENCH
821,143,RIVER,DEAN
475,14,VIVIEN,BERGEN
84,99,JIM,MOSTEL
553,127,KEVIN,GARLAND
2,19,BOB,FAWCETT
874,181,MATTHEW,CARREY
989,94,KENNETH,TORN
971,3,ED,CHASE
696,128,CATE,MCQUEEN
112,140,WHOOPI,HURT
736,140,WHOOPI,HURT
713,131,JANE,JACKMAN
597,129,DARYL,CRAWFORD
188,168,WILL,WILSON
993,51,GARY,PHOENIX
671,128,CATE,MCQUEEN
921,131,JANE,JACKMAN
224,77,CARY,MCCONAUGHEY
161,43,KIRK,JOVOVICH
551,94,KENNETH,TORN
978,101,SUSAN,DAVIS
38,46,PARKER,GOLDBERG
721,108,WARREN,NOLTE
795,196,BELA,WALKEN
109,44,NICK,STALLONE
853,174,MICHAEL,BENING
111,154,MERYL,GIBSON
471,129,DARYL,CRAWFORD
102,158,VIVIEN,BASINGER
508,138,LUCILLE,DEE
284,121,LIZA,BERGMAN
326,40,JOHNNY,CAGE
149,120,PENELOPE,MONROE
133,133,RICHARD,PENN
164,144,ANGELA,WITHERSPOON
620,99,JIM,MOSTEL
591,175,WILLIAM,HACKMAN
64,124,SCARLETT,BENING
469,49,ANNE,CRONYN
195,8,MATTHEW,JOHANSSON
662,92,KIRSTEN,AKROYD
832,64,RAY,JOHANSSON
766,7,GRACE,MOSTEL
983,186,JULIA,ZELLWEGER
86,177,GENE,MCKELLEN
542,122,SALMA,NOLTE
430,107,GINA,DEGENERES
483,22,ELVIS,MARX
650,184,HUMPHREY,GARLAND
959,184,HUMPHREY,GARLAND
889,9,JOE,SWANK
190,150,JAYNE,NOLTE
32,168,WILL,WILSON
538,46,PARKER,GOLDBERG
695,182,DEBBIE,AKROYD
887,84,JAMES,PITT
205,8,MATTHEW,JOHANSSON
648,186,JULIA,ZELLWEGER
497,82,WOODY,JOLIE
649,119,WARREN,JACKMAN
606,39,GOLDIE,BRODY
691,197,REESE,WEST
399,106,GROUCHO,DUNST
521,94,KENNETH,TORN
602,58,CHRISTIAN,AKROYD
40,79,MAE,HOFFMAN
382,127,KEVIN,GARLAND
69,80,RALPH,CRUZ
317,37,VAL,BOLGER
673,19,BOB,FAWCETT
242,82,WOODY,JOLIE
172,18,DAN,TORN
951,62,JAYNE,NEESON
750,51,GARY,PHOENIX
107,40,JOHNNY,CAGE
797,45,REESE,KILMER
877,125,ALBERT,NOLTE
253,60,HENRY,BERRY
365,149,RUSSELL,TEMPLE
248,152,BEN,HARRIS
90,161,HARVEY,HOPE
873,17,HELEN,VOIGHT
96,52,CARMEN,HUNT
154,145,KIM,ALLEN
617,101,SUSAN,DAVIS
723,113,MORGAN,HOPKINS
410,89,CHARLIZE,DENCH
427,155,IAN,TANDY
548,86,GREG,CHAPLIN
821,152,BEN,HARRIS
858,106,GROUCHO,DUNST
687,42,TOM,MIRANDA
326,166,NICK,DEGENERES
63,56,DAN,HARRIS
337,117,RENEE,TRACY
87,190,AUDREY,BAILEY
226,148,EMILY,DEE
13,176,JON,CHASE
865,112,RUSSELL,BACALL
234,76,ANGELINA,ASTAIRE
7,99,JIM,MOSTEL
616,158,VIVIEN,BASINGER
771,121,LIZA,BERGMAN
5,200,THORA,TEMPLE
208,108,WARREN,NOLTE
835,40,JOHNNY,CAGE
324,182,DEBBIE,AKROYD
200,102,WALTER,TORN
659,174,MICHAEL,BENING
347,164,HUMPHREY,WILLIS
755,25,KEVIN,BLOOM
428,79,MAE,HOFFMAN
751,119,WARREN,JACKMAN
289,3,ED,CHASE
193,88,KENNETH,PESCI
487,172,GROUCHO,WILLIAMS
150,54,PENELOPE,PINKETT
650,9,JOE,SWANK
654,122,SALMA,NOLTE
121,200,THORA,TEMPLE
465,81,SCARLETT,DAMON
468,124,SCARLETT,BENING
273,29,ALEC,WAYNE
48,91,CHRISTOPHER,BERRY
892,168,WILL,WILSON
312,112,RUSSELL,BACALL
179,192,JOHN,SUVARI
285,156,FAY,WOOD
638,71,ADAM,GRANT
894,111,CAMERON,ZELLWEGER
94,131,JANE,JACKMAN
746,139,EWAN,GOODING
185,123,JULIANNE,DENCH
780,106,GROUCHO,DUNST
452,96,GENE,WILLIS
307,53,MENA,TEMPLE
839,37,VAL,BOLGER
217,157,GRETA,MALDEN
722,120,PENELOPE,MONROE
438,16,FRED,COSTNER
466,171,OLYMPIA,PFEIFFER
400,157,GRETA,MALDEN
921,181,MATTHEW,CARREY
785,199,JULIA,FAWCETT
312,97,MEG,HAWKE
696,39,GOLDIE,BRODY
467,73,GARY,PENN
95,186,JULIA,ZELLWEGER
590,36,BURT,DUKAKIS
967,27,JULIA,MCQUEEN
996,27,JULIA,MCQUEEN
148,9,JOE,SWANK
181,91,CHRISTOPHER,BERRY
1,198,MARY,KEITEL
666,112,RUSSELL,BACALL
592,145,KIM,ALLEN
226,29,ALEC,WAYNE
475,99,JIM,MOSTEL
476,153,MINNIE,KILMER
29,197,REESE,WEST
754,156,FAY,WOOD
884,121,LIZA,BERGMAN
584,155,IAN,TANDY
781,63,CAMERON,WRAY
817,15,CUBA,OLIVIER
980,101,SUSAN,DAVIS
433,168,WILL,WILSON
987,124,SCARLETT,BENING
991,100,SPENCER,DEPP
716,36,BURT,DUKAKIS
241,14,VIVIEN,BERGEN
338,188,ROCK,DUKAKIS
125,65,ANGELA,HUDSON
769,197,REESE,WEST
431,102,WALTER,TORN
485,102,WALTER,TORN
100,41,JODIE,DEGENERES
451,90,SEAN,GUINESS
37,130,GRETA,KEITEL
868,133,RICHARD,PENN
160,182,DEBBIE,AKROYD
685,3,ED,CHASE
549,159,LAURA,BRODY
420,44,NICK,STALLONE
512,94,KENNETH,TORN
312,144,ANGELA,WITHERSPOON
712,92,KIRSTEN,AKROYD
721,41,JODIE,DEGENERES
112,130,GRETA,KEITEL
880,158,VIVIEN,BASINGER
819,191,GREGORY,GOODING
52,177,GENE,MCKELLEN
215,194,MERYL,ALLEN
178,50,NATALIE,HOPKINS
606,116,DAN,STREEP
285,54,PENELOPE,PINKETT
521,176,JON,CHASE
920,129,DARYL,CRAWFORD
784,83,BEN,WILLIS
904,132,ADAM,HOPPER
980,1,PENELOPE,GUINESS
734,146,ALBERT,JOHANSSON
846,7,GRACE,MOSTEL
694,33,MILLA,PECK
591,44,NICK,STALLONE
967,99,JIM,MOSTEL
781,76,ANGELINA,ASTAIRE
988,154,MERYL,GIBSON
606,188,ROCK,DUKAKIS
434,9,JOE,SWANK
551,60,HENRY,BERRY
117,65,ANGELA,HUDSON
79,127,KEVIN,GARLAND
839,68,RIP,WINSLET
336,168,WILL,WILSON
912,128,CATE,MCQUEEN
967,197,REESE,WEST
398,81,SCARLETT,DAMON
233,139,EWAN,GOODING
879,200,THORA,TEMPLE
909,141,CATE,HARRIS
764,130,GRETA,KEITEL
92,168,WILL,WILSON
603,107,GINA,DEGENERES
374,90,SEAN,GUINESS
134,63,CAMERON,WRAY
488,29,ALEC,WAYNE
411,185,MICHAEL,BOLGER
137,86,GREG,CHAPLIN
100,62,JAYNE,NEESON
714,161,HARVEY,HOPE
802,157,GRETA,MALDEN
818,136,ED,MANSFIELD
682,192,JOHN,SUVARI
216,86,GREG,CHAPLIN
372,50,NATALIE,HOPKINS
280,80,RALPH,CRUZ
761,185,MICHAEL,BOLGER
261,77,CARY,MCCONAUGHEY
917,43,KIRK,JOVOVICH
927,49,ANNE,CRONYN
567,108,WARREN,NOLTE
170,139,EWAN,GOODING
415,39,GOLDIE,BRODY
809,165,AL,GARLAND
731,140,WHOOPI,HURT
915,52,CARMEN,HUNT
80,16,FRED,COSTNER
618,174,MICHAEL,BENING
938,118,CUBA,ALLEN
504,50,NATALIE,HOPKINS
335,29,ALEC,WAYNE
393,109,SYLVESTER,DERN
740,176,JON,CHASE
725,123,JULIANNE,DENCH
110,13,UMA,WOOD
398,27,JULIA,MCQUEEN
463,109,SYLVESTER,DERN
22,95,DARYL,WAHLBERG
634,79,MAE,HOFFMAN
908,196,BELA,WALKEN
13,114,MORGAN,MCDORMAND
387,181,MATTHEW,CARREY
220,107,GINA,DEGENERES
854,11,ZERO,CAGE
410,146,ALBERT,JOHANSSON
299,31,SISSY,SOBIESKI
957,118,CUBA,ALLEN
468,150,JAYNE,NOLTE
536,22,ELVIS,MARX
763,106,GROUCHO,DUNST
560,71,ADAM,GRANT
817,35,JUDY,DEAN
59,104,PENELOPE,CRONYN
377,132,ADAM,HOPPER
725,98,CHRIS,BRIDGES
969,184,HUMPHREY,GARLAND
916,197,REESE,WEST
878,86,GREG,CHAPLIN
319,167,LAURENCE,BULLOCK
40,77,CARY,MCCONAUGHEY
481,116,DAN,STREEP
816,181,MATTHEW,CARREY
426,190,AUDREY,BAILEY
603,143,RIVER,DEAN
855,90,SEAN,GUINESS
618,192,JOHN,SUVARI
943,77,CARY,MCCONAUGHEY
185,74,MILLA,KEITEL
987,147,FAY,WINSLET
7,162,OPRAH,KILMER
635,26,RIP,CRAWFORD
386,18,DAN,TORN
307,61,CHRISTIAN,NEESON
42,3,ED,CHASE
577,53,MENA,TEMPLE
267,48,FRANCES,DAY-LEWIS
368,31,SISSY,SOBIESKI
10,29,ALEC,WAYNE
553,135,RITA,REYNOLDS
94,150,JAYNE,NOLTE
344,43,KIRK,JOVOVICH
866,106,GROUCHO,DUNST
207,87,SPENCER,PECK
597,28,WOODY,HOFFMAN
62,4,JENNIFER,DAVIS
852,57,JUDE,CRUISE
824,158,VIVIEN,BASINGER
250,49,ANNE,CRONYN
175,58,CHRISTIAN,AKROYD
862,141,CATE,HARRIS
705,48,FRANCES,DAY-LEWIS
692,191,GREGORY,GOODING
606,32,TIM,HACKMAN
34,27,JULIA,MCQUEEN
912,110,SUSAN,DAVIS
27,55,FAY,KILMER
766,23,SANDRA,KILMER
122,94,KENNETH,TORN
32,183,RUSSELL,CLOSE
606,87,SPENCER,PECK
742,124,SCARLETT,BENING
794,167,LAURENCE,BULLOCK
204,125,ALBERT,NOLTE
239,143,RIVER,DEAN
381,13,UMA,WOOD
677,195,JAYNE,SILVERSTONE
153,25,KEVIN,BLOOM
695,118,CUBA,ALLEN
367,129,DARYL,CRAWFORD
473,158,VIVIEN,BASINGER
275,15,CUBA,OLIVIER
83,181,MATTHEW,CARREY
340,5,JOHNNY,LOLLOBRIGIDA
418,197,REESE,WEST
923,86,GREG,CHAPLIN
910,177,GENE,MCKELLEN
830,87,SPENCER,PECK
274,162,OPRAH,KILMER
344,82,WOODY,JOLIE
985,184,HUMPHREY,GARLAND
552,136,ED,MANSFIELD
177,97,MEG,HAWKE
212,41,JODIE,DEGENERES
1,30,SANDRA,PECK
881,163,CHRISTOPHER,WEST
4,81,SCARLETT,DAMON
231,20,LUCILLE,TRACY
126,53,MENA,TEMPLE
753,144,ANGELA,WITHERSPOON
663,37,VAL,BOLGER
569,36,BURT,DUKAKIS
239,163,CHRISTOPHER,WEST
969,77,CARY,MCCONAUGHEY
778,96,GENE,WILLIS
496,67,JESSICA,BAILEY
277,1,PENELOPE,GUINESS
571,13,UMA,WOOD
297,187,RENEE,BALL
821,141,CATE,HARRIS
878,52,CARMEN,HUNT
779,187,RENEE,BALL
96,137,MORGAN,WILLIAMS
324,164,HUMPHREY,WILLIS
589,141,CATE,HARRIS
453,93,ELLEN,PRESLEY
208,168,WILL,WILSON
881,131,JANE,JACKMAN
621,50,NATALIE,HOPKINS
325,93,ELLEN,PRESLEY
519,189,CUBA,BIRCH
927,168,WILL,WILSON
154,33,MILLA,PECK
845,185,MICHAEL,BOLGER
282,29,ALEC,WAYNE
807,161,HARVEY,HOPE
136,107,GINA,DEGENERES
823,70,MICHELLE,MCCONAUGHEY
133,107,GINA,DEGENERES
407,128,CATE,MCQUEEN
8,96,GENE,WILLIS
923,95,DARYL,WAHLBERG
738,42,TOM,MIRANDA
89,176,JON,CHASE
353,161,HARVEY,HOPE
599,144,ANGELA,WITHERSPOON
697,150,JAYNE,NOLTE
522,177,GENE,MCKELLEN
511,91,CHRISTOPHER,BERRY
254,114,MORGAN,MCDORMAND
336,184,HUMPHREY,GARLAND
852,118,CUBA,ALLEN
631,12,KARL,BERRY
412,83,BEN,WILLIS
470,192,JOHN,SUVARI
67,175,WILLIAM,HACKMAN
576,53,MENA,TEMPLE
281,109,SYLVESTER,DERN
967,109,SYLVESTER,DERN
165,107,GINA,DEGENERES
639,61,CHRISTIAN,NEESON
426,166,NICK,DEGENERES
105,144,ANGELA,WITHERSPOON
629,150,JAYNE,NOLTE
342,80,RALPH,CRUZ
520,86,GREG,CHAPLIN
984,104,PENELOPE,CRONYN
366,20,LUCILLE,TRACY
255,8,MATTHEW,JOHANSSON
573,127,KEVIN,GARLAND
321,74,MILLA,KEITEL
726,124,SCARLETT,BENING
286,181,MATTHEW,CARREY
609,172,GROUCHO,WILLIAMS
509,91,CHRISTOPHER,BERRY
967,3,ED,CHASE
118,80,RALPH,CRUZ
692,145,KIM,ALLEN
151,112,RUSSELL,BACALL
248,169,KENNETH,HOFFMAN
608,43,KIRK,JOVOVICH
445,20,LUCILLE,TRACY
127,159,LAURA,BRODY
641,120,PENELOPE,MONROE
107,139,EWAN,GOODING
397,171,OLYMPIA,PFEIFFER
830,120,PENELOPE,MONROE
639,172,GROUCHO,WILLIAMS
940,88,KENNETH,PESCI
829,66,MARY,TANDY
338,121,LIZA,BERGMAN
945,12,KARL,BERRY
963,55,FAY,KILMER
158,65,ANGELA,HUDSON
929,34,AUDREY,OLIVIER
441,176,JON,CHASE
692,103,MATTHEW,LEIGH
208,19,BOB,FAWCETT
248,63,CAMERON,WRAY
416,130,GRETA,KEITEL
1,10,CHRISTIAN,GABLE
24,157,GRETA,MALDEN
485,55,FAY,KILMER
636,11,ZERO,CAGE
62,110,SUSAN,DAVIS
343,159,LAURA,BRODY
168,174,MICHAEL,BENING
328,142,JADA,RYDER
139,147,FAY,WINSLET
657,41,JODIE,DEGENERES
71,183,RUSSELL,CLOSE
622,116,DAN,STREEP
508,111,CAMERON,ZELLWEGER
117,45,REESE,KILMER
353,113,MORGAN,HOPKINS
996,170,MENA,HOPPER
819,192,JOHN,SUVARI
261,78,GROUCHO,SINATRA
249,2,NICK,WAHLBERG
245,73,GARY,PENN
680,152,BEN,HARRIS
822,145,KIM,ALLEN
662,37,VAL,BOLGER
238,120,PENELOPE,MONROE
109,179,ED,GUINESS
322,94,KENNETH,TORN
212,89,CHARLIZE,DENCH
226,2,NICK,WAHLBERG
646,156,FAY,WOOD
744,111,CAMERON,ZELLWEGER
1,20,LUCILLE,TRACY
101,129,DARYL,CRAWFORD
730,140,WHOOPI,HURT
240,77,CARY,MCCONAUGHEY
398,21,KIRSTEN,PALTROW
752,106,GROUCHO,DUNST
229,106,GROUCHO,DUNST
364,135,RITA,REYNOLDS
186,60,HENRY,BERRY
33,136,ED,MANSFIELD
522,163,CHRISTOPHER,WEST
699,92,KIRSTEN,AKROYD
420,25,KEVIN,BLOOM
568,42,TOM,MIRANDA
433,61,CHRISTIAN,NEESON
87,119,WARREN,JACKMAN
939,119,WARREN,JACKMAN
153,57,JUDE,CRUISE
858,105,SIDNEY,CROWE
692,81,SCARLETT,DAMON
530,123,JULIANNE,DENCH
354,56,DAN,HARRIS
700,112,RUSSELL,BACALL
718,87,SPENCER,PECK
721,4,JENNIFER,DAVIS
160,137,MORGAN,WILLIAMS
719,175,WILLIAM,HACKMAN
401,104,PENELOPE,CRONYN
832,165,AL,GARLAND
800,58,CHRISTIAN,AKROYD
453,3,ED,CHASE
605,102,WALTER,TORN
872,194,MERYL,ALLEN
968,158,VIVIEN,BASINGER
825,161,HARVEY,HOPE
221,16,FRED,COSTNER
834,193,BURT,TEMPLE
364,11,ZERO,CAGE
697,53,MENA,TEMPLE
738,35,JUDY,DEAN
86,78,GROUCHO,SINATRA
503,6,BETTE,NICHOLSON
320,55,FAY,KILMER
146,166,NICK,DEGENERES
54,96,GENE,WILLIS
648,76,ANGELINA,ASTAIRE
358,53,MENA,TEMPLE
517,188,ROCK,DUKAKIS
477,10,CHRISTIAN,GABLE
682,120,PENELOPE,MONROE
3,19,BOB,FAWCETT
849,155,IAN,TANDY
171,189,CUBA,BIRCH
106,173,ALAN,DREYFUSS
160,178,LISA,MONROE
590,155,IAN,TANDY
486,184,HUMPHREY,GARLAND
874,96,GENE,WILLIS
43,141,CATE,HARRIS
627,153,MINNIE,KILMER
249,155,IAN,TANDY
428,48,FRANCES,DAY-LEWIS
607,79,MAE,HOFFMAN
674,113,MORGAN,HOPKINS
652,28,WOODY,HOFFMAN
375,5,JOHNNY,LOLLOBRIGIDA
366,166,NICK,DEGENERES
420,50,NATALIE,HOPKINS
767,61,CHRISTIAN,NEESON
281,83,BEN,WILLIS
342,29,ALEC,WAYNE
258,14,VIVIEN,BERGEN
747,74,MILLA,KEITEL
248,50,NATALIE,HOPKINS
393,144,ANGELA,WITHERSPOON
174,109,SYLVESTER,DERN
10,157,GRETA,MALDEN
508,45,REESE,KILMER
517,108,WARREN,NOLTE
799,40,JOHNNY,CAGE
378,189,CUBA,BIRCH
518,185,MICHAEL,BOLGER
46,59,DUSTIN,TAUTOU
684,129,DARYL,CRAWFORD
101,57,JUDE,CRUISE
580,166,NICK,DEGENERES
166,122,SALMA,NOLTE
180,43,KIRK,JOVOVICH
326,102,WALTER,TORN
673,42,TOM,MIRANDA
67,199,JULIA,FAWCETT
827,3,ED,CHASE
414,70,MICHELLE,MCCONAUGHEY
775,124,SCARLETT,BENING
694,37,VAL,BOLGER
339,149,RUSSELL,TEMPLE
253,165,AL,GARLAND
923,187,RENEE,BALL
579,160,CHRIS,DEPP
108,52,CARMEN,HUNT
468,117,RENEE,TRACY
500,15,CUBA,OLIVIER
757,20,LUCILLE,TRACY
112,24,CAMERON,STREEP
811,5,JOHNNY,LOLLOBRIGIDA
607,104,PENELOPE,CRONYN
429,11,ZERO,CAGE
935,23,SANDRA,KILMER
809,180,JEFF,SILVERSTONE
163,86,GREG,CHAPLIN
34,112,RUSSELL,BACALL
208,63,CAMERON,WRAY
970,14,VIVIEN,BERGEN
499,36,BURT,DUKAKIS
110,29,ALEC,WAYNE
202,69,KENNETH,PALTROW
35,184,HUMPHREY,GARLAND
993,191,GREGORY,GOODING
78,77,CARY,MCCONAUGHEY
263,126,FRANCES,TOMEI
917,137,MORGAN,WILLIAMS
567,172,GROUCHO,WILLIAMS
121,16,FRED,COSTNER
895,151,GEOFFREY,HESTON
798,131,JANE,JACKMAN
24,42,TOM,MIRANDA
286,5,JOHNNY,LOLLOBRIGIDA
849,171,OLYMPIA,PFEIFFER
790,47,JULIA,BARRYMORE
109,178,LISA,MONROE
120,93,ELLEN,PRESLEY
710,81,SCARLETT,DAMON
147,197,REESE,WEST
493,91,CHRISTOPHER,BERRY
650,76,ANGELINA,ASTAIRE
350,66,MARY,TANDY
254,13,UMA,WOOD
303,157,GRETA,MALDEN
798,21,KIRSTEN,PALTROW
566,77,CARY,MCCONAUGHEY
27,7,GRACE,MOSTEL
566,171,OLYMPIA,PFEIFFER
364,136,ED,MANSFIELD
573,176,JON,CHASE
273,171,OLYMPIA,PFEIFFER
281,21,KIRSTEN,PALTROW
697,89,CHARLIZE,DENCH
788,118,CUBA,ALLEN
49,173,ALAN,DREYFUSS
833,23,SANDRA,KILMER
255,168,WILL,WILSON
805,129,DARYL,CRAWFORD
517,65,ANGELA,HUDSON
154,121,LIZA,BERGMAN
54,59,DUSTIN,TAUTOU
434,66,MARY,TANDY
113,183,RUSSELL,CLOSE
784,159,LAURA,BRODY
982,99,JIM,MOSTEL
949,183,RUSSELL,CLOSE
185,191,GREGORY,GOODING
89,15,CUBA,OLIVIER
705,190,AUDREY,BAILEY
954,169,KENNETH,HOFFMAN
702,144,ANGELA,WITHERSPOON
850,11,ZERO,CAGE
608,101,SUSAN,DAVIS
493,34,AUDREY,OLIVIER
181,53,MENA,TEMPLE
827,28,WOODY,HOFFMAN
785,19,BOB,FAWCETT
320,135,RITA,REYNOLDS
321,157,GRETA,MALDEN
43,126,FRANCES,TOMEI
368,172,GROUCHO,WILLIAMS
866,76,ANGELINA,ASTAIRE
619,114,MORGAN,MCDORMAND
77,140,WHOOPI,HURT
909,146,ALBERT,JOHANSSON
1,108,WARREN,NOLTE
109,145,KIM,ALLEN
994,28,WOODY,HOFFMAN
267,16,FRED,COSTNER
341,167,LAURENCE,BULLOCK
280,18,DAN,TORN
145,2,NICK,WAHLBERG
65,95,DARYL,WAHLBERG
85,126,FRANCES,TOMEI
327,26,RIP,CRAWFORD
609,181,MATTHEW,CARREY
781,195,JAYNE,SILVERSTONE
26,71,ADAM,GRANT
530,137,MORGAN,WILLIAMS
333,103,MATTHEW,LEIGH
