<page title>,diameter x length,diaphragm blades,filter size,focal length,groupselements,maximum aperture,maximum magnification,minimum aperture,object distance,optical construction,weight,dimensions diameter,focusing distance,lens construction,number of diaphragm,aspect ratio,battery,dimensions w x h x d,effective pixels,focal length equiv,gps,hdmi,image stabilisation,iso sensitivity,lcd screen size inch,max aperture,max resolution,max shutter speed,movie size,optical zoom,sensor size,sensor type,storage type,total pixels,usb,weight inc batteries,wireless,continuous shooting fps,focal length fmm,image processor,lens mount,microphone,shutter speed,viewfinder,dimensions weight,exposure control,flash,others,picture size,power supply,shooting range focusing range,shutter,closest focusing distance,dimensions approx,maximum reproduction ratio,weight approx,auto power off time,film,film feeding out,film size,lens,shutter release,accessory,angle of view,diaphragm blade number,filter diameter,lens construction groupselements,macro mag ratio,minimum focus,model,type of zooming,aperture,autofocus,camera mount type,dimensions dxl,elementsgroups,filter thread,format compatibility,image stabilization,magnification,minimum focus distance,tripod collar,closest marked focusing distance m,dimensions dia x length extension from lens mount mm,filter attachment size mm,lens construction elements groups,weight g,angle of view for sd1,dimensions,minimum focusing distance,number of diaphragm blades,continuous shooting,lcd type,capacity,card type,class rating,read speed,speed rating,write speed,corresponding mounts,filter size mm,maximum magnifications,mininum aperture,operating temperature range,receptor head,type,flash synchronization,filterattachment size,focusing,no of diaphragm blades,iris blades,mount,builtin flash,digital zoom,file format,flash range,lcd monitor,self timer,shooting modes,manual focus,diameter x length extension from lens mount,picture angle,angle of view 35mm equivalent,dimensions diameter x length,maximum magnification ratio,35mm film equivalent focal length,af actuator,angle of view horzntl vertl diagnl,closest focusing distance m,distance information,filter diameter mm,image size,image stabilizer,lens construction elementsgroups,max diameter x length mm,maximum magnification x,the figures when used on apsc sized digital camera,diameter x llength,macro magn ratio,model no,mounts available,supplied accessories,audio recording,burst rate,color spaces,connectivity,exposure metering,exposure modes,external flash connection,file formats,flash modes,focus range,maximum effective flash range,memory card type,pixels,resolution,screen,sensor,software system requirements,video clip length,video recording,viewfinder type,white balance modes,wifi,zoom,battery type,operating temperature,power consumption,power source,flash duration,flashready indicator,construction,effect,filter factor,front filter thread size,front lens cap size,grade,multicoated,size,ac power adapter,bit depth,dimensions wxhxd,operatingstorage temperature,remote control,screen coverage,closest focussing distance m,dustmoisture resistance,autofocus points,camera format,dedicated flash system,diopter adjustment,display screen,dust reduction system,flash compensation,focus mode,focus type,interval recording,max sync speed,metering method,sensor type size,viewfinder coverage,viewfinder eye point,viewfinder magnification,viewfinder pixel count,wifi capable,available capacities,card dimension,compatibility,form factor,performancespeed,security,storage temperature,support,35mm equivalent focal length,accessory shoe,recording media,scene modes,video format,accessories,coating,compatible mount,aperture range,weightinclbattery,card dimensions,weightinc batteries,iso,measuring modes,measuring range,magnification extension tube ef12 ii,magnification extension tube ef25 ii,continuous shooting flash,continuous shooting jpeg,continuous shooting raw,full zoom focus shutter response,shot to shot with flash,shot to shot without flash,shutter response,switch on time to taking a photo,wide focus shutter response,sdhc card dimension,builtin memory,waterproofing,diagonal angle of view,hard case,horizontal angle of view,lens hood,magnification with extension tube ef12,bounce head,coverage,guide no,recycle time,ttl dedication,closest focus distance,focus modes,rotating,item no,mount type,applications,interface,aperture type,optical image stabilizer,overall length,standard accessories,focus method,apertureshutter priority,brightness difference,cine speeds,display readout,ev range iso100,exposure calibration,exposure memory,flash to ambient ratio,fstop display range,iso range,measuring system,multiple flash,shadowhighlight calculation,shutter speed ambient,shutter speed flash,format,maximum magn ratio,model no,supplied accessory,maxdiameter,aperture blades,min aperture,lens type,stabilisation,focus adjustment,bus interface speed,durability,swivel head,specialties,startup time,viewfinder size,depth mm,height mm,width mm,tiltshift,focal length maximum aperture,max diameter x length weight,audio format,image sensor,nfc,application,color temperature,macro magnification ratio,angle of view diagonal,compatible mounts,diameter,entire length 9,length 8,standard accessory,weight 10,working distance,package style,recording capacity gb,speed class,usable capacity gb,file size,focus,frame rate,minimum illumination,recording format,speaker,screen size,weight oz
Canon EF 14mm f/2.8L II USM Lenses,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,Ring USM¹,"81º,",0.2,Yes,Filter Holder,,No,14/11,80 x 94,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not compatible,Not compatible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamron AF 70-300mm f/4-5.6 Di LD Macro Lenses - Nikon Mount,[mm] 76.6 x 116.5,9,[mm] 62,[mm] 70-300,9-13,F/4-5.6,Ratio 1:2,32 Minimum,[m] 0.95,rotation,[g] 435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikon D5200 Kit with 18-55mm VR II Lens Digital SLR Camera - Red,,,,,,,,,,,,,,,,3:2 (Horizontal; Vertical),EN-EL14,125 x 98 x 78 mm,Approx. 24.1 megapixels,,Optional,HDMI mini,No,"ISO 100-6400, expandable to Hi1 (ISO 12800) and Hi2 (ISO 25600)",3.0,,6000 x 4000,,"1920 x 1080
1280 x 720
640 x 424",,23.6 x 15.7,CMOS,SD/SDHC/SDXC (Compatible with UHS-I),Approx. 24.7 megapixels,2.0,555g,Optional,5,1.5x,Expeed 3,F mount,Built-in Stereo microphone or external stereo microphone,"30-1/4000 sec, bulb","Optical, 95% coverage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canon EOS 600D Body Only Digital SLR Camera,,,,,,,,,,,,,,,,3:2 (Horizontal; Vertical),LP-E8,133.1 x 99.5 x 79.7 mm,Approx. 18 megapixels,,Optional,HDMI mini,No,"ISO 100-6400, expandable to H (equivalent to ISO 12800)",3.0,,5184 x 3456,,"1920 x 1080
1280 x 720
640 x 480",,22.3 x 14.9mm,CMOS,SD/SDHC/SDXC card,Approx. 18.7 megapixels,2.0,570g,Optional,3.7,1.6x,DIGIC 4,EF mount,"Built-in monaural microphone, External stereo microphone terminal provided","30-1/4000 sec, bulb","Optical, 95% coverage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikon D5300 Kit with 18-55mm VR II & 55-300mm VR Lens Digital SLR Camera - Black,,,,,,,,,,,,,,,,3:2 (Horizontal; Vertical),Lithium-Ion EN-EL14a or EN-EL14 rechargeable battery & charger,125 x 98 x 76 mm (4.92 x 3.86 x 2.99″),24 megapixels,1.5×,BuiltIn,Yes (Mini Type C),No,"Auto, 100 - 12800 (25600 with boost)",3.2″,N/A,6000 x 4000,1/4000 sec,N/A,No,APS-C (23.5 x 15.6 mm),CMOS,SD/SDHC/SDXC,24 megapixels,USB 2.0 (480 Mbit/sec),480 g (1.06 lb / 16.93 oz),Optional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samyang 35mm T1.5 VDSLR Cine Lenses - Canon,,,,35 mm,10 / 12,,,,,,24.7 oz (700.0 g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full-frame: 63.1°,,,,,,,,Maximum: T1.5,,,,,77 mm,,,,"11.8"" (30.0 cm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canon EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Vario-Tessar T* FE 24-70mm f/4 ZA OSS Lens,,,,24 - 70mm,,,,,,,15.17 oz (430 g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1° - 34.3°,,,,,,,,Maximum: f/4,Yes,Sony E (Full-Frame),"Approx. 2.87 x 3.72"" (73 x 94.5 mm)",12/10,Front:67 mm,35mm Film / Full-Frame Digital Sensor,Yes,0.2x,1.31' (40 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQI Air Card WiFi with 32GB Micro SD Class 10 Memory Card,,,,,,,,,,,2g (0.07 oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 x 24 x 2.1 mm (1.26 x 0.95 x 0.08 in),,,,,Support microSDHC (4GB~32GB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dedicated Mobile App：「PQI AirCard+」,SD 2.0、IEEE 802.11 b/g/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canon EF-S 18-55mm f/3.5-5.6 IS STM Lenses (White Box),,,,,,,,22 - 38(36)¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205g,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,STM,"64º 30' - 23º 20', 45º 30'- 15º 40', 74º 20' - 27º 50'",,Provided,58,APS-C,4-stops,13/11,69.0 x 75.2,0.36 (at 55mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigma ART 30mm f/1.4 DC HSM Lenses - Canon Mount,,,Diameter 62mm,,,,01:06.8,F16,,,435g / 15.3 oz.,,,9 Elements in 8 Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7 degrees,Diameter 74.2mm x Length 63.3mm / 2.9in. x 2.5in.,30cm / 11.8in.,9 Blades (Rounded diaphragm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigma 17-50mm f/2.8 EX DC OS HSM Lenses - Canon Mount,,,,,,,1:05 Filter Size 77mm,F22 Minimum,,,565g,83.5mm X Length 92mm,28cm,17 Elements in 13 Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(SD Format) 72.4 - 27.9 degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,7 Blades (Rounded diaphragm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic H-FS100300 Lumix G VARIO 100-300mm f/4-5.6 MEGA O.I.S Lenses,,,67mm,f=100mm to 300mm (35mm camera equivalent 200mm to 600mm),,,Approx. 0.21x / 0.42x (35mm camera equivalent),F22,,,Approx. 520g,,,17 elements in 12 groups (1 ED lens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50m / 4.9ft at all focal lengths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro Four Thirds mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F4.0(Wide) - F5.6(Tele),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 diaphragm blades / Circular aperture diaphragm,YES,Approx. 126mm (from the tip of the lens to the base side of the lens mount),Lens cap / Lens hood / Lens rear cap / Lens storage bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikon AF-S DX Zoom-NIKKOR 17-55mm f/2.8G IF-ED Lenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,85.5 x 110.5,77.0,14 (3 ED) / 10,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B+W 67mm XS-PRO KSM C POL (CPL) MRC NANO Filters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circular polarizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schott glass,Eliminates reflections and haze and improves color and tonal saturation,About 2.5 (1.3 stops),67 mm,67 mm,,"Yes, MRC (Multi-Resistant Coating)",67 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olympus Stylus Tough TG-850 Outdoor Digital Camera - White,,,,,,,,,,,7.7 oz / 218 g,,,,,,"1x LI-50B Rechargeable Lithium-Ion Battery Pack, 3.7VDC, 925mAh",,,,,,,"Auto, 125-6400",,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 - 1/2000 sec,,,,,,,,,EFL: 3.74-18.7 mm (35 mm equivalent: 21-105 mm),,,,,,,,,,,,,,,,,,Optical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,"2 Sec, 12 Sec",Backlight HDR,,,,,,,,,,,,,,,,,,,,,,,,With Video,Up to 2.5 fps at 16 MP for up to 200 frames,,"AV / USB Multi, HDMI D (Micro)",,"Modes: Intelligent Auto, Program",,Still Images: JPEG,Auto,,,SD,16 Megapixel,"1920 x 1080: 60 fps, 30 fps","3"" LCD Tilt","1/2.3"" CMOS",,,Yes,,,,Optical: 5x,,,,,,,,,,,,,,,,,"4.3 x 2.5 x 1.1"" / 10.9 x 6.4 x 2.8 cm",,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37MB,33.0' (10.1 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigma ART 50mm F1.4 DG HSM Lenses - Canon mount,,,,50mm,,F1.4,0.18x,F16,,,815 g (28.7 oz),,,13 elements / 8 groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4m,,,,,,,,77mm,,No,,,,,,,,,,85 mm diameter x 100 mm length,,9 (rounded),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm (1.5x APS-C / DX),,,,,,,,,,,,,,,,,,,,,,,,,,,,,47º (full frame),,,,,,,,,,,,,,,,,,,,,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canon EF 16-35mm f/2.8L II USM Lenses,,,,,,,,,,,635g,,,16 elements in 12 groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 x 36mm,,,,,,,,,,,,,,,,,82mm,,,,,,,,,,,,,,,,,,,,,,,88.5mm dia. x 111.6mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olympus STYLUS 1 Digital Camera,,,,,,,,,,,402 g (0.89 lb / 14.18 oz),,,,,,BLS-5 lithium-ion battery pack and charger,116 x 87 x 57 mm (4.57 x 3.43 x 2.24″),12 megapixels,,None,Yes (micro HDMI),Optical,"Auto, 100 - 12800",,,3968 x 2976,,1080p,10.7×,"1/1.7"" (7.44 x 5.58 mm)",BSI-CMOS,SD/SDHC/SDXC card,,USB 2.0,,Built-In,,28 – 300 mm,,,,60 sec - 1/2000 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tilting,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung NX Mini kit with 9mm Lens Smart Mirrorless Camera - Pink,,"5, Rounded",,9 mm,,,,,,,1.09 oz (31 g) 6.91 oz / 196 g with battery,,,,,"1:1, 3:2, 16:9 4:3, 16:9","1x B740AU Rechargeable Lithium-Ion Battery Pack, 3.8VDC, 2330mAh",,,,,,,"Auto, 160-12800 (Extended Mode: 100-25600)",,,20MP: 5472 x 3648,,,,,,,,,,,,,,Samsung NX-M,,,,,,,,,,,Type: Electronic,,,,,,,,,,,,83.4°,,,,,,,,Maximum: f/3.5,Yes,,"Approx. 1.97 x 0.49"" (50 x 12.5 mm)",6/5,,,,0.11x,"4.33"" (11 cm)",,,,,,,,,,,Up to 30 fps,,,,,,,,,,,,,,,,,,,,,Yes,,,,,"2 sec, 30 sec",,,,,,,,,,,,,,,,,,,,,,,,,"Built-in Mic: With Video, Mono",Up to 6 fps at 20 MP,,"HDMI D (Micro), Micro-USB, USB 2.0",,"Modes: Aperture Priority, Auto, Manual, Program, Shutter Priority, Smart, Wi-Fi",Proprietary,"Still Images: JPEG, RAW",1st Curtain Sync,,,microSD,Actual: 20.9 Megapixel,1920 x 1080: 30 fps,,,"Windows: 7, 8",Up to 29 Min 59 Sec,"Yes, NTSC/PAL",,"Auto, Cloudy, Custom, Daylight, Flash, Fluorescent (Day White), Fluorescent (Natural White), Fluorescent (White), Kelvin, Manual, Tungsten",,,,,,,,,,,,,,,,,,,"4.3 x 2.4 x 0.9"" / 110.4 x 61.9 x 22.5 mm excluding projections",Operating,Optional,100%,,,Contrast Detection: 35,"1"" (2.7x Crop Factor)",,,"3"" Rear Touchscreen Tilting LCD (460,800)",,-2 EV to +2 EV (in 1/2 EV steps),"Continuous-servo AF (C), Manual Focus (M), Single-servo AF (S), Touch AF & Shutter",Auto & Manual,,Electronic Shutter: 1 / 200 sec,"Center-weighted average metering, Multiple, Spot metering","CMOS, 13.2 x 8.8 mm",,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12' (4 m) ISO100 at 24 mm position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujifilm XQ1 Digital Camera - Black,,,,,,,,,,,206 g (0.45 lb / 7.27 oz),,,,,"1:1, 4:3, 3:2, 16:9",Lithium-Ion NP-48 rechargeable battery & charger,100 x 59 x 33 mm (3.94 x 2.32 x 1.3″),12 megapixels,,None,Yes (micro-HDMI),Optical,"Auto (100-3200), 100 - 12800",,,4000 x 3000,,"1920 x 1080 (60p, 30p), 1280 x 720 (60p, 30p), 640 x 480 (30p)",4×,"2/3"" (8.8 x 6.6 mm)",CMOS,SD/SDHC/SDXC,,USB 2.0,,Built-In,,,,None,,30 sec - 1/4000 sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fixed,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1.8 (Wide) - F4.9 (Telephoto),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigma 12-24mm f/4.5-5.6 II DG HSM Lenses - Canon Mount,,,,,,,01:06.4,F22 Minimum,,,670g,85mm X Length 120.2mm,28cm,17 Elements in 13 Groups Angle of View 122 - 84.1 degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 Blades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canon EF 50mm f/2.5 Macro Lenses,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,AFD,"40°, 27°, 46°",0.23,,52,,,9/8,67.6 x 63,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
