,,
117,,"$test_str = '""wpCompressionTest Lorem ipsum dolor sit amet consectetuer mollis sapien urna ut a. Eu nonummy condimentum fringilla tempor pretium platea vel nibh netus Maecenas. Hac molestie amet justo quis pellentesque est ultrices interdum nibh Morbi. Cras mattis pretium Phasellus ante ipsum ipsum ut sociis Suspendisse Lorem. Ante et non molestie. Porta urna Vestibulum egestas id congue nibh eu risus gravida sit. Ac augue auctor Ut et non a elit massa id sodales. Elit eu Nulla at nibh adipiscing mattis lacus mauris at tempus. Netus nibh quis suscipit nec feugiat eget sed lorem et urna. Pellentesque lacus at ut massa consectetuer ligula ut auctor semper Pellentesque. Ut metus massa nibh quam Curabitur molestie nec mauris congue. Volutpat molestie elit justo facilisis neque ac risus Ut nascetur tristique. Vitae sit lorem tellus et quis Phasellus lacus tincidunt nunc Fusce. Pharetra wisi Suspendisse mus sagittis libero lacinia Integer consequat ac Phasellus. Et urna ac cursus tortor aliquam Aliquam amet tellus volutpat Vestibulum. Justo interdum condimentum In augue congue tellus sollicitudin Quisque quis nibh.""';"
118,,
119,,if ( 1 == $_GET['test'] ) {
120,,echo $test_str;
121,,die;
122,,} elseif ( 2 == $_GET['test'] ) {
123,,if ( !isset($_SERVER['HTTP_ACCEPT_ENCODING']) )
124,,die('-1');
125,,"if ( false !== stripos( $_SERVER['HTTP_ACCEPT_ENCODING'], 'deflate') && function_exists('gzdeflate') && ! $force_gzip ) {"
126,,header('Content-Encoding: deflate');
127,,"$out = gzdeflate( $test_str, 1 );"
128,,"} elseif ( false !== stripos( $_SERVER['HTTP_ACCEPT_ENCODING'], 'gzip') && function_exists('gzencode') ) {"
129,,header('Content-Encoding: gzip');
130,,"$out = gzencode( $test_str, 1 );"
131,,} else {
132,,die('-1');
133,,}
134,,echo $out;
135,,die;
136,,} elseif ( 'no' == $_GET['test'] ) {
137,,"update_site_option('can_compress_scripts', 0);"
138,,} elseif ( 'yes' == $_GET['test'] ) {
139,,"update_site_option('can_compress_scripts', 1);"
140,,}
141,,}
142,,
143,,die('0');
144,,break;
145,,case 'imgedit-preview' :
146,,$post_id = intval($_GET['postid']);
147,,"if ( empty($post_id) || !current_user_can('edit_post', $post_id) )"
148,,die('-1');
149,,
150,,"check_ajax_referer( ""image_editor-$post_id"" );"
151,,
152,,include_once( ABSPATH . 'wp-admin/includes/image-edit.php' );
153,,if ( ! stream_preview_image($post_id) )
154,,die('-1');
155,,
156,,die();
157,,break;
158,,case 'menu-quick-search':
159,,if ( ! current_user_can( 'edit_theme_options' ) )
160,,die('-1');
161,,
162,,require_once ABSPATH . 'wp-admin/includes/nav-menu.php';
163,,
164,,_wp_ajax_menu_quick_search( $_REQUEST );
165,,
166,,exit;
167,,break;
168,,case 'oembed-cache' :
169,,$return = ( $wp_embed->cache_oembed( $_GET['post'] ) ) ? '1' : '0';
170,,die( $return );
171,,break;
172,,default :
173,,do_action( 'wp_ajax_' . $_GET['action'] );
174,,die('0');
175,,break;
176,,endswitch;
177,,endif;
178,,
179,,/**
180,,* Sends back current comment total and new page links if they need to be updated.
181,,*
182,,"* Contrary to normal success AJAX response (""1""), die with time() on success."
183,,*
184,,* @since 2.7
185,,*
186,,* @param int $comment_id
187,,* @return die
188,,*/
189,,"function _wp_ajax_delete_comment_response( $comment_id, $delta = -1 ) {"
190,,$total = (int) @$_POST['_total'];
191,,$per_page = (int) @$_POST['_per_page'];
192,,$page = (int) @$_POST['_page'];
193,,$url = esc_url_raw( @$_POST['_url'] );
194,,// JS didn't send us everything we need to know. Just die with success message
195,,if ( !$total || !$per_page || !$page || !$url )
196,,die( (string) time() );
197,,
198,,$total += $delta;
199,,if ( $total < 0 )
200,,$total = 0;
201,,
202,,"// Only do the expensive stuff on a page-break, and about 1 other time per page"
203,,"if ( 0 == $total % $per_page || 1 == mt_rand( 1, $per_page ) ) {"
204,,$post_id = 0;
205,,$status = 'total_comments'; // What type of comment count are we looking for?
206,,$parsed = parse_url( $url );
207,,if ( isset( $parsed['query'] ) ) {
208,,"parse_str( $parsed['query'], $query_vars );"
209,,if ( !empty( $query_vars['comment_status'] ) )
210,,$status = $query_vars['comment_status'];
211,,if ( !empty( $query_vars['p'] ) )
212,,$post_id = (int) $query_vars['p'];
213,,}
214,,
215,,$comment_count = wp_count_comments($post_id);
216,,
217,,if ( isset( $comment_count->$status ) ) // We're looking for a known type of comment count
218,,$total = $comment_count->$status;
219,,// else use the decremented value from above
220,,}
221,,
222,,$time = time(); // The time since the last comment count
223,,
224,,$x = new WP_Ajax_Response( array(
225,,"'what' => 'comment',"
226,,"'id' => $comment_id, // here for completeness - not used"
227,,'supplemental' => array(
228,,"'total_items_i18n' => sprintf( _n( '1 item', '%s items', $total ), number_format_i18n( $total ) ),"
229,,"'total_pages' => ceil( $total / $per_page ),"
230,,"'total_pages_i18n' => number_format_i18n( ceil( $total / $per_page ) ),"
231,,"'total' => $total,"
232,,'time' => $time
233,,)
234,,) );
235,,$x->send();
236,,}
237,,
238,,function _wp_ajax_add_hierarchical_term() {
239,,$action = $_POST['action'];
240,,"$taxonomy = get_taxonomy(substr($action, 4));"
241,,"check_ajax_referer( $action, '_ajax_nonce-add-' . $taxonomy->name );"
242,,if ( !current_user_can( $taxonomy->cap->edit_terms ) )
243,,die('-1');
244,,"$names = explode(',', $_POST['new'.$taxonomy->name]);"
245,,$parent = isset($_POST['new'.$taxonomy->name.'_parent']) ? (int) $_POST['new'.$taxonomy->name.'_parent'] : 0;
246,,if ( 0 > $parent )
247,,$parent = 0;
248,,if ( $taxonomy->name == 'category' )
249,,$post_category = isset($_POST['post_category']) ? (array) $_POST['post_category'] : array();
250,,else
251,,$post_category = ( isset($_POST['tax_input']) && isset($_POST['tax_input'][$taxonomy->name]) ) ? (array) $_POST['tax_input'][$taxonomy->name] : array();
252,,"$checked_categories = array_map( 'absint', (array) $post_category );"
253,,"$popular_ids = wp_popular_terms_checklist($taxonomy->name, 0, 10, false);"
254,,
255,,foreach ( $names as $cat_name ) {
256,,$cat_name = trim($cat_name);
257,,$category_nicename = sanitize_title($cat_name);
258,,if ( '' === $category_nicename )
259,,continue;
260,,"if ( !($cat_id = term_exists($cat_name, $taxonomy->name, $parent)) ) {"
261,,"$new_term = wp_insert_term($cat_name, $taxonomy->name, array('parent' => $parent));"
262,,$cat_id = $new_term['term_id'];
263,,}
264,,$checked_categories[] = $cat_id;
265,,if ( $parent ) // Do these all at once in a second
266,,continue;
267,,"$category = get_term( $cat_id, $taxonomy->name );"
268,,ob_start();
269,,"wp_terms_checklist( 0, array( 'taxonomy' => $taxonomy->name, 'descendants_and_self' => $cat_id, 'selected_cats' => $checked_categories, 'popular_cats' => $popular_ids ));"
270,,$data = ob_get_contents();
271,,ob_end_clean();
272,,$add = array(
273,,"'what' => $taxonomy->name,"
274,,"'id' => $cat_id,"
275,,"'data' => str_replace( array(""\n"", ""\t""), '', $data),"
276,,'position' => -1
277,,);
278,,}
279,,
280,,if ( $parent ) { // Foncy - replace the parent and all its children
281,,"$parent = get_term( $parent, $taxonomy->name );"
282,,$term_id = $parent->term_id;
283,,
284,,while ( $parent->parent ) { // get the top parent
285,,"$parent = &get_term( $parent->parent, $taxonomy->name );"
286,,if ( is_wp_error( $parent ) )
287,,break;
288,,$term_id = $parent->term_id;
289,,}
290,,
291,,ob_start();
292,,"wp_terms_checklist( 0, array('taxonomy' => $taxonomy->name, 'descendants_and_self' => $term_id, 'selected_cats' => $checked_categories, 'popular_cats' => $popular_ids));"
293,,$data = ob_get_contents();
294,,ob_end_clean();
295,,$add = array(
296,,"'what' => $taxonomy->name,"
297,,"'id' => $term_id,"
298,,"'data' => str_replace( array(""\n"", ""\t""), '', $data),"
299,,'position' => -1
300,,);
301,,}
302,,
303,,ob_start();
304,,wp_dropdown_categories( array(
305,,"'taxonomy' => $taxonomy->name, 'hide_empty' => 0, 'name' => 'new'.$taxonomy->name.'_parent', 'orderby' => 'name',"
306,,"'hierarchical' => 1, 'show_option_none' => 'â '.$taxonomy->labels->parent_item.' â'"
307,,) );
308,,$sup = ob_get_contents();
309,,ob_end_clean();
310,,$add['supplemental'] = array( 'newcat_parent' => $sup );
311,,
312,,$x = new WP_Ajax_Response( $add );
313,,$x->send();
314,,}
315,,
316,,$id = isset($_POST['id'])? (int) $_POST['id'] : 0;
317,,switch ( $action = $_POST['action'] ) :
318,,"case 'delete-comment' : // On success, die with time() instead of 1"
319,,if ( !$comment = get_comment( $id ) )
320,,die( (string) time() );
321,,"if ( ! current_user_can( 'edit_comment', $comment->comment_ID ) )"
322,,die('-1');
323,,
324,,"check_ajax_referer( ""delete-comment_$id"" );"
325,,$status = wp_get_comment_status( $comment->comment_ID );
326,,
327,,$delta = -1;
328,,if ( isset($_POST['trash']) && 1 == $_POST['trash'] ) {
329,,if ( 'trash' == $status )
330,,die( (string) time() );
331,,$r = wp_trash_comment( $comment->comment_ID );
332,,} elseif ( isset($_POST['untrash']) && 1 == $_POST['untrash'] ) {
333,,if ( 'trash' != $status )
334,,die( (string) time() );
335,,$r = wp_untrash_comment( $comment->comment_ID );
336,,"if ( ! isset( $_POST['comment_status'] ) || $_POST['comment_status'] != 'trash' ) // undo trash, not in trash"
337,,$delta = 1;
338,,} elseif ( isset($_POST['spam']) && 1 == $_POST['spam'] ) {
339,,if ( 'spam' == $status )
340,,die( (string) time() );
341,,$r = wp_spam_comment( $comment->comment_ID );
342,,} elseif ( isset($_POST['unspam']) && 1 == $_POST['unspam'] ) {
343,,if ( 'spam' != $status )
344,,die( (string) time() );
345,,$r = wp_unspam_comment( $comment->comment_ID );
346,,"if ( ! isset( $_POST['comment_status'] ) || $_POST['comment_status'] != 'spam' ) // undo spam, not in spam"
347,,$delta = 1;
348,,} elseif ( isset($_POST['delete']) && 1 == $_POST['delete'] ) {
349,,$r = wp_delete_comment( $comment->comment_ID );
350,,} else {
351,,die('-1');
352,,}
353,,
354,,if ( $r ) // Decide if we need to send back '1' or a more complicated response including page links and comment counts
355,,"_wp_ajax_delete_comment_response( $comment->comment_ID, $delta );"
356,,die( '0' );
357,,break;
358,,case 'delete-tag' :
359,,$tag_id = (int) $_POST['tag_ID'];
360,,"check_ajax_referer( ""delete-tag_$tag_id"" );"
361,,
362,,$taxonomy = !empty($_POST['taxonomy']) ? $_POST['taxonomy'] : 'post_tag';
363,,$tax = get_taxonomy($taxonomy);
364,,
365,,if ( !current_user_can( $tax->cap->delete_terms ) )
366,,die('-1');
367,,
368,,"$tag = get_term( $tag_id, $taxonomy );"
369,,if ( !$tag || is_wp_error( $tag ) )
370,,die('1');
371,,
372,,"if ( wp_delete_term($tag_id, $taxonomy))"
373,,die('1');
374,,else
375,,die('0');
376,,break;
377,,case 'delete-link' :
378,,"check_ajax_referer( ""delete-bookmark_$id"" );"
379,,if ( !current_user_can( 'manage_links' ) )
380,,die('-1');
381,,
382,,$link = get_bookmark( $id );
383,,if ( !$link || is_wp_error( $link ) )
384,,die('1');
385,,
386,,if ( wp_delete_link( $id ) )
387,,die('1');
388,,else
389,,die('0');
390,,break;
391,,case 'delete-meta' :
392,,"check_ajax_referer( ""delete-meta_$id"" );"
393,,"if ( !$meta = get_metadata_by_mid( 'post', $id ) )"
394,,die('1');
395,,
396,,"if ( is_protected_meta( $meta->meta_key, 'post' ) || ! current_user_can( 'delete_post_meta', $meta->post_id, $meta->meta_key ) )"
397,,die('-1');
398,,if ( delete_meta( $meta->meta_id ) )
399,,die('1');
400,,die('0');
401,,break;
402,,case 'delete-post' :
403,,"check_ajax_referer( ""{$action}_$id"" );"
404,,"if ( !current_user_can( 'delete_post', $id ) )"
405,,die('-1');
406,,
407,,if ( !get_post( $id ) )
408,,die('1');
409,,
410,,if ( wp_delete_post( $id ) )
411,,die('1');
412,,else
413,,die('0');
414,,break;
415,,case 'trash-post' :
416,,case 'untrash-post' :
417,,"check_ajax_referer( ""{$action}_$id"" );"
418,,"if ( !current_user_can( 'delete_post', $id ) )"
419,,die('-1');
420,,
421,,if ( !get_post( $id ) )
422,,die('1');
423,,
424,,if ( 'trash-post' == $action )
425,,$done = wp_trash_post( $id );
426,,else
427,,$done = wp_untrash_post( $id );
428,,
429,,if ( $done )
430,,die('1');
431,,
432,,die('0');
433,,break;
434,,case 'delete-page' :
435,,"check_ajax_referer( ""{$action}_$id"" );"
436,,"if ( !current_user_can( 'delete_page', $id ) )"
437,,die('-1');
438,,
439,,if ( !get_page( $id ) )
440,,die('1');
441,,
442,,if ( wp_delete_post( $id ) )
443,,die('1');
444,,else
445,,die('0');
446,,break;
447,,"case 'dim-comment' : // On success, die with time() instead of 1"
448,,
449,,if ( !$comment = get_comment( $id ) ) {
450,,$x = new WP_Ajax_Response( array(
451,,"'what' => 'comment',"
452,,"'id' => new WP_Error('invalid_comment', sprintf(__('Comment %d does not exist'), $id))"
453,,) );
454,,$x->send();
455,,}
456,,
457,,"if ( ! current_user_can( 'edit_comment', $comment->comment_ID ) && ! current_user_can( 'moderate_comments' ) )"
458,,die('-1');
459,,
460,,$current = wp_get_comment_status( $comment->comment_ID );
461,,if ( $_POST['new'] == $current )
462,,die( (string) time() );
463,,
464,,"check_ajax_referer( ""approve-comment_$id"" );"
465,,"if ( in_array( $current, array( 'unapproved', 'spam' ) ) )"
466,,"$result = wp_set_comment_status( $comment->comment_ID, 'approve', true );"
467,,else
468,,"$result = wp_set_comment_status( $comment->comment_ID, 'hold', true );"
469,,
470,,if ( is_wp_error($result) ) {
471,,$x = new WP_Ajax_Response( array(
472,,"'what' => 'comment',"
473,,'id' => $result
474,,) );
475,,$x->send();
476,,}
477,,
478,,// Decide if we need to send back '1' or a more complicated response including page links and comment counts
479,,_wp_ajax_delete_comment_response( $comment->comment_ID );
480,,die( '0' );
481,,break;
482,,case 'add-link-category' : // On the Fly
483,,check_ajax_referer( $action );
484,,if ( !current_user_can( 'manage_categories' ) )
485,,die('-1');
486,,"$names = explode(',', $_POST['newcat']);"
487,,$x = new WP_Ajax_Response();
488,,foreach ( $names as $cat_name ) {
489,,$cat_name = trim($cat_name);
490,,$slug = sanitize_title($cat_name);
491,,if ( '' === $slug )
492,,continue;
493,,"if ( !$cat_id = term_exists( $cat_name, 'link_category' ) ) {"
494,,"$cat_id = wp_insert_term( $cat_name, 'link_category' );"
495,,}
496,,$cat_id = $cat_id['term_id'];
497,,$cat_name = esc_html(stripslashes($cat_name));
498,,$x->add( array(
499,,"'what' => 'link-category',"
500,,"'id' => $cat_id,"
501,,"'data' => "" $cat_name"","
502,,'position' => -1
503,,) );
504,,}
505,,$x->send();
506,,break;
507,,case 'add-tag' :
508,,"check_ajax_referer( 'add-tag', '_wpnonce_add-tag' );"
509,,$post_type = !empty($_POST['post_type']) ? $_POST['post_type'] : 'post';
510,,$taxonomy = !empty($_POST['taxonomy']) ? $_POST['taxonomy'] : 'post_tag';
511,,$tax = get_taxonomy($taxonomy);
512,,
513,,if ( !current_user_can( $tax->cap->edit_terms ) )
514,,die('-1');
515,,
516,,$x = new WP_Ajax_Response();
517,,
518,,"$tag = wp_insert_term($_POST['tag-name'], $taxonomy, $_POST );"
519,,
520,,"if ( !$tag || is_wp_error($tag) || (!$tag = get_term( $tag['term_id'], $taxonomy )) ) {"
521,,$message = __('An error has occurred. Please reload the page and try again.');
522,,if ( is_wp_error($tag) && $tag->get_error_message() )
523,,$message = $tag->get_error_message();
524,,
525,,$x->add( array(
526,,"'what' => 'taxonomy',"
527,,"'data' => new WP_Error('error', $message )"
528,,) );
529,,$x->send();
530,,}
531,,
532,,set_current_screen( $_POST['screen'] );
533,,
534,,$wp_list_table = _get_list_table('WP_Terms_List_Table');
535,,
536,,$level = 0;
537,,if ( is_taxonomy_hierarchical($taxonomy) ) {
538,,"$level = count( get_ancestors( $tag->term_id, $taxonomy ) );"
539,,ob_start();
540,,"$wp_list_table->single_row( $tag, $level );"
541,,$noparents = ob_get_clean();
542,,}
543,,
544,,ob_start();
545,,$wp_list_table->single_row( $tag );
546,,$parents = ob_get_clean();
547,,
548,,$x->add( array(
549,,"'what' => 'taxonomy',"
550,,"'supplemental' => compact('parents', 'noparents')"
551,,) );
552,,$x->add( array(
553,,"'what' => 'term',"
554,,"'position' => $level,"
555,,'supplemental' => (array) $tag
556,,) );
557,,$x->send();
558,,break;
559,,case 'get-tagcloud' :
560,,if ( isset( $_POST['tax'] ) ) {
561,,$taxonomy = sanitize_key( $_POST['tax'] );
562,,$tax = get_taxonomy( $taxonomy );
563,,if ( ! $tax )
564,,die( '0' );
565,,if ( ! current_user_can( $tax->cap->assign_terms ) )
566,,die( '-1' );
567,,} else {
568,,die('0');
569,,}
570,,
571,,"$tags = get_terms( $taxonomy, array( 'number' => 45, 'orderby' => 'count', 'order' => 'DESC' ) );"
572,,
573,,if ( empty( $tags ) )
574,,die( isset( $tax->no_tagcloud ) ? $tax->no_tagcloud : __('No tags found!') );
575,,
576,,if ( is_wp_error( $tags ) )
577,,die( $tags->get_error_message() );
578,,
579,,foreach ( $tags as $key => $tag ) {
580,,$tags[ $key ]->link = '#';
581,,$tags[ $key ]->id = $tag->term_id;
582,,}
583,,
584,,"// We need raw tag names here, so don't filter the output"
585,,"$return = wp_generate_tag_cloud( $tags, array('filter' => 0) );"
586,,
587,,if ( empty($return) )
588,,die('0');
589,,
590,,echo $return;
591,,
592,,exit;
593,,break;
594,,case 'get-comments' :
595,,check_ajax_referer( $action );
596,,
597,,set_current_screen( 'edit-comments' );
598,,
599,,$wp_list_table = _get_list_table('WP_Post_Comments_List_Table');
600,,
601,,"if ( !current_user_can( 'edit_post', $post_id ) )"
602,,die('-1');
603,,
604,,$wp_list_table->prepare_items();
605,,
606,,if ( !$wp_list_table->has_items() )
607,,die('1');
608,,
609,,$x = new WP_Ajax_Response();
610,,ob_start();
611,,foreach ( $wp_list_table->items as $comment ) {
612,,"if ( ! current_user_can( 'edit_comment', $comment->comment_ID ) )"
613,,continue;
614,,get_comment( $comment );
615,,$wp_list_table->single_row( $comment );
616,,}
617,,$comment_list_item = ob_get_contents();
618,,ob_end_clean();
619,,
620,,$x->add( array(
621,,"'what' => 'comments',"
622,,'data' => $comment_list_item
623,,) );
624,,$x->send();
625,,break;
626,,case 'replyto-comment' :
627,,"check_ajax_referer( $action, '_ajax_nonce-replyto-comment' );"
628,,
629,,set_current_screen( 'edit-comments' );
630,,
631,,$comment_post_ID = (int) $_POST['comment_post_ID'];
632,,"if ( !current_user_can( 'edit_post', $comment_post_ID ) )"
633,,die('-1');
634,,
635,,"$status = $wpdb->get_var( $wpdb->prepare(""SELECT post_status FROM $wpdb->posts WHERE ID = %d"", $comment_post_ID) );"
636,,
637,,if ( empty($status) )
638,,die('1');
639,,"elseif ( in_array($status, array('draft', 'pending', 'trash') ) )"
640,,die( __('ERROR: you are replying to a comment on a draft post.') );
641,,
642,,$user = wp_get_current_user();
643,,if ( $user->ID ) {
644,,$comment_author = $wpdb->escape($user->display_name);
645,,$comment_author_email = $wpdb->escape($user->user_email);
646,,$comment_author_url = $wpdb->escape($user->user_url);
647,,$comment_content = trim($_POST['content']);
648,,if ( current_user_can( 'unfiltered_html' ) ) {
649,,if ( wp_create_nonce( 'unfiltered-html-comment' ) != $_POST['_wp_unfiltered_html_comment'] ) {
650,,kses_remove_filters(); // start with a clean slate
651,,kses_init_filters(); // set up the filters
652,,}
653,,}
654,,} else {
655,,"die( __('Sorry, you must be logged in to reply to a comment.') );"
656,,}
657,,
658,,if ( '' == $comment_content )
659,,die( __('ERROR: please type a comment.') );
660,,
661,,$comment_parent = absint($_POST['comment_ID']);
662,,$comment_auto_approved = false;
663,,"$commentdata = compact('comment_post_ID', 'comment_author', 'comment_author_email', 'comment_author_url', 'comment_content', 'comment_type', 'comment_parent', 'user_ID');"
664,,
665,,$comment_id = wp_new_comment( $commentdata );
666,,$comment = get_comment($comment_id);
667,,if ( ! $comment ) die('1');
668,,
669,,$position = ( isset($_POST['position']) && (int) $_POST['position'] ) ? (int) $_POST['position'] : '-1';
670,,
671,,// automatically approve parent comment
672,,if ( !empty($_POST['approve_parent']) ) {
673,,$parent = get_comment( $comment_parent );
674,,
675,,if ( $parent && $parent->comment_approved === '0' && $parent->comment_post_ID == $comment_post_ID ) {
676,,"if ( wp_set_comment_status( $parent->comment_ID, 'approve' ) )"
677,,$comment_auto_approved = true;
678,,}
679,,}
680,,
681,,ob_start();
682,,if ( 'dashboard' == $_REQUEST['mode'] ) {
683,,require_once( ABSPATH . 'wp-admin/includes/dashboard.php' );
684,,_wp_dashboard_recent_comments_row( $comment );
685,,} else {
686,,if ( 'single' == $_REQUEST['mode'] ) {
687,,$wp_list_table = _get_list_table('WP_Post_Comments_List_Table');
688,,} else {
689,,$wp_list_table = _get_list_table('WP_Comments_List_Table');
690,,}
691,,$wp_list_table->single_row( $comment );
692,,}
693,,$comment_list_item = ob_get_contents();
694,,ob_end_clean();
695,,
696,,$response = array(
697,,"'what' => 'comment',"
698,,"'id' => $comment->comment_ID,"
699,,"'data' => $comment_list_item,"
700,,'position' => $position
701,,);
702,,
703,,if ( $comment_auto_approved )
704,,$response['supplemental'] = array( 'parent_approved' => $parent->comment_ID );
705,,
706,,$x = new WP_Ajax_Response();
707,,$x->add( $response );
708,,$x->send();
709,,break;
710,,case 'edit-comment' :
711,,"check_ajax_referer( 'replyto-comment', '_ajax_nonce-replyto-comment' );"
712,,
713,,set_current_screen( 'edit-comments' );
714,,
715,,$comment_id = (int) $_POST['comment_ID'];
716,,"if ( ! current_user_can( 'edit_comment', $comment_id ) )"
717,,die('-1');
718,,
719,,if ( '' == $_POST['content'] )
720,,die( __('ERROR: please type a comment.') );
721,,
722,,$_POST['comment_status'] = $_POST['status'];
723,,edit_comment();
724,,
725,,$position = ( isset($_POST['position']) && (int) $_POST['position']) ? (int) $_POST['position'] : '-1';
726,,$comments_status = isset($_POST['comments_listing']) ? $_POST['comments_listing'] : '';
727,,
728,,$checkbox = ( isset($_POST['checkbox']) && true == $_POST['checkbox'] ) ? 1 : 0;
729,,$wp_list_table = _get_list_table( $checkbox ? 'WP_Comments_List_Table' : 'WP_Post_Comments_List_Table' );
730,,
731,,ob_start();
732,,$wp_list_table->single_row( get_comment( $comment_id ) );
733,,$comment_list_item = ob_get_contents();
734,,ob_end_clean();
735,,
736,,$x = new WP_Ajax_Response();
737,,
738,,$x->add( array(
739,,"'what' => 'edit_comment',"
740,,"'id' => $comment->comment_ID,"
741,,"'data' => $comment_list_item,"
